gisco_id,name,registered,turnout,invalid,blank,AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP,"""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI""
DEMOKRATSKA PRIGORSKO - ZAGREBAČKA STRANKA - DPS
DEMOKRATSKA STRANKA ŽENA - DSŽ
HRVATSKA EUROPSKA STRANKA - HES
HRVATSKA RADNIČKA STRANKA - HRS
HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI
ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI
MEĐIMURSKA STRANKA - MS
NEZAVISNI SELJACI HRVATSKE - NSH
NOVI VAL - STRANKA RAZVOJA - NOVI VAL
STRANKA UMIROVLJENIKA - SU
UMIROVLJENIČKA DEMOKRATSKA UNIJA - UDU
ZELENI SAVEZ - ZELENI
ZELENA STRANKA - ZS","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA PRAVA DR. ANTE STARČEVIĆ - HSP AS
BLOK UMIROVLJENICI ZAJEDNO - BUZ
HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS
ZAGORSKA DEMOKRATSKA STRANKA - ZDS
HRAST - POKRET ZA USPJEŠNU HRVATSKU","HRVATSKA KONZERVATIVNA STRANKA - HKS
HRVATSKA STRANKA PRAVA - HSP
OBITELJSKA STRANKA - OS",MOST NEZAVISNIH LISTA - MOST,"NARODNA STRANKA - REFORMISTI - REFORMISTI
DUBROVAČKI DEMOKRATSKI SABOR - DDS
NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIĆA
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI
ZELENI FORUM",ODRŽIVI RAZVOJ HRVATSKE - ORaH,U IME OBITELJI - PROJEKT DOMOVINA,AKCIJA MLADIH - AM,"HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA - HKDU
HRVATSKA DEMOKRATSKA STRANKA
NACIONALNI DEMOKRATI - ND",HRVATSKA ZORA STRANKA NARODA - HZ,PAMETNO,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
HRVATSKI LABURISTI - STRANKA RADA
AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS
ZAGORSKA STRANKA - ZS",SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP,ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA,ŽIVI ZID,"""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI""
ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI
DEMOKRATSKA PRIGORSKO - ZAGREBAČKA STRANKA - DPS
DEMOKRATSKA STRANKA ŽENA - DSŽ
HRVATSKA EUROPSKA STRANKA - HES
HRVATSKA RADNIČKA STRANKA - HRS
HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI
MEĐIMURSKA STRANKA - MS
NEZAVISNI SELJACI HRVATSKE - NSH
NOVI VAL - STRANKA RAZVOJA - NOVI VAL
STRANKA UMIROVLJENIKA - SU
UMIROVLJENIČKA DEMOKRATSKA UNIJA - UDU
ZELENI SAVEZ - ZELENI
ZELENA STRANKA - ZS","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA PRAVA DR. ANTE STARČEVIĆ - HSP AS
BLOK UMIROVLJENICI ZAJEDNO - BUZ
HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
HRAST - POKRET ZA USPJEŠNU HRVATSKU
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS
ZAGORSKA DEMOKRATSKA STRANKA - ZDS","NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIĆA
NARODNA STRANKA - REFORMISTI - REFORMISTI
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI
ZELENI FORUM
DUBROVAČKI DEMOKRATSKI SABOR - DDS","ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS
LISTA ZA RIJEKU - RI",POKRET ZAJEDNO,RADNIČKA FRONTA - RF,JOVAN AJDUKOVIĆ,mr. sc. DUŠAN BJELAJAC,MILE HORVAT,SINIŠA LJUBOJEVIĆ,SRĐAN MILAKOVIĆ,SLAVKO MIRNIĆ,DRAGOLJUB PETROVIĆ,dr. sc. MILORAD PUPOVAC,MIRKO RAŠKOVIĆ,DRAGAN TODIĆ,NENAD VLAHOVIĆ,"NARODNA STRANKA - REFORMISTI - REFORMISTI
NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIĆA
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI
ZELENI FORUM
DUBROVAČKI DEMOKRATSKI SABOR - DDS",HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB,BRANITELJSKO DOMOLJUBNA STRANKA HRVATSKE,"HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA - HKDU
NACIONALNI DEMOKRATI - ND
HRVATSKA DEMOKRATSKA STRANKA",MEĐIMURSKI DEMOKRATSKI SAVEZ - MDS,NEOVISNA LISTA - ŽELJKO KNAPIĆ,BARI AHMEDI,ŽELJKO BALOG,ROBERT BOSAK,VELJKO KAJTAZI,ZVONKO KALANJOŠ,DUŠKO KOSTIĆ,VESNA PICHLER,DUBRAVKA RAŠLJANIN,mr. sc. RENATA TRISCHLER,MUHAMED ZAHIROVIĆ,JELENA ZARIČNAJA JINDRA,VLADIMIR BILEK,IVAN KOMAK,ZA GRAD,HRVATSKA STRANKA REDA - HSR,NEOVISNA LISTA - DAMIR BAJS,NEOVISNA LISTA - ŽELJKO LACKOVIĆ,JONUZ ALITI,ALIJA AVDIĆ,ALEN DŽOMBA,LUTVIJA GRACA,NEDŽAD HODŽIĆ,SABINA KOŽELJ-HORVAT,ERMINA LEKAJ PRLJASKAJ,SENAD PRŠIĆ,SUAD SALKIĆ,MIRSAD SREBRENIKOVIĆ,IDRIS SULEJMANI,SULEJMAN TABAKOVIĆ,NEOVISNA LISTA - MIRA DAVIDOVIĆ,NEOVISNA LISTA - VESNA PINJUH,DEMOKRATSKI SAVEZ NACIONALNE OBNOVE - DESNO,DANIELA DAPAS,FURIO RADIN,MAURIZIO ZENNARO,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
HRVATSKI LABURISTI - STRANKA RADA
AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS
ZAGORSKA STRANKA - ZS
SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS","ŽIVI ZID
AKCIJA MLADIH - AM",RÓBERT JANKOVICS,ŠANDOR JUHAS
HR_04499,Spisic Bukovica,3461,2019,55,0,18,37,0,24,147,0,31,17,11,0,0,0,560,0,0,76,0,914,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
HR_04502,Stefanje,1655,888,13,0,4,34,0,1,76,0,15,4,3,0,2,0,245,3,0,51,0,399,2,0,0,0,1,0,2,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04529,Strigova,2469,1218,28,0,14,17,0,11,70,0,20,7,4,0,0,0,565,4,0,65,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04537,Tinjan,1395,835,27,0,5,0,0,0,47,0,10,10,1,0,0,0,210,0,0,44,45,105,6,320,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04545,Tisno,3059,1863,26,0,6,8,0,12,220,0,21,12,0,1,4,0,0,0,5,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,800,90,0,0
HR_04553,Plitvicka jezera,3926,2029,38,0,13,47,0,6,200,0,12,10,0,7,5,0,0,0,1,0,0,940,0,0,0,0,10,5,15,9,8,0,4,25,14,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,65,0,0
HR_04561,Tompojevci,1399,834,18,0,10,11,0,6,138,0,2,3,3,3,0,0,102,0,0,19,0,363,0,0,0,0,3,1,1,5,9,0,0,16,13,0,0,6,25,0,0,0,0,0,2,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32
HR_04570,Topusko,2934,1430,32,0,8,37,2,2,60,0,16,1,7,1,3,0,461,0,0,40,0,655,0,0,0,0,6,12,34,4,3,0,2,56,31,2,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_04588,Tordinci,1745,1063,24,0,11,16,0,5,62,0,7,6,1,3,0,0,167,0,0,30,0,506,0,0,0,0,1,2,9,1,2,0,3,10,3,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,61
HR_04596,Tovarnik,2449,1401,27,0,10,14,0,8,207,0,7,8,5,1,0,0,203,0,0,53,0,768,0,0,0,0,2,0,12,0,0,0,0,14,12,0,0,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
HR_04600,Trilj,8003,4928,99,0,39,36,0,27,648,0,16,53,0,20,27,0,0,0,37,0,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,128,0,0
HR_04618,Trnava,1420,702,22,0,5,9,0,6,20,0,6,11,1,0,0,0,148,0,0,45,0,232,11,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,175,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HR_04626,Trnovec Bartolovecki,5840,3524,86,0,20,51,0,4,258,0,65,10,4,0,0,0,1663,7,0,179,0,706,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,445,0,7,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04634,Trogir,12690,7246,140,0,32,41,12,106,1114,0,78,50,1,16,73,1,31,0,38,1,0,2673,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,2553,243,0,0
HR_04642,Trpinja,4744,1477,86,0,18,7,0,1,19,0,4,4,2,1,0,0,247,0,0,26,0,98,0,0,0,0,131,11,564,155,230,65,8,677,488,56,12,8,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
HR_04669,Tuhelj,1791,1213,39,0,10,32,1,6,66,0,10,2,3,0,0,0,590,3,0,43,0,384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04677,Udbina,1755,907,29,0,4,128,0,3,15,0,5,4,0,4,2,0,0,0,2,0,0,210,0,0,0,0,1,0,1,0,0,0,0,11,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,8,0,0
HR_04685,Umag - Umago,12991,6544,111,0,23,0,1,15,451,0,116,39,29,0,0,0,2253,43,0,483,218,730,97,1493,18,14,1,1,6,2,0,1,0,8,5,1,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0,2,4,15,0,4,25,15,0,0,0,0,11,220,83,0,0,4,1
HR_04693,Unesic,1375,1109,14,0,3,5,0,14,133,0,4,2,0,3,0,0,0,0,2,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0
HR_04715,Valpovo,9609,6173,115,0,22,38,1,57,685,0,160,76,20,0,0,0,1590,0,0,297,0,2089,33,0,0,0,0,1,2,0,0,0,0,3,2,0,0,0,944,12,0,0,0,0,2,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0
HR_04723,Varazdin,40221,26984,421,0,88,380,4,50,3170,0,772,102,74,0,0,1,12782,63,1,1376,0,4528,1,0,0,0,4,3,7,0,1,0,1,14,6,1,0,2942,2,77,27,21,27,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,15,3,0,0,0,0,0,0,0,0,0,0,19,4,1,0
HR_04731,Varazdinske Toplice,5461,3366,103,0,20,62,2,24,195,0,54,17,9,0,0,0,1331,7,0,176,0,1098,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,9,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HR_04740,Vela Luka,3686,2162,53,0,10,10,635,34,241,9,31,2,9,6,4,1,1026,14,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04758,Velika,4838,2808,60,0,27,56,0,10,269,0,40,29,13,4,0,0,690,0,0,137,0,1287,0,0,0,0,1,0,5,2,0,0,0,7,4,0,0,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04766,Velika Kopanica,2979,1515,45,0,16,21,0,15,358,0,10,20,6,1,0,0,261,0,0,62,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04774,Velika Ludina,2117,1130,25,0,13,58,0,10,144,0,34,10,2,0,1,0,339,0,0,82,0,345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04782,Velika Pisanica,1442,761,13,0,6,27,0,1,36,0,8,1,1,0,1,0,201,5,0,47,0,293,2,0,0,0,2,0,4,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7
HR_04804,Veliki Grđevac,2453,1303,20,0,10,73,0,19,105,0,36,8,3,0,2,0,371,4,0,38,0,514,6,0,0,0,2,1,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,0,0,1,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
HR_04812,Veliko Trgovisce,4029,2255,54,0,9,70,0,8,225,0,34,13,8,0,0,0,928,6,0,105,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_04839,Veliko Trojstvo,2312,1137,34,0,6,47,0,5,81,0,21,3,0,0,1,0,384,4,0,68,0,355,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04847,Vidovec,4377,2326,53,0,11,55,0,7,183,0,29,6,9,0,0,0,1004,5,0,114,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,11,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04855,Viljevo,1683,871,31,0,6,14,0,8,44,0,7,6,5,0,0,0,138,0,0,30,0,346,16,0,0,0,7,3,27,2,4,0,1,27,19,0,3,0,177,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HR_04863,Vinica,2805,1726,43,0,8,21,0,2,119,0,26,3,3,0,0,0,808,3,0,87,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04871,Vinkovci,30189,18787,308,0,129,228,3,72,2857,0,149,293,49,24,1,0,4817,0,0,729,0,8148,1,1,0,0,25,5,166,6,16,3,5,190,140,2,4,180,496,0,0,0,1,0,0,2,6,0,0,0,8,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,27,22
HR_04880,Vinodolska opcina,3345,1842,32,0,8,54,0,9,228,0,33,11,7,0,1,8,812,0,0,101,0,476,48,0,4,0,0,0,1,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04898,Vir,4048,1645,24,0,6,68,0,5,217,0,22,10,0,5,13,0,0,0,2,0,0,620,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,565,65,0,1
HR_04901,Virje,3655,1829,53,0,37,47,0,6,92,0,31,27,4,0,4,0,613,2,0,64,0,445,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,9,17,364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04910,Virovitica,18667,12133,226,0,52,190,3,50,1501,0,180,164,43,0,0,0,4057,0,0,461,0,4727,100,0,0,0,3,3,12,2,1,0,2,18,13,0,2,0,263,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,4,0,5,12
HR_04928,Vis,2026,1185,39,0,6,13,261,14,156,19,27,9,6,10,5,7,557,9,3,31,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
HR_04936,Visoko,1203,733,17,0,2,13,0,1,44,0,5,6,0,0,0,0,143,1,0,29,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04944,Viskovci,1535,850,20,0,6,11,0,3,47,0,3,15,2,0,0,0,184,0,0,25,0,398,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HR_04952,Viskovo,13331,7471,120,0,45,127,0,29,1257,0,144,81,52,7,3,21,2983,0,0,515,5,1861,81,3,8,0,6,2,23,11,11,0,0,35,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,1,11,2,8,1,1,6,1,0,0,0,0,2,6,0,0,0,1,0
HR_04979,Višnjan - Visignano,1975,1106,24,0,3,0,0,2,69,0,24,9,5,0,0,0,270,2,0,104,58,94,17,397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,13,7,0,0,1,0
HR_04987,Vižinada - Visinada,980,544,21,0,6,0,0,0,29,0,7,1,2,0,0,0,183,4,0,24,32,29,9,182,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0
HR_04995,Vocin,1976,1037,30,0,2,14,0,3,27,0,9,6,1,0,0,0,157,0,0,35,0,643,3,0,0,0,2,4,57,0,1,0,3,61,52,1,2,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HR_05002,Vodice,9650,5019,64,0,20,37,0,26,943,0,76,52,0,10,16,0,0,0,6,0,0,2206,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1311,185,0,0
HR_05029,Vodnjan - Dignano,5428,2859,58,0,13,0,0,10,161,0,26,13,4,0,0,0,777,12,0,153,89,288,20,906,2,9,1,0,4,0,1,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,18,1,0,1,3,3,4,0,0,0,0,6,170,57,0,0,0,2
HR_05037,Vojnic,4618,2122,69,0,18,66,3,6,69,0,15,2,6,1,4,1,683,0,0,73,0,657,17,0,6,0,23,6,113,165,145,5,10,171,105,3,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,10,38,0,0,3,0,15,0,0,0,0,0,0,0,0,2,0,0,0
HR_05045,Vratisinec,1694,1017,23,0,9,25,0,2,45,0,12,1,2,0,0,0,616,5,0,64,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05053,Vrbanja,3588,1731,59,0,17,89,0,34,130,0,4,20,2,6,0,0,266,0,0,94,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05061,Vrbje,2031,1046,17,0,9,17,0,3,48,0,7,8,2,3,0,0,140,0,0,31,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_05070,Vrbnik,1239,722,19,0,7,0,0,3,79,0,15,9,4,0,0,0,232,4,0,17,6,227,10,87,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_05088,Vrbovec,12372,7722,111,0,35,491,4,25,1145,0,98,37,21,0,8,0,2587,23,0,437,0,2479,173,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,20,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_05096,Vrbovsko,4589,2440,84,0,32,85,0,11,130,0,24,13,9,4,0,9,1002,0,0,89,0,749,21,0,2,0,11,6,67,52,35,8,6,99,65,1,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05100,Gvozd,3175,1072,38,0,13,18,0,7,44,0,6,4,2,6,3,0,400,0,0,31,0,290,0,0,0,0,16,28,105,46,25,9,12,141,100,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05118,Vrgorac,5913,3949,72,0,23,24,1975,32,647,10,8,9,7,4,4,2,1055,5,9,33,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05126,Vrhovine,1024,522,7,0,2,6,0,1,9,0,1,0,0,2,0,0,0,0,0,0,0,74,0,0,0,0,0,2,1,0,0,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,6,0,0
