gisco_id,name,registered,turnout,invalid,blank,PPP,LPR,PiS,PO,PSL,SRP,MN,LiD,IF,SP (2006)
PL_0201011,Bolesławiec,33759,18625,277,0,164,217,4627,8832,655,177,0,3676,0,0
PL_0201022,Bolesławiec,9885,4510,123,0,34,50,1291,1827,455,118,0,612,0,0
PL_0201032,Gromadka,4377,2048,63,0,17,27,617,707,290,53,0,274,0,0
PL_0201043,Nowogrodziec,11576,4681,168,0,63,67,1521,1814,479,106,0,463,0,0
PL_0201052,Osiecznica,5201,2308,89,0,32,28,531,996,140,50,0,442,0,0
PL_0201062,Warta Bolesławiecka,6285,2716,88,0,27,30,719,1326,157,62,0,307,0,0
PL_0202011,Bielawa,26459,12764,221,0,174,101,3193,5912,392,136,0,2635,0,0
PL_0202021,Dzierżoniów,29680,15871,272,0,163,124,4054,7879,555,179,0,2645,0,0
PL_0202031,Pieszyce,7801,3514,96,0,40,31,1011,1565,151,84,0,536,0,0
PL_0202041,Piława Górna,5331,2443,89,0,48,44,696,1033,109,53,0,371,0,0
PL_0202052,Dzierżoniów,7756,3600,98,0,40,67,1128,1263,352,116,0,536,0,0
PL_0202062,Łagiewniki,6058,2655,88,0,47,47,834,925,318,102,0,294,0,0
PL_0202073,Niemcza,4946,2246,62,0,27,38,749,794,95,44,0,437,0,0
PL_0203011,Głogów,56980,32524,595,0,277,346,9753,12774,1246,432,0,7101,0,0
PL_0203022,Głogów,4291,2205,64,0,34,22,792,724,167,67,0,335,0,0
PL_0203032,Jerzmanowa,2583,1273,34,0,11,14,366,450,141,54,0,203,0,0
PL_0203042,Kotla,3187,1326,61,0,19,20,407,434,117,71,0,197,0,0
PL_0203052,Pącław,1791,805,28,0,2,8,276,285,94,28,0,84,0,0
PL_0203062,Żukowice,2741,1104,36,0,11,12,328,321,164,84,0,148,0,0
PL_0204013,Góra,16425,7265,191,0,72,83,1835,3115,941,213,0,815,0,0
PL_0204022,Jemielno,2474,955,30,0,15,36,252,243,217,54,0,108,0,0
PL_0204032,Niechlów,3909,1575,102,0,21,24,391,369,462,65,0,141,0,0
PL_0204043,Wąsosz,5843,2262,71,0,46,23,614,816,295,102,0,295,0,0
PL_0205011,Jawor,20254,10356,193,0,74,130,3644,4397,368,102,0,1448,0,0
PL_0205023,Bolków,8958,3877,123,0,76,63,1022,1339,394,102,0,758,0,0
PL_0205032,Mącinka,3775,1599,60,0,17,23,693,402,216,37,0,151,0,0
PL_0205042,Mściwojów,3270,1529,51,0,17,18,590,411,218,56,0,168,0,0
PL_0205052,Paszowice,3105,1291,38,0,14,20,514,395,170,27,0,113,0,0
PL_0205062,Wądroże Wielkie,3210,1231,31,0,16,15,286,331,335,56,0,161,0,0
PL_0206011,Karpacz,4419,2442,56,0,21,23,451,1377,71,15,0,428,0,0
PL_0206021,Kowary,9850,4847,154,0,60,43,1016,2338,177,51,0,1008,0,0
PL_0206031,Piechowice,5485,2966,65,0,22,15,666,1557,171,37,0,433,0,0
PL_0206041,Szklarska Porąba,6060,3269,62,0,36,32,764,1717,126,34,0,498,0,0
PL_0206052,Janowice Wielkie,3511,1703,60,0,22,18,371,774,131,21,0,306,0,0
PL_0206062,Jeżów Sudecki,4986,2484,63,0,50,26,567,1207,151,23,0,397,0,0
PL_0206072,Mysłakowice,8024,3928,112,0,35,55,876,1848,333,32,0,637,0,0
PL_0206082,Podgórzyn,6468,3211,76,0,33,21,633,1621,195,42,0,590,0,0
PL_0206092,Stara Kamienica,4123,1851,50,0,19,20,402,840,240,24,0,256,0,0
PL_0207011,Kamienna Góra,17742,8790,159,0,83,66,2418,4138,287,66,0,1573,0,0
PL_0207022,Kamienna Góra,6718,3118,110,0,32,25,864,1268,300,49,0,470,0,0
PL_0207033,Lubawka,9480,4538,112,0,91,48,1044,2116,249,75,0,803,0,0
PL_0207042,Marciszów,3782,1594,48,0,19,19,378,647,246,43,0,194,0,0
PL_0208011,Duszniki-Zdrój,4394,2199,53,0,19,16,569,1045,154,21,0,322,0,0
PL_0208021,Kłodzko,24544,12923,255,0,80,154,3202,6485,1341,118,0,1288,0,0
PL_0208031,Kudowa-Zdrój,8581,4329,103,0,56,48,1344,1699,452,31,0,596,0,0
PL_0208041,Nowa Ruda,20505,9612,223,0,121,94,2157,4845,438,191,0,1543,0,0
PL_0208051,Polanica-Zdrój,5875,3099,142,0,34,34,866,1495,208,42,0,278,0,0
PL_0208063,Bystrzyca Kłodzka,16650,7798,210,0,69,89,2238,3212,1037,148,0,795,0,0
PL_0208072,Kłodzko,13827,6448,218,0,39,69,1417,1870,2374,79,0,382,0,0
PL_0208083,Lądek-Zdrój,7784,3694,83,0,43,57,919,1713,382,40,0,457,0,0
PL_0208092,Lewin Kłodzki,1635,670,23,0,7,6,215,261,79,13,0,66,0,0
PL_0208103,Miądzylesie,6228,2735,95,0,39,26,578,1159,410,84,0,344,0,0
PL_0208112,Nowa Ruda,10119,4415,112,0,59,42,998,1933,458,195,0,618,0,0
PL_0208123,Radków,7627,3266,87,0,35,54,958,1273,486,68,0,305,0,0
PL_0208133,Stronie Śląskie,6233,2935,84,0,48,54,552,1405,342,31,0,419,0,0
PL_0208143,Szczytna,6020,2581,71,0,28,23,587,1316,286,28,0,242,0,0
PL_0209011,Chojnów,11786,5788,119,0,90,72,1663,2560,309,79,0,896,0,0
PL_0209022,Chojnów,7359,3180,81,0,38,59,918,905,766,113,0,300,0,0
PL_0209032,Krotoszyce,2363,1095,19,0,12,12,368,251,311,24,0,98,0,0
PL_0209042,Kunice,4097,2239,64,0,12,12,480,1156,334,30,0,151,0,0
PL_0209052,Legnickie Pole,3893,1853,76,0,28,23,563,603,247,68,0,245,0,0
PL_0209062,Miłkowice,4903,2362,101,0,37,34,701,880,234,38,0,337,0,0
PL_0209073,Prochowice,5927,3078,100,0,27,15,768,1092,765,39,0,272,0,0
PL_0209082,Ruja,2144,761,38,0,6,11,221,214,135,25,0,111,0,0
PL_0210011,Lubań,18741,9686,178,0,89,78,2497,4228,509,115,0,1992,0,0
PL_0210021,Świeradów-Zdrój,3874,1874,27,0,15,46,457,858,112,26,0,333,0,0
PL_0210033,Leśna,8480,3720,113,0,43,35,934,1440,404,73,0,678,0,0
PL_0210042,Lubań,5061,2208,66,0,25,22,479,683,577,51,0,305,0,0
PL_0210052,Olszyna,5447,2466,66,0,36,20,485,934,313,21,0,591,0,0
PL_0210062,Platerówka,1308,593,24,0,8,9,223,188,65,9,0,67,0,0
PL_0210072,Siekierczyn,4051,1958,46,0,22,20,534,746,156,50,0,384,0,0
PL_0211011,Lubin,62855,36416,603,0,237,290,12801,13671,1487,289,0,7038,0,0
PL_0211022,Lubin,9068,4573,104,0,34,39,1445,1696,452,80,0,723,0,0
PL_0211032,Rudna,5682,2732,104,0,22,22,980,768,229,90,0,517,0,0
PL_0211043,Ścinawa,8440,4032,97,0,42,36,1600,1221,427,85,0,524,0,0
PL_0212013,Gryfów Śląski,8332,3841,108,0,32,39,870,1435,661,77,0,619,0,0
PL_0212023,Lubomierz,4922,2146,94,0,22,21,466,790,484,27,0,242,0,0
PL_0212033,Lwówek Śląski,14340,6810,203,0,65,109,1776,3015,547,94,0,1001,0,0
PL_0212043,Mirsk,7374,3106,101,0,37,60,821,1179,413,47,0,448,0,0
PL_0212053,Wleń,3768,1741,60,0,18,18,409,746,197,34,0,259,0,0
PL_0213012,Cieszków,3679,1730,41,0,21,25,388,398,658,35,0,164,0,0
PL_0213022,Krośnice,6323,2693,134,0,30,44,764,889,306,99,0,427,0,0
PL_0213033,Milicz,19085,10102,441,0,118,227,2398,4049,1373,226,0,1270,0,0
PL_0214011,Oleśnica,30103,17284,221,0,190,123,5022,8346,606,283,0,2493,0,0
PL_0214023,Bierutów,8131,3561,103,0,35,50,1108,1278,618,77,0,292,0,0
PL_0214032,Dobroszyce,4717,2011,47,0,15,12,662,935,122,60,0,158,0,0
PL_0214042,Dziadowa Kłoda,3529,1358,41,0,18,14,295,427,345,58,0,160,0,0
PL_0214053,Miądzybórz,3853,1712,34,0,21,22,328,674,395,64,0,174,0,0
PL_0214062,Oleśnica,8877,3547,78,0,36,40,1155,1326,419,186,0,307,0,0
PL_0214073,Syców,12881,6546,154,0,55,70,1902,2730,924,90,0,621,0,0
PL_0214083,Twardogóra,10196,4597,93,0,49,68,1223,2123,287,104,0,650,0,0
PL_0215011,Oława,25419,14778,260,0,142,159,4366,7386,615,134,0,1716,0,0
PL_0215022,Domaniów,4085,1868,72,0,25,35,588,560,375,63,0,150,0,0
PL_0215033,Jelcz-Laskowice,17344,8934,163,0,69,104,3165,3958,527,109,0,839,0,0
PL_0215042,Oława,10734,5247,171,0,60,73,1786,2104,588,118,0,347,0,0
PL_0216013,Chocianów,10069,5248,111,0,60,60,2235,1544,283,223,0,732,0,0
PL_0216022,Gaworzyce,2935,1450,43,0,24,18,461,389,156,104,0,255,0,0
PL_0216032,Grąbocice,4037,1706,60,0,24,13,604,400,177,88,0,340,0,0
PL_0216043,Polkowice,20210,10711,253,0,77,90,3887,3599,412,143,0,2250,0,0
PL_0216053,Przemków,7085,3079,96,0,36,42,1087,911,319,70,0,518,0,0
PL_0216062,Radwanice,3474,1569,42,0,20,15,424,413,311,81,0,263,0,0
PL_0217012,Borów,4180,2119,53,0,13,14,1047,570,255,31,0,136,0,0
PL_0217022,Kondratowice,3764,1532,40,0,21,20,444,668,137,56,0,146,0,0
PL_0217032,Przeworno,4170,1682,51,0,22,27,554,627,205,66,0,130,0,0
PL_0217043,Strzelin,18421,9382,166,0,169,89,2561,4870,449,111,0,967,0,0
PL_0217053,Wiązów,5962,2426,65,0,19,43,1031,817,216,80,0,155,0,0
PL_0218012,Kostomłoty,5569,2328,88,0,22,33,743,682,268,56,0,436,0,0
PL_0218022,Malczyce,4737,2142,53,0,45,42,633,905,165,46,0,253,0,0
PL_0218032,Miąkinia,9545,4472,103,0,32,67,1401,2261,234,53,0,321,0,0
PL_0218043,Środa Śląska,15283,7174,131,0,88,79,1948,3477,452,99,0,900,0,0
PL_0218052,Udanin,4504,1773,43,0,28,23,559,593,225,57,0,245,0,0
PL_0219011,Świdnica,50086,28518,436,0,332,336,7522,14472,1111,263,0,4046,0,0
PL_0219021,Świebodzice,18978,9407,251,0,125,92,2693,4311,322,133,0,1480,0,0
PL_0219032,Dobromierz,4366,1776,52,0,34,19,656,574,197,45,0,199,0,0
PL_0219043,Jaworzyna Śląska,8300,3726,110,0,72,40,1272,1521,240,60,0,411,0,0
PL_0219052,Marcinowice,5060,2340,68,0,28,20,754,768,461,45,0,196,0,0
PL_0219063,Strzegom,22206,10387,229,0,142,107,3024,4540,654,230,0,1461,0,0
PL_0219072,Świdnica,12395,5606,168,0,66,77,1589,2292,588,111,0,715,0,0
PL_0219083,Żarów,10023,4784,113,0,67,44,1363,2306,279,71,0,541,0,0
PL_0220013,Oborniki Śląskie,14417,7933,132,0,75,96,2440,3856,343,96,0,895,0,0
PL_0220022,Prusice,7239,2774,112,0,38,40,973,1022,311,86,0,192,0,0
PL_0220033,Trzebnica,17484,8870,168,0,76,88,2999,4050,517,159,0,813,0,0
PL_0220042,Wisznia Mała,6636,3578,67,0,36,20,1340,1603,168,62,0,282,0,0
PL_0220052,Zawonia,4250,1682,22,0,28,31,510,717,171,55,0,148,0,0
PL_0220063,Żmigród,11830,5153,216,0,54,40,1000,1894,1420,98,0,431,0,0
PL_0221011,Boguszów-Gorce,13800,6381,198,0,88,63,1319,2820,262,89,0,1542,0,0
PL_0221021,Jedlina-Zdrój,4156,1975,48,0,30,15,467,974,110,30,0,301,0,0
PL_0221031,Szczawno-Zdrój,5102,3132,75,0,22,20,654,1619,178,31,0,533,0,0
PL_0221042,Czarny Bór,3754,1811,33,0,42,31,513,658,257,34,0,243,0,0
PL_0221053,Głuszyca,7605,3464,95,0,44,27,749,1908,234,40,0,367,0,0
PL_0221063,Mieroszów,6104,2506,81,0,28,23,526,1311,98,32,0,407,0,0
PL_0221072,Stare Bogaczowice,3329,1553,51,0,21,14,379,633,166,42,0,247,0,0
PL_0221082,Walim,4733,2013,59,0,34,18,496,940,169,26,0,271,0,0
PL_0263011,Wałbrzych,103138,52352,922,0,702,406,11401,24936,2759,530,0,10696,0,0
PL_0222013,Brzeg Dolny,13289,6943,117,0,83,75,1593,4001,201,84,0,789,0,0
PL_0222022,Wińsko,6948,2738,93,0,20,49,1043,773,353,90,0,317,0,0
PL_0222033,Wołów,19740,9984,238,0,126,144,2707,4882,501,182,0,1204,0,0
PL_0223012,Czernica,7202,4345,90,0,25,62,1364,2160,317,35,0,292,0,0
PL_0223022,Długołąka,16064,8844,164,0,44,87,3025,4141,536,230,0,617,0,0
PL_0223032,Jordanów Śląski,2455,1170,42,0,15,20,424,403,127,54,0,85,0,0
PL_0223043,Kąty Wrocławskie,14582,7742,164,0,68,109,2344,3937,517,115,0,488,0,0
PL_0223052,Kobierzyce,11005,5899,139,0,44,83,1578,3188,340,83,0,444,0,0
PL_0223062,Mietków,3091,1508,42,0,26,18,419,568,241,62,0,132,0,0
PL_0223073,Sobótka,10002,4906,121,0,59,69,1442,2096,517,80,0,522,0,0
PL_0223083,Świąta Katarzyna,11189,6804,74,0,40,94,2251,3321,298,71,0,655,0,0
PL_0223092,Żórawina,6473,3102,131,0,29,23,972,1389,282,67,0,209,0,0
PL_0224013,Bardo,4679,2235,71,0,40,18,598,838,225,38,0,407,0,0
PL_0224022,Ciepłowody,2542,941,22,0,13,11,275,330,104,49,0,137,0,0
PL_0224032,Kamieniec Ząbkowicki,6977,3175,117,0,34,46,887,1199,273,114,0,505,0,0
PL_0224042,Stoszowice,4494,2013,57,0,20,24,549,657,339,53,0,314,0,0
PL_0224053,Ząbkowice Śląskie,19062,9586,236,0,101,79,2729,4011,785,172,0,1473,0,0
PL_0224063,Ziąbice,14813,6392,175,0,77,50,1936,2413,672,233,0,836,0,0
PL_0224073,Złoty Stok,3937,1813,53,0,16,29,527,741,161,44,0,242,0,0
PL_0225011,Zawidów,3528,1702,41,0,24,24,566,714,65,11,0,257,0,0
PL_0225021,Zgorzelec,27627,15549,303,0,143,145,3927,7248,397,143,0,3243,0,0
PL_0225033,Bogatynia,20061,10018,283,0,86,64,3003,4337,351,105,0,1789,0,0
PL_0225043,Pieńsk,7457,3130,94,0,39,23,683,1556,232,52,0,451,0,0
PL_0225052,Sulików,4766,2099,62,0,15,16,724,782,195,34,0,271,0,0
PL_0225063,Wągliniec,7187,3165,89,0,46,41,712,1523,215,38,0,501,0,0
PL_0225072,Zgorzelec,6214,2685,90,0,19,24,693,1141,229,83,0,406,0,0
PL_0226011,Wojcieszów,3148,1331,42,0,21,24,312,526,75,24,0,307,0,0
PL_0226021,Złotoryja,13765,7228,120,0,61,110,1868,3443,243,91,0,1292,0,0
PL_0226032,Pielgrzymka,3674,1544,55,0,17,17,498,514,227,27,0,189,0,0
PL_0226043,Świerzawa,6288,2651,74,0,37,37,682,966,245,82,0,528,0,0
PL_0226052,Zagrodno,4523,1955,81,0,23,34,742,489,258,68,0,260,0,0
PL_0226062,Złotoryja,5550,2412,50,0,29,33,793,921,215,58,0,313,0,0
PL_0261011,Jelenia Góra,71606,41272,619,0,324,410,9345,21626,1704,354,0,6890,0,0
PL_0262011,Legnica,82879,46210,713,0,371,673,13033,20306,1784,372,0,8958,0,0
PL_0264011,Wrocław,513959,338226,3751,0,2312,3832,90382,194683,7094,1708,0,34464,0,0
PL_0401011,Aleksandrów Kujawski,10298,5110,81,0,66,43,1171,2048,548,62,0,1091,0,0
PL_0401021,Ciechocinek,10299,6726,84,0,80,58,2066,2817,333,54,0,1234,0,0
PL_0401031,Nieszawa,1658,945,21,0,9,8,272,271,215,21,0,128,0,0
PL_0401042,Aleksandrów Kujawski,8290,3193,104,0,35,26,923,1041,482,98,0,484,0,0
PL_0401052,Bądkowo,3696,1453,58,0,36,20,349,231,341,126,0,292,0,0
PL_0401062,Koneck,2639,952,23,0,23,13,248,230,218,102,0,95,0,0
PL_0401072,Raciążek,2413,1091,38,0,26,13,312,382,127,32,0,161,0,0
PL_0401082,Waganiec,3498,1343,61,0,22,15,418,321,269,58,0,179,0,0
PL_0401092,Zakrzewo,3003,1217,42,0,14,15,243,222,406,75,0,200,0,0
PL_0402011,Brodnica,21587,11361,184,0,112,87,3145,4598,1032,134,0,2069,0,0
PL_0402022,Bobrowo,4912,1863,77,0,23,24,492,359,589,83,0,216,0,0
PL_0402032,Brodnica,5096,1989,61,0,23,21,531,576,423,62,0,292,0,0
PL_0402042,Brzozie,2792,1140,41,0,22,12,399,197,284,40,0,145,0,0
PL_0402053,Górzno,3063,1306,43,0,16,16,434,233,384,65,0,115,0,0
PL_0402062,Grążawy,3568,1504,65,0,19,25,435,329,356,110,0,165,0,0
PL_0402073,Jabłonowo Pomorskie,7096,3034,65,0,41,28,624,609,1365,78,0,224,0,0
PL_0402082,Osiek,3176,1111,36,0,12,8,338,197,352,41,0,127,0,0
PL_0402092,Świedziebnia,3895,1614,38,0,11,5,368,149,921,34,0,88,0,0
PL_0402102,Zbiczno,3623,1592,60,0,13,25,376,420,412,48,0,238,0,0
PL_0403012,Białe Błota,10962,6423,88,0,76,53,1393,3531,256,56,0,970,0,0
PL_0403022,Dąbrowa Chełmińska,5438,2376,77,0,38,32,608,944,265,74,0,338,0,0
PL_0403032,Dobrcz,7214,3457,126,0,33,43,794,1144,556,198,0,563,0,0
PL_0403043,Koronowo,18842,8663,263,0,105,128,2121,3472,838,178,0,1558,0,0
PL_0403052,Nowa Wieś Wielka,6287,3072,70,0,41,43,655,1437,227,55,0,544,0,0
PL_0403062,Osielsko,7129,4565,76,0,43,40,977,2531,244,44,0,610,0,0
PL_0403072,Sicienko,7066,3332,110,0,36,39,723,1310,468,102,0,544,0,0
PL_0403083,Solec Kujawski,12509,6639,147,0,94,54,1596,2828,528,82,0,1310,0,0
PL_0404011,Chełmno,16635,8264,217,0,106,105,1951,3541,465,86,0,1793,0,0
PL_0404022,Chełmno,3923,1500,49,0,12,14,408,397,311,68,0,241,0,0
PL_0404032,Kijewo Królewskie,3375,1416,53,0,24,23,414,372,239,39,0,252,0,0
PL_0404042,Lisewo,4002,1546,47,0,28,14,365,451,294,81,0,266,0,0
PL_0404052,Papowo Biskupie,3392,1284,35,0,15,21,348,300,286,54,0,225,0,0
PL_0404062,Stolno,3866,1446,26,0,25,17,449,385,233,76,0,235,0,0
PL_0404072,Unisław,5282,2415,60,0,47,24,652,881,227,49,0,475,0,0
PL_0405011,Golub-Dobrzyń,10052,4820,126,0,30,48,1314,1977,227,246,0,852,0,0
PL_0405022,Ciechocin,2945,1172,19,0,14,17,370,232,321,66,0,133,0,0
PL_0405032,Golub-Dobrzyń,6364,2407,89,0,22,27,689,605,385,304,0,286,0,0
PL_0405043,Kowalewo Pomorskie,8793,3864,120,0,32,28,1041,967,1165,125,0,386,0,0
PL_0405052,Radomin,3194,1156,28,0,21,16,412,184,215,130,0,150,0,0
PL_0405062,Zbójno,3428,1232,34,0,7,11,320,181,149,90,0,440,0,0
PL_0406012,Grudziądz,8296,3518,85,0,37,33,967,1230,489,157,0,520,0,0
PL_0406022,Gruta,5150,2041,70,0,32,33,549,453,526,115,0,263,0,0
PL_0406033,Łasin,6568,2655,98,0,33,36,612,698,678,128,0,372,0,0
PL_0406043,Radzyń Chełmiński,3701,1317,31,0,20,19,383,318,220,95,0,231,0,0
PL_0406052,Rogóźno,3115,1089,31,0,14,16,338,245,275,54,0,116,0,0
PL_0406062,Świecie nad Osą,3385,1104,48,0,21,10,280,219,236,87,0,203,0,0
PL_0407011,Inowrocław,63185,35037,820,0,459,279,7268,16164,1557,313,0,8177,0,0
PL_0407022,Dąbrowa Biskupia,4067,1342,46,0,26,17,365,298,299,54,0,237,0,0
PL_0407033,Gniewkowo,11524,4834,177,0,111,67,1075,1751,504,115,0,1034,0,0
PL_0407042,Inowrocław,8709,3644,117,0,55,40,981,1161,628,99,0,563,0,0
PL_0407053,Janikowo,10749,5016,171,0,68,61,1148,1853,684,87,0,944,0,0
PL_0407063,Kruszwica,15954,6863,253,0,183,80,1686,1862,1534,166,0,1099,0,0
PL_0407073,Pakość,7932,3595,99,0,49,49,783,1247,613,71,0,684,0,0
PL_0407082,Rojewo,3560,1381,38,0,20,25,481,316,252,58,0,191,0,0
PL_0407092,Złotniki Kujawskie,7003,2909,114,0,56,65,699,914,435,80,0,546,0,0
PL_0408011,Lipno,11942,5584,256,0,44,34,1989,1880,362,67,0,952,0,0
PL_0408022,Bobrowniki,2299,842,31,0,9,5,237,271,165,30,0,94,0,0
PL_0408032,Chrostkowo,2407,730,21,0,6,6,288,101,174,45,0,89,0,0
PL_0408043,Dobrzyń nad Wisłą,6263,2337,76,0,45,21,782,610,430,85,0,288,0,0
PL_0408052,Kikół,5524,2036,90,0,33,23,602,512,464,94,0,218,0,0
PL_0408062,Lipno,8675,2868,95,0,31,30,819,609,803,111,0,370,0,0
PL_0408073,Skąpe,5929,2252,68,0,34,22,657,823,253,68,0,327,0,0
PL_0408082,Tłuchowo,3563,1202,35,0,10,8,424,250,272,92,0,111,0,0
PL_0408092,Wielgie,5055,1708,68,0,29,22,531,360,309,103,0,286,0,0
PL_0409012,Dąbrowa,3634,1547,41,0,27,19,271,369,411,72,0,337,0,0
PL_0409022,Jeziora Wielkie,3945,1442,56,0,35,9,345,361,343,72,0,221,0,0
PL_0409033,Mogilno,19549,9415,284,0,113,99,2134,2864,1795,277,0,1849,0,0
PL_0409043,Strzelno,9656,4400,163,0,88,71,952,1431,757,115,0,823,0,0
PL_0410013,Kcynia,10628,4842,183,0,72,46,963,1449,851,154,0,1124,0,0
PL_0410023,Mrocza,6912,3066,120,0,47,52,694,1043,406,97,0,607,0,0
PL_0410033,Nakło nad Notecią,26792,13784,328,0,164,123,2839,6745,921,194,0,2470,0,0
PL_0410042,Sadki,5499,2415,82,0,29,27,581,783,344,119,0,450,0,0
PL_0410053,Szubin,17611,8623,231,0,91,123,1897,3597,806,129,0,1749,0,0
PL_0411011,Radziejów,5027,2551,85,0,34,16,631,1031,237,45,0,472,0,0
PL_0411022,Bytoń,3035,1112,44,0,34,11,272,161,316,131,0,143,0,0
PL_0411032,Dobre,4441,1750,74,0,27,17,376,386,552,67,0,251,0,0
PL_0411042,Osiąciny,6551,2365,75,0,37,23,632,587,432,134,0,445,0,0
PL_0411053,Piotrków Kujawski,7664,2992,117,0,118,37,857,675,450,125,0,613,0,0
PL_0411062,Radziejów,3496,1275,63,0,31,7,322,261,392,63,0,136,0,0
PL_0411072,Topólka,4056,1547,52,0,29,18,458,343,360,101,0,186,0,0
PL_0412011,Rypin,13250,6413,107,0,54,46,1940,2599,589,46,0,1032,0,0
PL_0412022,Brzuze,4207,1496,42,0,27,11,366,337,334,91,0,288,0,0
PL_0412032,Rogowo,3812,1293,54,0,16,6,461,240,306,44,0,166,0,0
PL_0412042,Rypin,5754,1834,42,0,15,22,585,394,521,73,0,182,0,0
PL_0412052,Skrwilno,4900,1790,53,0,20,12,678,286,500,81,0,160,0,0
PL_0412062,Wąpielsk,3275,985,24,0,15,4,274,188,299,43,0,138,0,0
PL_0413013,Kamień Krajeński,5317,2233,109,0,33,59,473,698,453,105,0,303,0,0
PL_0413023,Sąpólno Krajeńskie,12524,5928,170,0,115,63,1266,2400,687,164,0,1063,0,0
PL_0413032,Sośno,4022,1612,63,0,25,12,336,332,495,89,0,260,0,0
PL_0413043,Wiącbork,10316,4692,129,0,74,59,1319,1501,727,174,0,709,0,0
PL_0414012,Bukowiec,3897,1618,61,0,26,25,380,431,407,99,0,189,0,0
PL_0414022,Dragacz,5511,2277,54,0,40,20,510,867,201,68,0,517,0,0
PL_0414032,Drzycim,3858,1673,40,0,27,33,426,618,283,46,0,200,0,0
PL_0414042,Jeżewo,6000,2578,82,0,42,58,697,933,303,81,0,382,0,0
PL_0414052,Lniano,3143,1453,43,0,20,26,371,459,272,89,0,173,0,0
PL_0414063,Nowe,8572,3446,87,0,57,34,824,1512,274,146,0,512,0,0
PL_0414072,Osie,4077,1966,88,0,32,26,440,661,384,46,0,289,0,0
PL_0414082,Pruszcz,7240,3512,118,0,35,35,727,1024,1010,116,0,447,0,0
PL_0414093,Świecie,26483,13447,336,0,175,185,2760,6143,943,245,0,2660,0,0
PL_0414102,Świekatowo,2662,1206,63,0,19,11,278,289,342,60,0,144,0,0
PL_0414112,Warlubie,5060,1906,95,0,20,30,478,595,400,66,0,222,0,0
PL_0415011,Chełmża,11863,5458,137,0,45,27,1072,1563,2043,26,0,545,0,0
PL_0415022,Chełmża,7363,2700,90,0,35,34,656,562,910,81,0,332,0,0
PL_0415032,Czernikowo,6493,2316,102,0,24,14,601,755,399,80,0,341,0,0
PL_0415042,Lubicz,12781,6424,100,0,77,60,2030,2715,427,92,0,923,0,0
PL_0415052,Łubianka,4332,1984,57,0,25,18,554,597,400,61,0,272,0,0
PL_0415062,Łysomice,6459,2874,64,0,31,35,825,1109,290,63,0,457,0,0
PL_0415072,Obrowo,7807,3659,112,0,34,19,1043,1108,767,146,0,430,0,0
PL_0415082,Wielka Nieszawka,3166,1595,41,0,22,18,384,714,93,21,0,302,0,0
PL_0415092,Zławieś Wielka,8674,4035,127,0,51,38,975,1642,498,70,0,634,0,0
PL_0416012,Cekcyn,5047,2340,89,0,36,33,533,808,314,70,0,457,0,0
PL_0416022,Gostycyn,4069,1893,51,0,35,28,533,605,319,47,0,275,0,0
PL_0416032,Kąsowo,3412,1413,96,0,27,16,372,419,240,59,0,184,0,0
PL_0416042,Lubiewo,4347,2327,132,0,22,27,492,402,215,75,0,962,0,0
PL_0416052,Śliwice,4127,1923,78,0,27,16,562,668,368,41,0,163,0,0
PL_0416063,Tuchola,15612,8069,232,0,107,63,1908,3374,939,135,0,1311,0,0
PL_0417011,Wąbrzeźno,11249,5297,135,0,58,43,1017,2634,297,98,0,1015,0,0
PL_0417022,Dąbowa Łąka,2461,972,26,0,29,8,231,238,250,61,0,129,0,0
PL_0417032,Książki,3379,1332,34,0,17,18,307,350,315,115,0,176,0,0
PL_0417042,Płużnica,3876,1469,39,0,24,14,307,457,333,71,0,224,0,0
PL_0417052,Wąbrzeźno,6628,2371,43,0,31,68,561,647,512,144,0,365,0,0
PL_0418011,Kowal,2811,1431,36,0,23,6,355,419,113,41,0,438,0,0
PL_0418022,Baruchowo,2836,1054,47,0,16,5,276,226,276,64,0,144,0,0
PL_0418032,Boniewo,2828,936,30,0,7,15,244,172,238,66,0,164,0,0
PL_0418043,Brześć Kujawski,8880,3660,87,0,59,60,819,1248,478,118,0,791,0,0
PL_0418052,Choceń,6432,2176,86,0,37,34,570,561,366,94,0,428,0,0
PL_0418063,Chodecz,5152,1881,61,0,29,19,644,488,263,86,0,291,0,0
PL_0418072,Fabianki,6799,2724,94,0,23,15,565,1144,308,55,0,520,0,0
PL_0418083,Izbica Kujawska,6238,2242,90,0,27,17,761,418,570,81,0,278,0,0
PL_0418092,Kowal,3192,1167,46,0,8,13,376,194,195,141,0,194,0,0
PL_0418102,Lubanie,3669,1363,43,0,11,3,499,357,169,79,0,202,0,0
PL_0418113,Lubień Kujawski,6136,2095,57,0,28,15,701,503,360,145,0,286,0,0
PL_0418123,Lubraniec,8117,3299,131,0,33,24,956,1066,532,112,0,445,0,0
PL_0418132,Włocławek,5193,2100,72,0,26,14,528,613,437,77,0,333,0,0
PL_0419013,Barcin,11712,5471,133,0,90,56,997,2235,443,229,0,1288,0,0
PL_0419022,Gąsawa,4109,1920,69,0,25,45,480,434,380,53,0,434,0,0
PL_0419033,Janowiec Wielkopolski,7497,3418,160,0,39,48,767,729,497,84,0,1094,0,0
PL_0419043,Łabiszyn,7261,3253,94,0,65,37,863,1185,382,117,0,510,0,0
