gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,GRÜNE,NEOS,KPÖ,EUROPA
AT_30530,Sankt Peter in der Au,4108,2493,75,0,1267,327,430,230,143,10,11
AT_30531,Sankt Valentin,7465,4397,91,0,1173,1551,729,438,344,32,39
AT_30532,Seitenstetten,2670,1732,36,0,783,239,328,194,121,13,18
AT_30533,Sonntagberg,3092,1844,56,0,599,611,275,148,135,5,15
AT_30534,Strengberg,1635,990,33,0,476,203,141,67,58,0,12
AT_30536,Viehdorf,1107,714,21,0,404,78,131,32,41,1,6
AT_30538,Wallsee-Sindelburg,1714,945,25,0,457,158,149,74,71,6,5
AT_30539,Weistrach,1839,1148,18,0,649,132,192,95,56,2,4
AT_30541,Winklarn,1377,829,12,0,352,137,161,84,68,7,8
AT_30542,Wolfsbach,1583,967,22,0,589,110,136,54,50,2,4
AT_30543,Ybbsitz,2814,1835,45,0,1007,222,272,154,122,8,5
AT_30544,Zeillern,1483,938,28,0,497,101,193,54,50,9,6
AT_30599,Wahlkarten - Amstetten,0,7000,98,0,2576,1761,824,1053,575,44,69
AT_30601,Alland,1990,1062,18,0,423,171,217,119,99,6,9
AT_30602,Altenmarkt an der Triesting,1542,981,24,0,476,151,196,63,52,8,11
AT_30603,Bad Vöslau,8799,5164,84,0,1586,1316,821,725,525,35,72
AT_30604,Baden,19026,11073,137,0,3932,2024,1571,1893,1312,61,143
AT_30605,Berndorf,6446,3543,80,0,932,1113,735,347,263,27,46
AT_30607,Ebreichsdorf,8159,4350,74,0,1243,1135,1098,383,351,25,41
AT_30608,Enzesfeld-Lindabrunn,3317,1993,54,0,580,547,423,175,170,14,30
AT_30609,Furth an der Triesting,680,446,4,0,264,39,74,28,26,9,2
AT_30612,Günselsdorf,1308,718,20,0,198,250,156,38,47,5,4
AT_30613,Heiligenkreuz,1138,693,9,0,298,99,124,76,80,6,1
AT_30614,Hernstein,1278,925,20,0,425,183,153,53,80,3,8
AT_30615,Hirtenberg,1643,875,16,0,187,315,212,70,62,6,7
AT_30616,Klausen-Leopoldsdorf,1362,719,10,0,266,133,162,73,67,2,6
AT_30618,Kottingbrunn,5641,3157,43,0,946,856,643,318,297,27,27
AT_30620,Leobersdorf,3559,1910,45,0,579,487,422,170,166,17,24
AT_30621,Mitterndorf an der Fischa,1964,970,20,0,213,316,303,50,50,7,11
AT_30623,Oberwaltersdorf,3426,1926,21,0,674,421,365,193,221,17,14
AT_30625,Pfaffstätten,2662,1712,34,0,634,324,226,282,187,9,16
AT_30626,Pottendorf,5266,2840,42,0,837,789,689,242,214,11,16
AT_30627,Pottenstein,2170,1252,21,0,403,368,233,133,74,6,14
AT_30629,Reisenberg,1302,850,23,0,300,231,198,46,43,3,6
AT_30631,Schönau an der Triesting,1603,935,34,0,291,253,183,85,74,6,9
AT_30633,Seibersdorf,1205,730,10,0,342,144,154,40,36,2,2
AT_30635,Sooß,785,504,19,0,214,77,78,64,46,2,4
AT_30636,Tattendorf,1083,710,17,0,278,148,117,76,60,3,11
AT_30637,Teesdorf,1402,906,19,0,260,325,145,89,55,5,8
AT_30639,Traiskirchen,13459,8061,175,0,1997,2527,1690,822,711,54,85
AT_30641,Trumau,2664,1633,35,0,392,564,345,133,128,12,24
AT_30645,Weissenbach an der Triesting,1305,753,19,0,288,175,160,55,46,6,4
AT_30646,Blumau-Neurißhof,1401,717,17,0,195,171,216,55,47,5,11
AT_30699,Wahlkarten - Baden,0,7678,78,0,2347,1962,1019,1237,884,44,107
AT_30701,Au am Leithaberge,771,457,7,0,245,45,123,12,23,0,2
AT_30702,Bad Deutsch-Altenburg,1189,661,11,0,230,142,193,41,33,6,5
AT_30703,Berg,500,349,4,0,144,108,54,17,17,0,5
AT_30704,Bruck an der Leitha,5814,3324,57,0,947,1012,687,381,200,19,21
AT_30706,Enzersdorf an der Fischa,2543,1484,25,0,533,359,318,128,99,4,18
AT_30708,Göttlesbrunn-Arbesthal,1127,746,18,0,405,86,126,42,66,1,2
AT_30709,Götzendorf an der Leitha,1539,980,18,0,352,288,155,69,83,6,9
AT_30710,Hainburg a.d.Donau,3765,1931,35,0,759,449,439,127,93,12,17
AT_30711,Haslau-Maria Ellend,1506,842,7,0,305,215,158,81,56,10,10
AT_30712,Höflein,993,660,14,0,315,94,144,46,42,2,3
AT_30713,Hof am Leithaberge,1199,782,22,0,321,161,183,57,33,2,3
AT_30715,Hundsheim,476,341,7,0,114,125,63,23,7,2,0
AT_30716,Mannersdorf am Leithagebirge,2957,1772,40,0,456,691,307,147,106,7,18
AT_30718,Petronell-Carnuntum,952,583,15,0,198,184,108,47,27,2,2
AT_30719,Prellenkirchen,1191,769,16,0,388,141,140,42,34,1,7
AT_30721,Rohrau,1219,719,16,0,305,151,145,51,38,5,8
AT_30722,Scharndorf,945,669,13,0,338,134,88,51,40,2,3
AT_30724,Sommerein,1634,957,10,0,293,294,229,69,50,6,6
AT_30726,Trautmannsdorf an der Leitha,2341,1484,34,0,620,321,270,111,107,9,12
AT_30728,Wolfsthal,636,355,10,0,168,65,69,20,20,1,2
AT_30729,Ebergassing,2691,1422,25,0,360,477,335,119,89,9,8
AT_30730,Fischamend,4091,2069,46,0,541,571,485,224,154,32,16
AT_30731,Gramatneusiedl,2339,1208,14,0,363,338,248,123,87,14,21
AT_30732,Himberg,5571,3075,67,0,950,896,626,274,218,23,21
AT_30733,Klein-Neusiedl,636,330,4,0,81,153,64,10,11,2,5
AT_30734,Lanzendorf,1386,761,16,0,202,275,136,50,70,4,8
AT_30735,Leopoldsdorf,3988,2355,31,0,733,594,462,247,244,15,29
AT_30736,Maria-Lanzendorf,1617,870,18,0,258,210,214,89,69,5,7
AT_30737,Moosbrunn,1351,767,16,0,296,192,144,48,57,7,7
AT_30738,Rauchenwarth,565,382,5,0,196,63,55,29,28,2,4
AT_30739,Schwadorf,1553,862,18,0,242,295,178,56,60,4,9
AT_30740,Schwechat,12742,6577,126,0,1555,1992,1517,811,449,56,71
AT_30741,Zwölfaxing,1321,708,14,0,194,177,200,70,42,2,9
AT_30799,Wahlkarten - Bruck an der Leitha,0,5268,53,0,1590,1596,855,650,429,40,55
AT_30801,Aderklaa,149,104,3,0,70,7,12,7,5,0,0
AT_30802,Andlersdorf,102,54,1,0,36,7,6,4,0,0,0
AT_30803,Angern an der March,2538,1557,26,0,503,547,322,72,69,5,13
AT_30804,Auersthal,1479,917,28,0,380,239,125,79,55,4,7
AT_30805,Bad Pirawarth,1326,782,20,0,378,180,112,46,39,5,2
AT_30808,Deutsch-Wagram,6644,3698,58,0,1142,909,819,430,270,24,46
AT_30810,Drösing,917,519,6,0,212,160,99,27,13,0,2
AT_30811,Dürnkrut,1800,1026,21,0,332,304,265,40,45,7,12
AT_30812,Ebenthal,682,436,12,0,179,89,105,34,14,1,2
AT_30813,Eckartsau,949,591,8,0,306,97,122,25,28,3,2
AT_30814,Engelhartstetten,1584,949,18,0,397,185,229,55,55,6,4
AT_30817,Gänserndorf,8248,4394,82,0,1340,1192,962,462,283,24,49
AT_30819,Glinzendorf,217,149,3,0,60,32,35,12,6,0,1
AT_30821,Groß-Enzersdorf,8442,4681,65,0,1554,1194,960,469,377,20,42
AT_30822,Großhofen,63,53,2,0,33,2,9,2,5,0,0
AT_30824,Groß-Schweinbarth,1013,630,25,0,303,149,73,40,35,1,4
AT_30825,Haringsee,915,549,7,0,235,122,101,35,35,8,6
AT_30826,Hauskirchen,1022,584,10,0,299,113,114,20,22,4,2
AT_30827,Hohenau an der March,2137,1135,12,0,308,464,244,52,36,12,7
AT_30828,Hohenruppersdorf,748,479,18,0,266,67,66,32,23,1,6
AT_30829,Jedenspeigen,922,598,11,0,274,183,87,22,19,0,2
AT_30830,Lassee,2106,1310,28,0,468,277,373,79,73,5,7
AT_30831,Leopoldsdorf im Marchfelde,2101,1186,25,0,336,375,289,67,79,8,7
AT_30834,Mannsdorf an der Donau,279,191,6,0,95,34,30,13,12,0,1
AT_30835,Marchegg,2108,1007,16,0,301,307,252,73,43,7,8
AT_30836,Markgrafneusiedl,712,440,16,0,142,115,106,23,34,2,2
AT_30838,Matzen-Raggendorf,2109,1358,29,0,545,316,251,113,83,8,13
AT_30841,Neusiedl an der Zaya,1009,592,12,0,294,89,140,23,32,0,2
AT_30842,Obersiebenbrunn,1339,627,6,0,180,180,172,44,37,3,5
AT_30844,Orth an der Donau,1618,815,11,0,327,144,199,64,65,2,3
AT_30845,Palterndorf-Dobermannsdorf,1055,624,16,0,296,99,170,15,23,3,2
AT_30846,Parbasdorf,130,103,1,0,67,9,13,8,5,0,0
AT_30848,Prottes,1099,602,13,0,251,146,108,33,48,1,2
AT_30849,Raasdorf,425,291,5,0,151,68,30,16,13,2,6
AT_30850,Ringelsdorf-Niederabsdorf,1034,617,10,0,226,236,104,17,18,1,5
AT_30852,Schönkirchen-Reyersdorf,1506,929,15,0,356,216,195,59,79,7,2
AT_30854,Spannberg,791,521,14,0,255,53,144,21,26,3,5
AT_30856,Strasshof an der Nordbahn,7474,3909,71,0,1003,1144,1003,336,273,26,53
AT_30857,Sulz im Weinviertel,994,614,12,0,339,91,122,23,24,0,3
AT_30858,Untersiebenbrunn,1335,809,17,0,211,235,260,35,45,2,4
AT_30859,Velm-Götzendorf,630,461,14,0,205,84,103,24,20,4,7
AT_30860,Weikendorf,1544,941,19,0,357,223,204,78,45,6,9
AT_30863,Zistersdorf,4403,2595,80,0,1282,443,519,122,126,7,16
AT_30865,Weiden an der March,749,463,5,0,272,73,76,23,14,0,0
AT_30899,Wahlkarten - Gänserndorf,0,5317,67,0,1817,1472,846,637,385,37,56
AT_30902,Amaliendorf-Aalfang,921,483,26,0,104,184,109,37,16,4,3
AT_30903,Brand-Nagelberg,1320,741,19,0,205,321,121,36,31,6,2
AT_30904,Eggern,578,334,4,0,159,61,79,19,10,2,0
AT_30906,Eisgarn,560,300,6,0,173,55,51,7,7,1,0
AT_30908,Gmünd,4177,2177,40,0,789,677,381,153,120,4,13
AT_30909,Großdietmanns,1849,1074,47,0,504,216,183,48,65,3,8
AT_30910,Bad Großpertholz,1118,628,17,0,306,130,94,35,33,8,5
AT_30912,Großschönau,993,667,28,0,376,61,113,57,27,2,3
AT_30913,Moorbad Harbach,602,364,4,0,149,62,68,34,37,6,4
AT_30915,Haugschlag,383,231,1,0,117,36,52,15,8,1,1
AT_30916,Heidenreichstein,3355,1722,36,0,724,493,271,100,82,6,10
AT_30917,Hirschbach,495,309,3,0,138,90,37,18,22,0,1
AT_30920,Hoheneich,1207,671,14,0,292,182,101,47,33,2,0
AT_30921,Kirchberg am Walde,1093,638,19,0,350,95,111,35,27,0,1
AT_30925,Litschau,1942,994,17,0,508,215,178,41,30,2,3
AT_30929,Reingers,529,328,4,0,193,41,58,15,10,2,5
AT_30932,Sankt Martin,920,481,21,0,238,98,78,27,15,0,4
AT_30935,Schrems,4472,2333,81,0,840,775,380,119,131,2,5
AT_30939,Unserfrau-Altweitra,835,527,12,0,302,58,91,28,29,1,6
AT_30940,Waldenstein,1002,610,14,0,366,79,103,20,25,1,2
AT_30942,Weitra,2257,1221,35,0,660,177,182,82,66,6,13
AT_30999,Wahlkarten - Gmünd,0,3200,43,0,1138,967,434,343,217,23,35
AT_31001,Alberndorf im Pulkautal,622,337,12,0,152,62,64,22,20,1,4
AT_31008,Göllersdorf,2353,1487,32,0,710,264,246,130,83,7,15
AT_31009,Grabern,1249,775,23,0,426,103,118,61,37,3,4
AT_31014,Guntersdorf,931,617,27,0,285,104,130,41,25,2,3
AT_31015,Hadres,1440,894,25,0,436,169,162,42,47,6,7
AT_31016,Hardegg,1104,751,18,0,443,114,120,27,26,2,1
AT_31018,Haugsdorf,1304,753,32,0,310,173,158,34,36,5,5
AT_31019,Heldenberg,1054,608,12,0,334,76,106,45,27,4,4
AT_31021,Hohenwarth-Mühlbach a.M.,1084,685,11,0,375,123,114,30,27,1,4
AT_31022,Hollabrunn,9184,5436,106,0,2443,859,976,578,404,26,44
AT_31025,Mailberg,480,291,9,0,124,87,41,17,10,0,3
AT_31026,Maissau,1628,965,10,0,514,148,160,61,62,3,7
AT_31028,Nappersdorf-Kammersdorf,1014,590,10,0,288,83,130,34,41,0,4
AT_31033,Pernersdorf,850,515,16,0,220,142,85,24,28,0,0
AT_31035,Pulkau,1274,739,23,0,411,133,98,35,27,6,6
AT_31036,Ravelsbach,1331,782,17,0,397,131,140,42,44,6,5
AT_31037,Retz,3523,1974,41,0,960,332,283,187,146,7,18
AT_31038,Retzbach,836,534,10,0,268,63,116,46,23,3,5
AT_31041,Schrattenthal,737,499,9,0,298,101,36,28,24,0,3
AT_31042,Seefeld-Kadolz,814,430,9,0,186,126,83,13,9,1,3
AT_31043,Sitzendorf an der Schmida,1800,1079,21,0,620,173,134,61,52,7,11
AT_31051,Wullersdorf,1978,1220,22,0,615,191,247,69,55,11,10
AT_31052,Zellerndorf,2062,1322,31,0,629,300,216,71,58,5,12
AT_31053,Ziersdorf,2791,1666,43,0,778,325,272,124,104,7,13
AT_31099,Wahlkarten - Hollabrunn,0,3245,58,0,1389,679,420,410,239,14,36
AT_31101,Altenburg,673,431,12,0,218,55,89,24,31,2,0
AT_31102,Brunn an der Wild,699,452,9,0,317,36,60,13,13,4,0
AT_31103,Burgschleinitz-Kühnring,1155,733,11,0,436,96,114,37,29,6,4
AT_31104,Drosendorf-Zissersdorf,1004,631,8,0,352,61,137,34,35,4,0
AT_31105,Eggenburg,2856,1600,32,0,727,348,226,146,109,3,9
AT_31106,Gars am Kamp,2951,1802,25,0,817,315,348,154,125,7,11
AT_31107,Geras,1098,706,12,0,432,73,113,32,36,3,5
AT_31109,Horn,5180,2747,63,0,1336,412,478,240,184,11,23
AT_31110,Irnfritz-Messern,1175,805,13,0,491,84,164,22,24,0,7
AT_31111,Japons,593,400,5,0,280,22,58,13,18,1,3
AT_31113,Langau,577,400,6,0,243,61,53,20,15,1,1
AT_31114,Meiseldorf,754,492,11,0,277,74,84,20,19,3,4
AT_31117,Pernegg,601,410,20,0,224,46,72,23,25,0,0
AT_31119,Röhrenbach,454,317,7,0,231,13,48,11,5,0,2
AT_31120,Röschitz,893,588,11,0,347,93,88,15,28,4,2
AT_31121,Rosenburg-Mold,671,403,11,0,217,53,81,13,19,2,7
AT_31123,Sankt Bernhard-Frauenhofen,1058,721,11,0,458,56,105,45,35,5,6
AT_31124,Sigmundsherberg,1375,863,20,0,381,234,137,44,36,1,10
AT_31129,Weitersfeld,1323,936,11,0,651,91,100,36,42,1,4
AT_31130,Straning-Grafenberg,616,391,13,0,215,73,57,25,7,0,1
AT_31199,Wahlkarten - Horn,0,2537,30,0,1160,475,296,335,182,21,38
AT_31201,Bisamberg,3678,2275,29,0,939,389,209,352,321,10,26
AT_31202,Enzersfeld im Weinviertel,1408,890,21,0,383,193,128,81,78,2,4
AT_31203,Ernstbrunn,2584,1503,33,0,784,210,261,124,72,5,14
AT_31204,Großmugl,1320,794,14,0,396,81,150,70,68,6,9
AT_31205,Großrußbach,1763,1131,18,0,575,147,166,134,75,5,11
AT_31206,Hagenbrunn,1678,1071,11,0,462,187,191,102,109,3,6
AT_31207,Harmannsdorf,3248,2043,46,0,886,312,357,234,184,11,13
AT_31208,Hausleiten,2964,1789,42,0,823,297,318,147,140,8,14
AT_31213,Korneuburg,9664,5520,84,0,1859,1271,882,730,578,52,64
AT_31214,Langenzersdorf,6395,3897,46,0,1464,684,544,634,443,29,53
AT_31215,Leitzersdorf,988,599,14,0,283,80,112,57,42,3,8
AT_31216,Leobendorf,3868,2355,37,0,969,513,306,276,228,8,18
AT_31224,Rußbach,1140,653,13,0,338,101,100,43,51,3,4
AT_31226,Sierndorf,3161,1875,34,0,868,283,326,190,155,6,13
AT_31227,Spillern,1827,1056,21,0,318,302,178,116,90,14,17
AT_31228,Stetteldorf am Wagram,828,556,11,0,301,81,87,39,32,3,2
AT_31229,Stetten,1066,629,7,0,217,166,115,67,55,0,2
AT_31230,Stockerau,12653,6715,100,0,2306,1554,1116,1002,515,54,68
AT_31234,Niederhollabrunn,1254,794,13,0,348,132,153,90,53,0,5
AT_31235,Gerasdorf bei Wien,8539,5109,60,0,1916,1150,1037,468,392,40,46
AT_31299,Wahlkarten - Korneuburg,0,6466,66,0,2352,1449,797,1011,669,43,79
AT_31301,Aggsbach,540,326,5,0,116,101,61,23,12,5,3
AT_31302,Albrechtsberg an der Großen Krems,859,538,12,0,296,91,87,27,19,4,2
AT_31303,Bergern im Dunkelsteinerwald,1051,646,15,0,320,103,107,50,46,1,4
AT_31304,Dürnstein,697,497,15,0,278,81,44,40,35,3,1
AT_31308,Grafenegg,2464,1554,36,0,721,252,250,149,115,10,21
AT_31309,Furth bei Göttweig,2333,1452,21,0,626,320,210,153,96,11,15
AT_31310,Gedersdorf,1770,1141,21,0,448,258,251,77,74,5,7
AT_31311,Gföhl,3159,1866,51,0,914,286,387,118,83,11,16
AT_31315,Hadersdorf-Kammern,1616,991,35,0,416,197,157,102,70,7,7
AT_31319,Jaidhof,954,626,15,0,344,86,88,60,22,4,7
AT_31321,Krumau am Kamp,633,416,11,0,219,61,93,15,16,0,1
AT_31322,Langenlois,6113,3649,63,0,1583,569,699,400,286,14,35
AT_31323,Lengenfeld,1139,743,11,0,318,140,133,69,62,4,6
AT_31324,Lichtenau im Waldviertel,1709,1068,27,0,635,103,211,43,43,5,1
AT_31326,Maria Laach am Jauerling,763,523,11,0,291,70,78,33,37,1,2
AT_31327,Mautern an der Donau,2862,1719,27,0,788,284,266,183,152,7,12
AT_31330,Mühldorf,1116,711,24,0,357,146,101,41,38,2,2
AT_31333,Paudorf,2098,1312,21,0,433,383,247,119,86,7,16
AT_31336,Rastenfeld,1260,807,22,0,448,82,166,42,37,6,4
AT_31337,Rohrendorf bei Krems,1616,1066,24,0,445,205,160,105,112,4,11
AT_31338,Rossatz-Arnsdorf,911,599,14,0,312,102,61,53,48,3,6
AT_31340,Sankt Leonhard am Hornerwald,921,613,11,0,371,53,116,35,19,4,4
AT_31343,Senftenberg,1605,959,26,0,405,200,146,87,82,2,11
AT_31344,Spitz,1333,860,28,0,484,112,109,43,74,4,6
AT_31346,Straß im Straßertale,1354,865,14,0,421,103,149,97,66,6,9
AT_31347,Stratzing,691,452,1,0,254,61,55,37,39,2,3
AT_31350,Weinzierl am Walde,1054,672,17,0,408,75,121,15,30,4,2
AT_31351,Weißenkirchen in der Wachau,1214,857,14,0,458,138,106,65,70,4,2
AT_31355,Schönberg am Kamp,1532,1016,18,0,450,130,189,122,88,9,10
AT_31356,Droß,817,567,20,0,230,86,104,69,48,4,6
AT_31399,Wahlkarten - Krems Land,0,3795,55,0,1444,801,457,600,360,25,53
AT_31401,Annaberg,422,228,2,0,128,43,25,15,14,1,0
AT_31402,Eschenau,1022,645,14,0,326,108,90,57,40,6,4
AT_31403,Hainfeld,2939,1777,43,0,675,510,305,129,94,8,13
AT_31404,Hohenberg,1204,727,25,0,193,295,106,67,31,5,5
AT_31405,Kaumberg,833,538,12,0,238,53,149,45,36,1,4
AT_31406,Kleinzell,675,449,14,0,262,49,88,19,12,1,4
AT_31407,Lilienfeld,2018,1181,38,0,450,303,167,127,76,9,11
AT_31408,Mitterbach am Erlaufsee,401,231,8,0,141,31,29,10,11,1,0
AT_31409,Ramsau,650,386,10,0,194,73,56,27,22,0,4
AT_31410,Rohrbach an der Gölsen,1261,826,26,0,356,167,138,73,55,4,7
AT_31411,Sankt Aegyd am Neuwalde,1553,922,35,0,334,331,123,45,35,12,7
AT_31412,Sankt Veit an der Gölsen,3077,2022,56,0,754,589,333,152,109,12,17
AT_31413,Traisen,2478,1442,29,0,352,608,286,100,46,13,8
AT_31414,Türnitz,1597,982,23,0,484,184,169,70,43,5,4
AT_31499,Wahlkarten - Lilienfeld,0,1817,20,0,695,589,199,187,104,11,12
AT_31502,Artstetten-Pöbring,961,605,11,0,352,101,74,30,27,5,5
AT_31503,Bergland,1525,984,17,0,508,162,181,65,41,5,5
AT_31504,Bischofstetten,981,687,9,0,328,157,110,49,31,0,3
AT_31505,Blindenmarkt,1979,1209,37,0,480,185,347,66,74,13,7
AT_31506,Dorfstetten,478,316,11,0,136,77,75,6,8,1,2
AT_31507,Dunkelsteinerwald,1973,1211,25,0,521,180,314,75,84,10,2
AT_31508,Erlauf,866,489,8,0,203,118,97,34,25,3,1
AT_31509,Golling an der Erlauf,1183,675,25,0,96,304,167,34,32,7,10
AT_31511,Hofamt Priel,1391,908,29,0,364,246,151,60,49,7,2
AT_31513,Hürm,1488,945,16,0,577,81,149,65,55,1,1
AT_31514,Kilb,2078,1353,31,0,807,144,180,111,68,5,7
AT_31515,Kirnberg an der Mank,859,595,13,0,359,40,108,40,27,2,6
AT_31516,Klein-Pöchlarn,838,514,15,0,155,187,82,38,31,5,1
AT_31517,Krummnußbaum,1182,680,17,0,222,202,125,58,48,4,4
AT_31519,Leiben,1111,666,14,0,205,219,130,61,25,4,8
AT_31520,Loosdorf,3029,1715,30,0,502,587,351,108,111,16,10
AT_31521,Mank,2564,1566,29,0,837,196,270,150,67,7,10
AT_31522,Marbach an der Donau,1358,720,25,0,203,251,164,42,28,1,6
AT_31523,Maria Taferl,701,414,9,0,180,98,67,36,19,0,5
AT_31524,Melk,4158,2333,40,0,1011,408,388,286,179,9,12
AT_31525,Münichreith-Laimbach,1358,694,25,0,317,149,131,31,37,3,1
AT_31527,Neumarkt an der Ybbs,1544,832,17,0,281,234,195,52,43,4,6
AT_31528,Nöchling,831,516,11,0,233,127,83,36,23,1,2
AT_31530,Persenbeug-Gottsdorf,1797,970,17,0,281,363,164,81,55,4,5
AT_31531,Petzenkirchen,1063,655,19,0,195,236,138,32,28,1,6
AT_31533,Pöchlarn,3037,1504,44,0,489,398,305,146,88,19,15
AT_31534,Pöggstall,2018,1119,37,0,581,163,219,50,56,5,8
AT_31535,Raxendorf,870,581,11,0,343,82,104,19,18,1,3
AT_31537,Ruprechtshofen,1862,1083,35,0,535,114,245,84,63,4,3
AT_31539,Sankt Leonhard am Forst,2480,1475,38,0,651,198,379,109,90,6,4
AT_31540,Sankt Martin-Karlsbach,1394,891,20,0,393,191,156,62,55,7,7
AT_31541,Sankt Oswald,901,568,16,0,344,83,70,22,26,3,4
AT_31542,Schönbühel-Aggsbach,838,529,14,0,219,90,115,43,42,1,5
AT_31543,Schollach,803,488,17,0,218,101,96,38,14,2,2
AT_31546,Weiten,908,497,11,0,275,66,87,22,26,5,5
AT_31549,Ybbs an der Donau,4164,2191,48,0,697,713,434,176,110,2,11
AT_31550,Zelking-Matzleinsdorf,1001,673,16,0,336,113,90,55,52,1,10
AT_31551,Texingtal,1311,817,22,0,502,90,76,60,57,6,4
AT_31552,Yspertal,1637,944,37,0,375,207,213,58,48,2,4
AT_31553,Emmersdorf an der Donau,1412,821,26,0,336,163,137,94,58,2,5
AT_31599,Wahlkarten - Melk,0,5590,98,0,2064,1432,767,727,418,32,52
AT_31601,Altlichtenwarth,630,365,3,0,188,57,90,8,15,2,2
AT_31603,Asparn an der Zaya,1492,958,13,0,428,196,212,59,36,7,7
AT_31604,Bernhardsthal,1314,753,26,0,339,194,130,32,28,2,2
AT_31605,Bockfließ,1040,683,13,0,293,171,115,42,42,3,4
AT_31606,Drasenhofen,889,539,8,0,327,46,131,9,13,2,3
AT_31608,Falkenstein,402,284,0,0,190,16,19,35,21,2,1
AT_31609,Fallbach,704,466,7,0,321,42,50,19,24,2,1
AT_31611,Gaubitsch,738,524,9,0,334,39,94,16,28,2,2
AT_31612,Gaweinstal,3092,1812,41,0,825,312,382,140,97,6,9
AT_31613,Gnadendorf,968,616,17,0,381,61,87,38,27,1,4
AT_31614,Großebersdorf,1791,1127,20,0,537,155,221,96,78,7,13
AT_31615,Groß-Engersdorf,1126,771,24,0,316,211,131,55,31,3,0
AT_31616,Großharras,945,609,20,0,327,81,117,22,39,1,2
AT_31617,Großkrut,1342,898,26,0,420,181,179,51,32,4,5
AT_31620,Hausbrunn,688,403,13,0,149,127,80,16,15,0,3
AT_31621,Herrnbaumgarten,774,456,2,0,268,43,87,16,36,1,3
AT_31622,Hochleithen,955,588,8,0,272,127,103,33,38,1,6
AT_31627,Kreuttal,1203,760,16,0,333,154,99,101,49,4,4
AT_31628,Kreuzstetten,1256,792,16,0,275,186,150,107,49,3,6
AT_31629,Laa an der Thaya,5092,3078,69,0,1240,643,684,214,188,18,22
AT_31630,Ladendorf,1872,1162,25,0,515,234,208,97,60,11,12
AT_31633,Mistelbach,9311,5280,99,0,2166,1035,905,569,410,40,56
AT_31634,Neudorf im Weinviertel,1163,686,21,0,283,110,185,36,30,13,8
AT_31636,Niederleis,738,461,15,0,189,103,82,37,32,2,1
AT_31642,Pillichsdorf,931,645,9,0,260,136,90,113,34,2,1
AT_31644,Poysdorf,4371,2606,47,0,1450,375,468,137,106,6,17
AT_31645,Rabensburg,886,484,12,0,114,206,121,18,6,2,5
AT_31646,Schrattenberg,672,413,12,0,268,43,57,9,19,3,2
AT_31649,Staatz,1637,998,32,0,516,175,187,40,41,5,2
AT_31650,Stronsdorf,1368,914,25,0,525,77,203,40,36,2,6
AT_31651,Ulrichskirchen-Schleinbach,2107,1377,21,0,530,283,231,189,95,11,17
AT_31652,Unterstinkenbrunn,473,301,5,0,192,29,53,12,9,0,1
AT_31653,Wildendürnbach,1269,814,29,0,511,69,131,38,30,3,3
AT_31654,Wilfersdorf,1740,1096,32,0,495,227,225,60,40,2,15
AT_31655,Wolkersdorf im Weinviertel,5616,3406,50,0,1391,552,382,651,320,17,43
AT_31658,Ottenthal,474,289,6,0,200,23,31,5,17,6,1
AT_31699,Wahlkarten - Mistelbach,0,4676,57,0,1881,977,683,632,372,26,48
AT_31701,Achau,1073,587,12,0,164,159,114,78,52,1,7
AT_31702,Biedermannsdorf,2494,1522,26,0,559,289,245,208,183,4,8
AT_31703,Breitenfurt bei Wien,4703,2948,23,0,1036,631,365,478,361,13,41
AT_31704,Brunn am Gebirge,8703,5248,76,0,1680,1149,699,805,736,38,65
AT_31706,Gaaden,1330,912,11,0,369,131,84,132,169,8,8
AT_31707,Gießhübl,1766,1126,3,0,439,184,113,179,192,1,15
AT_31709,Gumpoldskirchen,2923,1831,18,0,635,325,253,312,260,10,18
AT_31710,Guntramsdorf,6849,4078,68,0,1245,1126,720,459,399,17,44
AT_31711,Hennersdorf,1249,825,12,0,272,224,130,100,69,5,13
AT_31712,Hinterbrühl,2982,1853,16,0,766,289,199,275,284,8,16
AT_31713,Kaltenleutgeben,2563,1586,20,0,485,401,222,234,196,7,21
AT_31714,Laab im Walde,909,589,5,0,239,95,60,108,71,8,3
AT_31715,Laxenburg,2179,1308,21,0,562,251,136,157,163,2,16
AT_31716,Maria Enzersdorf,6606,3911,23,0,1544,527,380,806,579,8,44
AT_31717,Mödling,15122,8608,92,0,2782,1657,978,1751,1188,60,100
AT_31718,Münchendorf,2271,1291,23,0,452,320,249,113,122,4,8
AT_31719,Perchtoldsdorf,11795,7367,69,0,2813,1077,830,1395,1052,50,81
AT_31723,Vösendorf,5371,2889,33,0,780,777,632,317,299,19,32
AT_31725,Wiener Neudorf,7210,4232,62,0,1181,1194,689,539,487,24,56
AT_31726,Wienerwald,2274,1534,22,0,597,258,263,199,169,9,17
AT_31799,Wahlkarten - Mödling,0,9611,76,0,3267,2118,975,1644,1357,62,112
AT_31801,Altendorf,280,167,6,0,107,10,27,9,7,0,1
AT_31802,Aspang-Markt,1527,878,21,0,418,175,141,70,46,5,2
AT_31803,Aspangberg-Sankt Peter,1553,921,22,0,537,109,171,31,41,1,9
AT_31804,Breitenau,1275,789,22,0,247,242,170,46,59,2,1
AT_31805,Breitenstein,265,128,0,0,49,30,24,16,9,0,0
