gisco_id,name,registered,turnout,invalid,blank,FÜGGETLEN KISGAZDAPÁRT,CENTRUM,MUNKÁSPÁRT,MSZP,SZDSZ,MIÉP,FIDESZ MDF,SZABAD DEMOKRATÁK SZÖVETSÉGE,FIDESZ-MDF,MAGYAR IGAZSÁG ÉS ÉLET PÁRJA,MAGYAR SZOCIALISTA PÁRT,REFORM KISGAZDAPÁRT,ÚJ-BAL,MAVEP,MAGYAR  SZOCIALISTA PÁRT,MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA,ÚJ BALOLDAL,RKGP,MRP,SZOCIÁLDEMOKRATA PÁRT,KISGAZDAPÁRT,ÚJ BAL
HU_0956,Budapest_I.,23354,19202,112,0,42,1195,240,5561,2515,1772,7765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0317,Budapest_II.,73159,61867,293,0,163,3481,702,18948,8552,5611,24117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1806,Budapest_III.,106007,84415,704,0,197,5278,1496,36953,8303,5897,25587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0546,Budapest_IV.,81861,62498,591,0,137,3443,1127,31326,4991,3409,17474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1339,Budapest_V.,26317,20924,186,0,56,1073,346,7176,3099,1816,7172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1658,Budapest_VI.,36698,27128,297,0,74,1597,465,10357,3621,2033,8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2974,Budapest_VII.,50790,36491,495,0,129,1802,595,15552,4373,2664,10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2540,Budapest_VIII.,62302,41948,573,0,106,2230,743,17995,4056,3013,13232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2958,Budapest_IX.,49986,36158,435,0,98,1902,625,15792,3546,2389,11371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1070,Budapest_X.,63732,47062,359,0,93,2672,939,24505,3020,2523,12951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1421,Budapest_XI.,113871,93621,718,0,281,5393,1599,36088,8896,7606,33040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2469,Budapest_XII.,51936,43520,241,0,128,2276,580,13053,5626,4206,17410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2429,Budapest_XIII.,89543,68200,543,0,148,3474,1457,32897,7889,4312,17480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1633,Budapest_XIV.,96642,77137,664,0,248,4149,1567,33264,8878,5282,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1131,Budapest_XV.,68862,53180,489,0,121,2935,979,26486,3690,3541,14939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0820,Budapest_XVI.,57378,45980,409,0,141,2778,725,18993,3486,3850,15598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0211,Budapest_XVII.,64200,49505,354,0,159,3329,858,22390,3475,2941,15999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2928,Budapest_XVIII.,77751,59310,326,0,216,3405,979,29080,3952,3443,17909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0401,Budapest_XIX.,52496,40429,342,0,93,2535,777,19895,2929,2198,11660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0602,Budapest_XX.,53167,39256,502,0,120,2207,641,20072,2368,2203,11143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1318,Budapest_XXI.,65367,48707,536,0,86,2725,1592,25494,3655,2218,12401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1021,Budapest_XXII.,41993,33450,242,0,78,1968,422,14108,2617,2439,11576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3413,Budapest_XXIII.,16854,12747,130,0,40,716,182,6338,937,697,3707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1254,Abaliget,498,362,1,0,1,9,9,190,0,5,0,17,130,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0686,Adorjás,135,97,4,0,3,0,1,55,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1332,Almamellék,367,237,3,0,1,5,23,116,0,2,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2037,Almáskeresztúr,81,58,1,0,0,0,0,34,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1738,Alsómocsolád,255,176,1,0,0,1,9,45,0,2,0,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3327,Alsószentmárton,677,445,3,0,1,0,3,212,0,1,0,8,217,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2729,Apátvarasd,116,90,0,0,0,1,0,30,0,1,0,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0688,Aranyosgadány,257,188,5,0,6,7,5,82,0,7,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2581,Ág,143,99,7,0,0,1,3,58,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2858,Áta,172,117,2,0,2,2,1,62,0,3,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0540,Babarc,661,463,6,0,0,14,3,162,0,11,0,30,237,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0966,Babarcszõlõs,117,60,1,0,0,2,16,17,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0829,Bakonya,295,227,1,0,10,7,15,114,0,2,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2227,Bakóca,298,208,4,0,2,2,5,93,0,1,0,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0397,Baksa,607,402,0,0,3,5,15,265,0,7,0,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2046,Baranyahídvég,166,137,1,0,1,0,4,84,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2474,Baranyajenõ,370,207,0,0,2,3,4,122,0,7,0,11,58,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0548,Baranyaszentgyörgy,149,109,0,0,3,3,3,22,0,6,0,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1549,Basal,153,113,1,0,2,0,3,37,0,8,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0760,Bánfa,165,113,4,0,3,0,3,44,0,3,0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2437,Bár,508,358,2,0,4,1,18,115,0,9,0,17,192,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1900,Belvárdgyula,334,246,2,0,4,4,3,120,0,1,0,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3192,Beremend,2234,1505,15,0,6,28,33,745,0,41,0,118,519,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1646,Berkesd,684,419,8,0,19,1,19,159,0,11,0,8,194,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3004,Besence,110,76,1,0,0,0,0,26,0,0,0,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1411,Bezedek,241,169,3,0,0,4,4,41,0,1,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1331,Bicsérd,747,525,7,0,12,20,7,252,0,6,0,10,211,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0489,Bikal,720,518,7,0,1,15,10,300,0,15,0,30,140,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0513,Birján,355,263,10,0,0,10,1,105,0,10,0,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2492,Bisse,201,126,2,0,2,4,4,63,0,4,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2089,Boda,339,241,2,0,6,3,3,97,0,9,0,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3300,Bodolyabér,241,152,3,0,0,0,6,74,0,3,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3215,Bogád,597,417,5,0,7,18,12,183,0,18,0,17,157,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2189,Bogádmindszent,333,249,4,0,0,3,0,107,0,5,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1069,Bogdása,255,161,1,0,0,1,0,75,0,5,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1311,Boldogasszonyfa,402,266,8,0,2,6,17,126,0,4,0,2,101,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0672,Borjád,345,258,2,0,2,4,1,89,0,5,0,21,134,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1436,Bosta,98,77,1,0,0,8,2,49,0,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1336,Botykapeterd,271,175,3,0,1,3,3,76,0,7,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3315,Bóly,2900,2156,16,0,3,79,7,696,0,59,0,193,1103,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2316,Bükkösd,997,607,15,0,3,37,19,230,0,47,0,20,236,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0753,Bürüs,77,55,0,0,1,1,1,17,0,1,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3061,Csarnóta,125,98,0,0,1,1,10,33,0,3,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1990,Csányoszró,579,396,3,0,3,7,8,164,0,4,0,14,193,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2159,Csebény,92,56,1,0,0,1,2,23,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2608,Cserdi,249,132,1,0,2,0,7,42,0,8,0,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0389,Cserkút,319,247,1,0,1,3,4,132,0,17,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1385,Csertõ,339,214,2,0,7,6,2,80,0,4,0,16,97,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2257,Csonkamindszent,136,103,4,0,17,0,1,33,0,4,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1108,Cún,207,145,0,0,1,3,2,75,0,1,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0777,Dencsháza,487,257,7,0,4,3,2,131,0,3,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1195,Dinnyeberki,92,58,0,0,3,1,3,10,0,15,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3237,Diósviszló,549,380,7,0,7,6,9,126,0,7,0,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2861,Drávacsehi,181,131,2,0,4,3,3,66,0,3,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2812,Drávacsepely,190,151,4,0,2,1,5,58,0,4,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1741,Drávafok,420,294,7,0,3,3,8,138,0,12,0,11,112,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3239,Drávaiványi,177,142,2,0,1,2,12,95,0,2,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0915,Drávakeresztúr,140,92,3,0,3,3,4,31,0,1,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2273,Drávapalkonya,231,149,5,0,1,1,11,71,0,3,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1238,Drávapiski,77,58,2,0,1,0,2,28,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2860,Drávaszabolcs,559,401,4,0,4,3,19,195,0,14,0,11,151,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3003,Drávaszerdahely,177,134,1,0,0,2,1,44,0,8,0,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2169,Drávasztára,410,294,8,0,1,2,7,138,0,6,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0918,Dunaszekcsõ,1848,1197,14,0,15,22,26,470,0,49,0,46,555,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2891,Egerág,787,539,9,0,1,30,8,246,0,18,0,19,208,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1649,Egyházasharaszti,261,184,1,0,2,3,1,63,0,5,0,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2740,Egyházaskozár,743,517,4,0,16,10,13,306,0,16,0,20,132,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0609,Ellend,205,160,1,0,9,6,9,58,0,8,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2827,Endrõc,345,226,3,0,0,0,5,102,0,1,0,9,106,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2582,Erdõsmárok,88,68,1,0,0,1,0,21,0,2,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1870,Erdõsmecske,360,204,3,0,0,5,8,60,0,5,0,35,88,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1349,Erzsébet,276,191,1,0,0,2,1,85,0,10,0,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1783,Fazekasboda,189,133,1,0,1,0,0,50,0,2,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0454,Feked,215,170,2,0,0,3,5,52,0,4,0,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1328,Felsõegerszeg,127,87,0,0,1,0,4,34,0,2,0,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0881,Felsõszentmárton,909,665,11,0,7,7,23,395,0,4,0,11,207,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0756,Garé,270,196,1,0,3,2,2,125,0,5,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1275,Gerde,408,262,3,0,2,5,3,92,0,0,0,7,150,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0285,Geresdlak,825,565,6,0,2,9,9,194,0,19,0,29,297,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1334,Gerényes,209,127,2,0,1,1,2,47,0,0,0,11,63,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1833,Gilvánfa,208,140,4,0,2,1,8,38,0,1,0,9,77,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3308,Gordisa,202,145,13,0,2,3,12,53,0,2,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3323,Gödre,814,515,7,0,9,5,6,168,0,11,0,22,287,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3043,Görcsöny,1354,924,13,0,7,29,22,498,0,22,0,49,284,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0963,Görcsönydoboka,374,239,6,0,2,10,3,84,0,2,0,6,126,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1831,Gyód,457,322,2,0,0,13,10,124,0,6,0,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2840,Gyöngyfa,105,63,0,0,1,0,4,26,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2266,Gyöngyösmellék,225,136,0,0,2,2,1,24,0,6,0,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2152,Harkány,2911,2228,12,0,27,62,43,690,0,132,0,76,1186,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2788,Hásságy,251,215,0,0,0,9,4,65,0,8,0,5,124,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3095,Hegyhátmaróc,188,135,1,0,0,0,4,78,0,1,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2102,Hegyszentmárton,366,221,1,0,1,5,7,62,0,2,0,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1719,Helesfa,368,190,5,0,0,1,10,67,0,14,0,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0712,Hetvehely,403,276,5,0,4,3,10,115,0,1,0,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0679,Hidas,1892,1248,12,0,3,35,15,469,0,57,0,52,605,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2793,Himesháza,999,722,7,0,6,20,9,237,0,14,0,37,392,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0328,Hirics,179,110,0,0,0,1,4,32,0,1,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3393,Hobol,816,539,4,0,1,13,12,219,0,6,0,26,258,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2996,Homorúd,620,384,4,0,18,3,8,104,0,12,0,14,221,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2307,Horváthertelend,68,53,1,0,0,8,4,16,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3083,Hosszúhetény,2554,1652,21,0,16,48,35,744,0,57,0,82,649,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3143,Husztót,61,48,2,0,0,0,0,27,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3306,Ibafa,192,126,0,0,4,6,1,59,0,2,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3193,Illocska,202,141,3,0,2,2,4,84,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2994,Ipacsfa,182,137,1,0,1,1,1,58,0,1,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0333,Ivánbattyán,125,109,2,0,0,2,2,71,0,1,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0334,Ivándárda,220,153,3,0,2,0,2,79,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0429,Kacsóta,242,153,3,0,0,0,11,71,0,4,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0696,Katádfa,126,70,2,0,2,2,4,21,0,3,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0641,Kákics,203,126,0,0,4,2,5,59,0,3,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0599,Kárász,324,244,2,0,7,14,4,83,0,7,0,28,99,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1746,Kásád,311,226,3,0,0,3,1,118,0,4,0,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1913,Kátoly,302,222,8,0,3,4,6,101,0,1,0,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0678,Kemse,60,50,0,0,0,1,0,12,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0383,Keszü,633,529,1,0,1,17,6,242,0,16,0,26,220,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1680,Kékesd,178,118,1,0,2,1,4,34,0,5,0,13,58,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1054,Kémes,446,328,2,0,2,5,4,168,0,6,0,12,129,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0857,Kétújfalu,571,394,2,0,0,10,4,166,0,7,0,7,198,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2055,Királyegyháza,818,465,8,0,4,10,11,207,0,9,0,13,203,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1890,Kisasszonyfa,172,126,2,0,1,0,2,75,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0572,Kisbeszterce,86,49,0,0,0,1,4,31,0,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2286,Kisbudmér,96,66,0,0,1,2,0,17,0,4,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1118,Kisdér,111,92,2,0,1,0,17,33,0,2,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3390,Kisdobsza,219,154,4,0,13,0,1,42,0,3,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0683,Kishajmás,174,122,3,0,0,0,4,75,0,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2702,Kisharsány,422,272,3,0,5,10,5,111,0,5,0,6,127,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1697,Kisherend,187,124,4,0,1,5,6,44,0,2,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1284,Kisjakabfalva,141,86,3,0,0,1,2,36,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1991,Kiskassa,235,173,2,0,1,3,4,115,0,1,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2161,Kislippó,257,201,1,0,1,0,4,130,0,3,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3321,Kisnyárád,191,159,1,0,1,0,3,89,0,4,0,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0865,Kisszentmárton,206,160,5,0,3,0,2,65,0,2,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1235,Kistamási,102,80,2,0,1,1,4,11,0,0,0,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0315,Kistapolca,163,106,0,0,0,2,2,54,0,1,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1074,Kistótfalu,287,201,0,0,0,2,3,125,0,1,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0954,Kisvaszar,249,166,0,0,0,1,8,53,0,2,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2640,Komló,23765,16742,158,0,47,606,734,9261,15,344,0,671,4447,0,457,0,0,0,0,0,2,0,0,0,0,0
HU_2422,Kovácshida,224,147,0,0,1,0,6,43,0,2,0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1451,Kovácsszénája,60,51,1,0,0,0,2,30,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0633,Kozármisleny,3211,2453,9,0,18,112,39,1200,0,80,0,103,892,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0811,Kórós,175,115,3,0,9,0,7,27,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2524,Köblény,242,183,1,0,0,2,23,103,0,1,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0354,Kökény,447,352,6,0,0,10,19,177,0,5,0,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1789,Kölked,870,528,10,0,3,1,16,176,0,13,0,32,277,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1553,Kővágószőlős,1312,889,16,0,4,12,27,423,0,36,0,33,338,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0647,Lapáncsa,181,117,0,0,0,3,0,42,0,1,0,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3333,Lánycsók,2176,1475,13,0,4,46,18,555,0,37,0,42,760,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1760,Liget,333,218,4,0,1,8,6,137,0,1,0,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2297,Lippó,495,340,6,0,0,9,6,169,0,5,0,10,135,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1003,Liptód,211,130,4,0,0,6,2,43,0,5,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3138,Lothárd,214,151,1,0,1,3,9,84,0,5,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2462,Lovászhetény,248,131,1,0,0,7,13,60,0,3,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1886,Lúzsok,149,105,0,0,1,0,1,29,0,0,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2517,Magyarbóly,851,608,5,0,8,19,9,195,0,11,0,9,352,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2975,Magyaregregy,729,520,6,0,3,8,19,211,0,13,0,23,237,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0543,Magyarhertelend,552,435,1,0,2,3,6,224,0,11,0,16,172,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2354,Magyarlukafa,83,53,1,0,0,1,4,21,0,1,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0541,Magyarmecske,253,169,1,0,0,3,2,75,0,2,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2706,Magyarsarlós,268,207,3,0,3,8,2,79,0,2,0,11,99,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2260,Magyarszék,901,669,8,0,4,19,20,345,0,17,0,22,234,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0438,Magyartelek,180,148,0,0,1,2,2,113,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2786,Majs,916,608,7,0,3,12,12,234,0,7,0,19,314,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2992,Maráza,177,125,7,0,0,3,3,51,0,1,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1644,Markóc,62,44,3,0,2,0,5,10,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1521,Marócsa,105,85,2,0,1,0,14,47,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0222,Martonfa,160,133,0,0,1,3,0,75,0,2,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1505,Matty,301,212,5,0,2,1,5,59,0,4,0,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0681,Mágocs,2100,1330,15,0,3,38,34,570,0,41,0,50,579,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3392,Mánfa,681,536,5,0,3,17,47,255,0,17,0,26,166,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0945,Márfa,163,123,1,0,1,3,4,59,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1448,Máriakéménd,436,311,3,0,0,11,4,166,0,4,0,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2065,Márok,461,333,2,0,5,5,3,93,0,7,0,5,213,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3375,Máza,1126,846,15,0,4,11,10,463,0,8,0,47,288,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1344,Mecseknádasd,1482,1034,23,0,1,24,14,323,0,12,0,186,451,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1140,Mecsekpölöske,372,288,2,0,0,8,6,165,0,2,0,11,94,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3049,Mekényes,270,206,4,0,1,3,1,120,0,3,0,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0773,Merenye,261,163,1,0,2,1,12,49,0,2,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0347,Mezõd,138,103,2,0,0,4,3,45,0,2,0,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1628,Mindszentgodisa,802,576,4,0,1,11,14,299,0,9,0,24,214,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2395,Mohács,15771,11012,92,0,97,313,201,4402,0,308,0,567,5032,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2952,Molvány,177,117,0,0,6,3,10,37,0,3,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1602,Monyoród,159,116,3,0,0,0,6,58,0,1,0,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2954,Mozsgó,716,417,5,0,7,5,14,176,0,20,0,12,178,0,0,0,0,0,0,0,0,0,0,0,0,0
