gisco_id,name,registered,turnout,invalid,blank,A-HSP,BM365-DPS-DSŽ-HES-HRS-HSZ-ID-MS-NSH-NV-SU-UDU-ZELENI-ZS,HDZ-HSS-HSP-BUZ-HSLS-HDS-ZDS-HRAST,HKS-HSP-OS,MOST,NS-R,ORaH,UIO,AM,HKDU-HDS-ND,HZ,Centar,SDP-HNS-HSU-HL-A-HSS-ZS,SRP,HGS,KLJUČ,NHPS-NS-R-SHU-ZF-DDS,IDS-PGS-RI,PZ,RF,Ajduković,Bjelajac,Horvat [Mile Horvat],Ljubojević,Milaković,Mirnić,Petrović,Pupovac,Rašković,Todić,Vlahović,NS-R-PSIJ-SHU-ZF-DDS,HDSSB,BDSH,MDS,Knapić,Ahmedi,Balog [Željko Balog],Bosak [Robert Bosak],Kajtazi,Kalanjoš,Kostić,Pichler,Rašljanin,Trischler,Zahirović,Jindra,Bilek,Komak,Za grad,HSR,Bajs,Lacković,Aliti,Avdić,Džomba,Graca,Hodžić [Nedžad Hodžić],Koželj-Horvat,Prljaskaj,Pršić,Salkić,Srebreniković,Sulejmani,Tabaković,Davidović,Pinjuh,DESNO,Dapas,Radin,Zennaro,SDP-HNS-HSU-HL-A-HSS-ZS-SDSS,ŽZ-AM,Jankovics,Juhas
HR_00507,Cista Provo,2348,1480,18,0,9,9,1215,44,95,0,3,2,4,5,17,5,24,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00515,Civljane,267,84,7,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,3,3,4,2,1,13,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
HR_00523,Cres,2823,1542,38,0,13,35,314,3,196,0,41,10,9,0,0,0,647,8,0,60,44,102,1,9,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
HR_00531,Crikvenica,11920,6005,98,0,37,89,1770,14,753,0,85,42,17,0,0,1,2543,23,0,202,100,142,6,5,2,2,3,2,3,1,0,3,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,1,0,29,1,0,1,2,0,0,0,0,0,0,0,2,2,2,0
HR_00540,Crnac,1224,686,27,0,4,5,364,5,49,0,2,1,2,0,0,0,124,0,0,40,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00558,Cabar,3578,1925,55,0,18,72,414,6,161,0,50,10,11,4,6,5,906,0,0,167,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00566,Cacinci,2482,1438,40,0,20,12,678,1,96,0,7,3,1,0,0,0,376,0,0,90,16,0,0,0,0,0,14,0,3,0,0,19,14,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HR_00574,Čađavica,1703,1113,34,0,17,8,606,8,33,0,13,5,1,0,0,0,196,0,0,38,6,0,0,0,0,0,22,1,0,1,1,28,18,0,0,0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HR_00582,Caglin,2038,1285,20,0,18,16,619,19,37,0,5,6,2,3,0,0,397,0,0,24,2,0,0,0,0,2,5,2,0,0,0,9,6,0,0,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HR_00604,Cakovec,23857,15400,202,0,56,211,2119,29,1186,0,472,51,34,25,0,0,9394,37,0,690,0,1,0,0,0,1,3,0,1,0,0,4,1,0,0,444,0,20,143,38,0,28,9,184,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2
HR_00612,Cavle,6250,3671,77,0,20,87,854,15,571,0,96,21,51,6,5,5,1472,0,0,273,62,0,7,0,4,0,6,1,0,1,0,10,8,1,1,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_00639,Cazma,6780,3885,90,0,22,156,1257,7,439,0,54,22,8,0,7,0,1362,9,0,225,26,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,177,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_00647,Ceminac,2592,1646,33,0,9,12,796,17,104,0,18,7,5,0,0,0,291,0,0,80,9,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,215,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12
HR_00655,Cepin,9848,5662,100,0,30,76,2168,29,678,0,59,101,17,0,0,0,1428,0,0,333,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,487,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,1,3
HR_00663,Darda,5967,3031,83,0,15,15,784,15,210,0,32,22,7,0,0,0,811,0,0,149,31,0,0,0,21,5,170,16,19,5,6,200,139,6,2,0,237,2,0,0,1,2,85,53,0,51,3,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,59,69
HR_00671,Daruvar,10269,5997,102,0,19,195,1570,19,725,0,129,29,13,0,9,0,2183,18,0,226,34,0,0,0,15,8,30,7,2,1,1,44,28,3,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,429,17,5,2,120,36,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,14,27
HR_00680,Davor,2426,1327,26,0,20,17,681,7,141,0,4,16,3,4,0,0,223,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00698,Delnice,5153,2912,79,0,19,98,767,15,322,0,66,10,14,5,6,6,1280,0,0,136,46,1,4,0,0,0,1,1,0,0,0,3,1,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HR_00701,Desinic,2333,1311,50,0,11,44,567,8,91,0,17,5,7,8,0,0,424,3,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00710,Dezanovac,2276,1174,29,0,12,48,387,8,66,0,10,4,0,0,2,0,360,2,0,41,10,0,0,0,5,1,3,2,0,1,2,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,0,1,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25
HR_00728,Dicmo,2178,1557,38,0,11,18,1009,9,227,0,4,17,0,8,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,43,0,0
HR_00744,Dobrinj,2295,1161,19,0,5,11,234,4,136,0,15,9,10,0,0,0,517,3,0,46,25,121,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_00752,Domasinec,1973,1045,25,0,11,23,231,2,44,0,19,4,2,1,0,0,587,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,13,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00779,Brela,1680,1033,25,0,4,6,399,3,215,4,11,11,6,4,6,6,299,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00787,Donja Dubrava,1761,1017,31,0,8,21,288,7,58,0,12,2,3,2,0,0,502,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00795,Donja Stubica,4668,2774,57,0,14,124,691,7,293,0,38,43,14,10,0,0,1294,8,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00809,Donja Voca,2136,846,29,0,10,16,209,2,36,0,6,2,2,0,0,0,387,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00817,Donji Andrijevci,3242,1653,45,0,18,55,699,15,168,0,18,43,8,7,0,0,352,0,0,82,0,0,0,0,0,0,2,0,1,1,0,4,1,0,0,23,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
