gisco_id,name,registered,turnout,invalid,blank,Komitet Wyborczy Platforma Obywatelska Rzeczypospolitej Polskiej,Komitet Wyborczy Polska Partia Pracy,Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,Komitet Wyborczy Unii Polityki Realnej,Narodowy Komitet Wyborczy Wyborców,Komitet Wyborczy Inicjatywa dla Polski,Komitet Wyborczy Wyborców Socjaldemokracji Polskiej,Komitet Wyborczy Prawo i Sprawiedliwość,Komitet Wyborczy Liga Polskich Rodzin,"Komitet Wyborczy Wyborców - Ogólnopolski Komitet Obywatelski ""OKO""",Komitet Wyborczy Unii Wolności,Komitet Wyborczy Polskiego Stronnictwa Ludowego,Koalicyjny Komitet Wyborczy KPEiR-PLD,"Komitet Wyborczy Antyklerykalnej Partii Postępu ""Racja""",Komitet Wyborczy Polskiej Partii Narodowej,Komitet Wyborczy Wyborców Konfederacja Ruch Obrony Bezrobotnych,Komitet Wyborczy Wyborców Zieloni 2004,Komitet Wyborczy Narodowego Odrodzenia Polski,"Komitet Wyborczy Wyborców ""Razem dla Przyszłości""",Komitet Wyborczy Demokratycznej Partii Lewicy
PL_0201011,Bolesławiec,34145,6853,191,0,1715,32,490,1043,253,68,80,325,591,1095,25,604,92,65,107,0,16,44,17,0,0
PL_0201022,Bolesławiec,9119,1390,38,0,258,11,289,136,41,14,12,26,109,253,5,97,66,5,8,0,8,3,11,0,0
PL_0201032,Gromadka,4312,694,30,0,78,5,92,53,11,2,12,25,45,182,4,86,48,5,3,0,2,4,7,0,0
PL_0201043,Nowogrodziec,11140,1582,84,0,219,25,365,112,29,6,22,54,130,316,9,44,108,21,15,0,3,13,7,0,0
PL_0201052,Osiecznica,5075,700,37,0,123,10,150,75,26,5,6,22,48,128,3,19,22,6,7,0,2,4,7,0,0
PL_0201062,Warta Bolesławiecka,5817,743,27,0,119,4,176,74,10,9,8,20,61,133,2,29,42,11,9,0,2,4,3,0,0
PL_0202011,Bielawa,26688,4791,157,0,1222,37,644,633,151,33,66,470,361,658,12,128,49,38,70,0,21,19,22,0,0
PL_0202021,Dzierżoniów,29945,6111,149,0,1753,44,748,765,190,72,95,339,475,967,27,198,80,49,65,0,11,41,43,0,0
PL_0202031,Pieszyce,7567,1432,36,0,307,10,256,149,25,12,24,49,94,352,9,31,24,11,26,0,5,8,4,0,0
PL_0202041,Piława Górna,5334,910,46,0,195,10,124,101,20,2,6,31,61,230,6,20,19,9,19,0,1,4,6,0,0
PL_0202052,Dzierżoniów,7727,1529,63,0,270,13,492,115,35,8,28,60,91,229,9,30,41,11,8,0,5,11,10,0,0
PL_0202062,Łagiewniki,5861,969,26,0,177,12,293,69,23,10,11,21,47,155,4,16,80,6,6,0,4,8,1,0,0
PL_0202073,Niemcza,4981,1000,58,0,169,9,199,162,19,1,11,33,49,189,3,29,28,8,13,0,10,5,5,0,0
PL_0203011,Głogów,57763,11493,348,0,2346,57,1334,1382,423,27,94,433,986,1673,41,1784,169,55,232,0,22,60,27,0,0
PL_0203022,Głogów,3967,625,22,0,93,4,165,38,9,0,8,22,39,109,5,68,26,5,6,0,1,1,4,0,0
PL_0203032,Jerzmanowa,2198,358,16,0,28,4,98,39,8,3,7,25,7,33,2,33,41,3,9,0,0,1,1,0,0
PL_0203042,Kotla,3103,528,18,0,44,9,144,42,21,0,6,19,30,92,1,63,29,4,1,0,3,1,1,0,0
PL_0203052,Pęcław,1762,172,9,0,21,1,51,11,7,1,1,7,7,22,0,20,11,0,0,0,0,3,0,0,0
PL_0203062,Żukowice,2689,342,10,0,29,3,119,19,4,0,3,10,20,59,0,10,37,2,15,0,1,0,1,0,0
PL_0204013,Góra,16235,2405,71,0,396,19,569,264,84,41,24,81,169,321,24,102,118,23,28,0,7,13,51,0,0
PL_0204022,Jemielno,2439,362,8,0,18,2,102,18,6,3,3,13,28,40,2,86,18,1,10,0,1,0,3,0,0
PL_0204032,Niechlów,3930,496,22,0,35,6,185,59,10,1,4,9,30,66,1,20,34,5,1,0,1,2,5,0,0
PL_0204043,Wąsosz,5760,728,32,0,94,9,178,74,21,7,7,26,49,152,3,20,29,4,12,0,0,2,9,0,0
PL_0205011,Jawor,20072,3529,83,0,829,23,376,473,259,27,110,156,338,507,16,152,91,17,42,0,6,22,2,0,0
PL_0205023,Bolków,8967,1499,45,0,205,13,350,211,43,42,16,95,82,198,11,51,88,11,17,0,4,12,5,0,0
PL_0205032,Męcinka,3745,474,20,0,47,5,121,32,9,0,24,11,45,81,0,22,46,2,2,0,0,7,0,0,0
PL_0205042,Mściwojów,3195,645,14,0,67,7,196,73,12,2,19,10,29,63,0,16,125,4,2,0,3,2,1,0,0
PL_0205052,Paszowice,3067,350,8,0,49,2,107,34,7,1,5,6,17,70,0,6,34,0,3,0,0,1,0,0,0
PL_0205062,Wądroże Wielkie,3190,344,12,0,33,2,94,42,1,6,4,14,8,40,1,3,68,3,3,0,4,4,2,0,0
PL_0206011,Karpacz,4416,910,14,0,266,1,56,141,40,66,16,51,58,66,5,69,22,9,19,0,2,7,2,0,0
PL_0206021,Kowary,10035,1751,72,0,405,17,162,251,62,33,28,132,150,228,11,75,49,15,33,0,7,16,5,0,0
PL_0206031,Piechowice,5394,1024,29,0,296,6,117,119,43,23,17,28,96,118,3,53,46,1,16,0,5,5,3,0,0
PL_0206041,Szklarska Poręba,6263,1280,45,0,367,14,76,165,61,16,27,80,87,135,8,91,47,11,23,0,2,21,4,0,0
PL_0206052,Janowice Wielkie,3396,569,26,0,115,6,83,73,14,6,9,32,48,55,0,31,50,5,5,0,5,2,4,0,0
PL_0206062,Jeżów Sudecki,4740,873,33,0,210,9,94,128,24,9,11,38,88,118,2,41,43,7,10,0,3,4,1,0,0
PL_0206072,Mysłakowice,7937,1222,43,0,313,14,152,128,51,10,12,72,116,158,5,53,46,8,22,0,6,11,2,0,0
PL_0206082,Podgórzyn,6391,1052,42,0,299,5,158,129,28,11,11,57,82,110,3,37,43,10,12,0,2,7,6,0,0
PL_0206092,Stara Kamienica,4067,540,17,0,124,9,95,64,24,7,1,31,29,44,0,27,43,8,12,0,3,2,0,0,0
PL_0207011,Kamienna Góra,18199,3172,97,0,828,25,418,401,101,19,38,132,354,419,13,136,66,29,45,0,17,26,8,0,0
PL_0207022,Kamienna Góra,6514,1141,38,0,221,9,237,95,29,2,17,54,100,196,6,26,74,6,7,0,4,17,3,0,0
PL_0207033,Lubawka,9548,1569,80,0,318,23,293,189,30,14,26,63,123,206,10,74,56,16,22,0,9,9,8,0,0
PL_0207042,Marciszów,3735,625,46,0,139,6,156,48,6,1,4,36,36,86,3,11,24,9,6,0,4,4,0,0,0
PL_0208011,Duszniki-Zdrój,4461,842,30,0,205,7,101,116,52,9,8,75,75,96,3,28,11,7,5,0,3,8,3,0,0
PL_0208021,Kłodzko,25104,5220,159,0,1610,16,537,510,239,84,81,332,384,790,26,184,123,42,54,0,13,31,5,0,0
PL_0208031,Kudowa-Zdrój,8590,1675,42,0,345,11,151,213,57,3,12,110,213,321,2,60,27,25,52,0,9,14,8,0,0
PL_0208041,Nowa Ruda,20857,3403,91,0,654,16,458,445,106,30,396,219,233,449,16,89,48,23,98,0,16,15,1,0,0
PL_0208051,Polanica-Zdrój,5814,1238,24,0,391,0,79,122,57,14,13,81,115,216,3,51,42,2,14,0,6,4,4,0,0
PL_0208063,Bystrzyca Kłodzka,16759,3062,118,0,582,21,588,260,94,15,69,153,271,486,14,113,172,34,18,0,10,36,8,0,0
PL_0208072,Kłodzko,13608,2426,97,0,394,20,540,160,57,45,59,148,137,288,8,27,369,19,26,0,13,14,5,0,0
PL_0208083,Lądek-Zdrój,7574,1346,54,0,353,8,153,167,57,12,13,89,111,184,2,42,55,8,16,0,6,16,0,0,0
PL_0208092,Lewin Kłodzki,1609,247,4,0,45,2,47,23,6,2,3,21,19,47,0,11,7,6,1,0,0,1,2,0,0
PL_0208103,Międzylesie,6231,1037,36,0,152,14,301,107,46,13,19,61,64,113,6,20,47,13,8,0,4,12,1,0,0
PL_0208112,Nowa Ruda,10145,1412,67,0,238,11,267,123,49,13,126,65,97,179,5,43,56,14,39,0,3,12,5,0,0
PL_0208123,Radków,7487,1262,66,0,244,13,245,90,23,6,37,84,104,220,6,34,50,12,8,0,3,8,9,0,0
PL_0208133,Stronie Śląskie,6166,892,43,0,202,4,164,117,53,1,6,56,63,71,2,29,44,8,13,0,2,10,4,0,0
PL_0208143,Szczytna,6014,907,45,0,212,9,140,65,38,12,9,55,73,145,9,18,41,14,12,0,2,5,3,0,0
PL_0209011,Chojnów,11594,1819,73,0,401,14,222,250,30,8,128,73,102,279,2,95,68,19,30,0,3,17,5,0,0
PL_0209022,Chojnów,7240,1069,44,0,81,13,343,85,16,0,46,20,46,216,2,25,112,2,12,0,0,4,2,0,0
PL_0209032,Krotoszyce,2318,400,18,0,52,1,131,23,8,2,51,8,10,46,0,11,29,0,3,0,1,2,4,0,0
PL_0209042,Kunice,3811,739,26,0,140,4,134,62,15,5,35,34,28,86,2,29,118,4,10,0,0,5,2,0,0
PL_0209052,Legnickie Pole,3857,631,23,0,53,1,123,79,7,4,28,12,21,81,4,133,26,3,11,0,2,17,3,0,0
PL_0209062,Miłkowice,4899,873,27,0,154,12,199,77,27,3,42,26,68,130,4,24,53,3,16,0,5,2,1,0,0
PL_0209073,Prochowice,5778,1051,41,0,180,6,141,121,12,6,31,11,61,110,2,61,245,2,10,0,3,7,1,0,0
PL_0209082,Ruja,2135,321,13,0,10,3,107,27,5,1,19,3,20,58,1,5,36,4,1,0,2,5,1,0,0
PL_0210011,Lubań,19076,3420,118,0,808,31,458,509,95,29,35,192,343,542,10,94,44,22,47,0,8,28,7,0,0
PL_0210021,Świeradów-Zdrój,3863,781,29,0,143,6,121,78,62,5,9,41,101,83,3,52,26,7,9,0,1,4,1,0,0
PL_0210033,Leśna,8541,1323,57,0,205,12,290,167,91,10,34,76,73,192,2,29,35,8,25,0,9,6,2,0,0
PL_0210042,Lubań,4919,796,33,0,92,10,196,81,11,10,12,21,61,178,3,16,40,8,5,0,5,5,9,0,0
PL_0210052,Olszyna,5387,950,46,0,138,6,218,122,17,5,13,50,109,133,3,12,44,10,7,0,8,5,4,0,0
PL_0210062,Platerówka,1312,202,14,0,38,1,36,11,1,1,0,6,19,58,1,0,15,1,0,0,0,0,0,0,0
PL_0210072,Siekierczyn,3990,732,66,0,127,12,160,55,16,3,2,33,48,150,2,9,22,7,3,0,8,4,5,0,0
PL_0211011,Lubin,64100,12323,315,0,2800,44,922,1428,402,106,368,557,1135,1265,27,2345,182,83,225,0,13,95,11,0,0
PL_0211022,Lubin,7846,1225,61,0,198,8,174,118,25,9,42,40,72,110,1,207,136,5,13,0,1,3,2,0,0
PL_0211032,Rudna,5422,749,38,0,125,4,191,88,15,2,20,29,26,80,2,56,41,7,12,0,1,11,1,0,0
PL_0211043,Ścinawa,8300,1219,45,0,192,9,222,87,34,13,33,26,89,219,4,127,65,9,27,0,0,15,3,0,0
PL_0212013,Gryfów Śląski,8371,1273,60,0,116,5,131,160,20,3,10,44,509,92,3,22,63,7,9,0,7,11,1,0,0
PL_0212023,Lubomierz,4836,684,20,0,79,8,104,71,22,2,6,18,166,93,0,11,69,6,1,0,6,2,0,0,0
PL_0212033,Lwówek Śląski,14329,2211,106,0,381,11,413,300,72,15,22,79,198,335,9,76,92,13,42,0,11,28,8,0,0
PL_0212043,Mirsk,7320,1064,53,0,116,6,155,140,23,22,5,34,221,179,3,27,42,5,20,0,4,8,1,0,0
PL_0212053,Wleń,3786,596,19,0,71,6,73,47,31,4,18,23,82,101,4,14,78,5,8,0,2,7,3,0,0
PL_0213012,Cieszków,3618,636,31,0,69,2,170,81,10,3,12,21,39,86,0,11,84,7,3,0,1,4,2,0,0
PL_0213022,Krośnice,6213,876,36,0,112,6,195,106,35,6,13,31,50,165,2,23,78,3,3,0,4,6,2,0,0
PL_0213033,Milicz,18945,3388,118,0,649,22,616,475,98,30,70,164,228,585,10,124,114,25,32,0,12,13,3,0,0
PL_0214011,Oleśnica,29880,6078,132,0,1527,14,520,880,263,36,87,349,707,1028,17,202,65,46,87,0,64,38,16,0,0
PL_0214023,Bierutów,8051,1145,36,0,237,6,212,175,49,2,28,24,88,165,4,31,56,11,5,0,10,5,1,0,0
PL_0214032,Dobroszyce,4510,531,20,0,109,2,87,33,20,4,10,24,46,104,0,26,24,2,10,0,5,5,0,0,0
PL_0214042,Dziadowa Kłoda,3420,433,13,0,43,3,125,30,18,3,4,9,114,18,0,4,40,5,1,0,2,1,0,0,0
PL_0214053,Międzybórz,3767,491,25,0,74,2,91,44,10,2,6,16,137,40,0,7,18,4,8,0,1,4,2,0,0
PL_0214062,Oleśnica,8440,936,28,0,158,3,257,96,30,5,14,20,64,150,1,25,59,5,11,0,3,4,3,0,0
PL_0214073,Syców,12610,2414,64,0,230,9,177,190,53,9,7,119,1259,164,12,28,49,13,20,0,2,7,2,0,0
PL_0214083,Twardogóra,9850,1387,50,0,232,10,182,154,39,65,22,47,336,152,6,23,29,9,9,0,9,10,3,0,0
PL_0215011,Oława,25470,5473,115,0,1707,19,518,648,223,39,101,338,507,837,17,187,95,26,39,0,13,36,8,0,0
PL_0215022,Domaniów,4030,740,16,0,83,9,301,29,9,3,11,18,41,137,5,4,65,3,2,0,2,1,1,0,0
PL_0215033,Jelcz-Laskowice,16765,2977,65,0,747,20,413,265,150,23,60,146,288,536,14,110,53,17,24,0,23,19,4,0,0
PL_0215042,Oława,10062,1709,59,0,423,10,363,122,42,14,38,66,118,328,4,34,59,8,7,0,5,7,2,0,0
PL_0216013,Chocianów,9804,1724,76,0,352,10,275,141,63,5,42,50,160,274,7,125,95,17,11,0,4,12,5,0,0
PL_0216022,Gaworzyce,2905,560,18,0,101,8,181,28,10,2,10,6,29,69,1,29,47,6,1,0,8,4,2,0,0
PL_0216032,Grębocice,3993,500,30,0,66,2,142,47,8,1,3,28,24,52,4,28,49,2,11,0,2,1,0,0,0
PL_0216043,Polkowice,19958,3459,137,0,1300,13,300,343,76,10,111,141,250,312,6,330,48,17,38,0,6,21,0,0,0
PL_0216053,Przemków,6913,966,42,0,177,15,202,121,27,2,17,30,78,145,4,33,44,5,14,0,0,9,1,0,0
PL_0216062,Radwanice,3328,494,33,0,91,3,118,37,5,2,10,21,34,28,3,15,73,3,9,0,1,6,2,0,0
PL_0217012,Borów,4144,790,31,0,125,3,234,46,16,4,7,19,39,171,1,10,62,4,12,0,2,4,0,0,0
PL_0217022,Kondratowice,3741,545,17,0,87,7,165,64,7,8,9,8,49,51,4,11,47,6,0,0,1,3,1,0,0
PL_0217032,Przeworno,4160,725,31,0,83,4,266,125,10,3,3,10,14,121,5,11,27,1,8,0,2,1,0,0,0
PL_0217043,Strzelin,18166,3288,102,0,790,18,459,461,101,53,39,121,225,522,18,114,129,16,72,0,9,31,8,0,0
PL_0217053,Wiązów,5858,831,31,0,111,4,259,83,16,7,20,17,32,200,1,8,23,6,7,0,5,1,0,0,0
PL_0218012,Kostomłoty,5408,640,27,0,64,5,150,91,20,4,10,22,28,135,3,17,48,3,4,0,2,5,2,0,0
PL_0218022,Malczyce,4679,660,19,0,99,3,114,81,28,6,18,28,35,146,3,15,44,6,9,0,2,3,1,0,0
PL_0218032,Miękinia,8710,1287,35,0,310,7,193,113,50,26,35,54,102,237,3,56,28,5,22,0,4,7,0,0,0
PL_0218043,Środa Śląska,15013,2278,60,0,424,10,341,311,83,21,27,120,192,418,9,124,81,11,24,0,6,13,3,0,0
PL_0218052,Udanin,4377,500,18,0,67,6,175,48,8,0,5,22,18,84,2,10,26,0,4,0,1,5,1,0,0
PL_0219011,Świdnica,50303,11098,246,0,3250,52,975,1576,476,64,111,676,1032,1641,44,411,165,63,184,0,28,70,34,0,0
PL_0219021,Świebodzice,19113,3136,79,0,780,16,422,396,120,16,51,183,185,427,10,75,74,200,64,0,7,27,4,0,0
PL_0219032,Dobromierz,4318,608,18,0,79,2,179,54,18,5,7,17,45,117,6,17,33,3,0,0,0,6,2,0,0
PL_0219043,Jaworzyna Śląska,8060,1319,42,0,311,16,273,122,32,5,9,38,117,232,7,23,39,19,14,0,9,6,5,0,0
PL_0219052,Marcinowice,4942,766,14,0,137,9,227,77,30,1,14,25,29,118,0,18,48,5,3,0,1,7,3,0,0
PL_0219063,Strzegom,21968,3746,122,0,774,39,576,431,133,20,70,183,293,748,28,112,87,56,37,0,9,24,4,0,0
PL_0219072,Świdnica,11998,1984,60,0,359,9,465,251,44,9,30,90,132,342,9,34,95,23,14,0,5,5,8,0,0
PL_0219083,Żarów,9800,1691,55,0,414,8,353,173,36,11,18,72,118,271,2,65,39,19,14,0,7,12,4,0,0
PL_0220013,Oborniki Śląskie,13730,2736,66,0,832,11,298,265,139,27,64,112,238,438,19,107,57,12,12,0,2,24,13,0,0
PL_0220022,Prusice,7089,752,17,0,130,4,237,77,42,7,12,5,69,89,1,11,30,1,9,0,4,6,1,0,0
PL_0220033,Trzebnica,17061,3051,64,0,758,9,414,385,146,14,49,86,346,499,13,86,99,14,35,0,6,25,3,0,0
PL_0220042,Wisznia Mała,5898,989,24,0,251,4,149,104,47,5,30,36,116,112,1,61,22,1,13,0,3,7,3,0,0
PL_0220052,Zawonia,4025,430,12,0,80,3,128,43,11,10,8,13,27,59,3,12,19,1,0,0,0,0,1,0,0
PL_0220063,Żmigród,11592,1689,62,0,337,7,332,296,58,4,41,75,109,162,5,43,119,9,18,0,4,6,2,0,0
PL_0221011,Boguszów-Gorce,14078,2092,73,0,477,21,216,379,41,8,99,112,156,311,25,41,53,25,40,0,4,11,0,0,0
PL_0221021,Jedlina-Zdrój,4214,767,43,0,188,13,98,102,21,4,23,36,52,104,10,22,16,17,6,0,4,6,2,0,0
PL_0221031,Szczawno-Zdrój,4953,1271,24,0,381,7,81,216,43,2,40,68,107,132,10,72,21,21,23,0,5,16,2,0,0
PL_0221042,Czarny Bór,3682,612,21,0,105,9,140,62,11,3,11,19,38,126,8,11,32,5,5,0,1,3,2,0,0
PL_0221053,Głuszyca,7650,1160,46,0,235,62,189,116,30,3,21,74,72,198,13,27,43,10,10,0,4,7,0,0,0
PL_0221063,Mieroszów,6083,1037,30,0,238,6,126,161,40,5,18,36,54,75,115,58,38,16,13,0,4,3,1,0,0
PL_0221072,Stare Bogaczowice,3229,550,18,0,128,4,117,53,12,2,3,10,16,74,8,29,34,5,21,0,6,8,2,0,0
PL_0221082,Walim,4711,617,23,0,129,7,115,62,26,3,18,27,32,78,14,34,28,3,8,0,4,4,2,0,0
PL_0263011,Wałbrzych,106293,18099,422,0,4812,78,1594,2679,569,84,414,1236,1639,2303,458,613,324,276,395,0,33,134,36,0,0
PL_0222013,Brzeg Dolny,13266,2427,64,0,762,10,220,278,95,14,19,112,184,449,8,95,46,6,35,0,8,19,3,0,0
PL_0222022,Wińsko,6818,896,32,0,116,6,253,92,22,5,13,24,48,161,4,19,61,2,15,0,2,19,2,0,0
PL_0222033,Wołów,19097,3486,139,0,750,26,592,454,102,95,57,121,265,410,19,94,125,24,55,0,17,132,9,0,0
PL_0223012,Czernica,6158,1273,18,0,366,5,137,122,93,11,35,51,110,196,4,78,16,5,13,0,0,8,5,0,0
PL_0223022,Długołęka,14377,2483,37,0,674,8,393,174,129,26,50,100,182,454,5,124,66,8,17,0,8,21,7,0,0
PL_0223032,Jordanów Śląski,2321,360,14,0,50,2,131,22,8,3,16,8,28,42,4,4,20,3,0,0,0,2,3,0,0
PL_0223043,Kąty Wrocławskie,13464,2277,33,0,551,9,439,204,76,22,44,74,198,393,6,72,90,11,17,0,4,20,14,0,0
PL_0223052,Kobierzyce,9620,1629,37,0,432,4,276,131,87,19,33,72,131,253,3,73,52,3,11,0,2,7,3,0,0
PL_0223062,Mietków,2979,515,20,0,69,4,154,39,14,3,7,7,41,70,3,4,72,2,2,0,3,1,0,0,0
PL_0223073,Sobótka,9622,1520,51,0,332,2,275,193,62,11,22,93,131,228,3,41,37,14,14,0,3,6,2,0,0
PL_0223083,Święta Katarzyna,10006,2347,36,0,608,12,291,184,140,29,64,98,215,453,12,84,73,9,19,0,5,13,2,0,0
PL_0223092,Żórawina,6132,733,8,0,177,3,136,55,23,5,11,19,66,111,1,24,72,7,5,0,2,4,4,0,0
PL_0224013,Bardo,4495,899,47,0,115,4,117,69,19,276,4,24,48,95,2,11,39,9,9,0,4,5,2,0,0
PL_0224022,Ciepłowody,2531,335,14,0,57,3,113,22,9,6,4,7,23,40,2,2,27,1,3,0,2,0,0,0,0
PL_0224032,Kamieniec Ząbkowicki,6848,1283,61,0,207,10,306,167,48,14,43,56,86,169,6,17,51,10,16,0,5,8,3,0,0
PL_0224042,Stoszowice,4440,722,17,0,129,2,204,48,10,11,30,20,48,108,2,25,47,6,5,0,3,7,0,0,0
PL_0224053,Ząbkowice Śląskie,19063,4010,129,0,871,19,683,518,123,164,71,184,302,565,11,107,157,22,59,0,4,15,6,0,0
PL_0224063,Ziębice,14999,2615,84,0,359,17,646,245,64,61,35,90,106,498,11,76,194,39,45,0,19,20,6,0,0
PL_0224073,Złoty Stok,3987,813,22,0,142,5,185,88,15,14,16,46,61,124,1,31,26,5,10,0,4,6,12,0,0
PL_0225011,Zawidów,3523,665,33,0,177,5,87,45,14,3,10,57,60,116,1,20,16,6,5,0,2,4,4,0,0
PL_0225021,Zgorzelec,28168,5328,140,0,1804,40,460,818,169,28,57,257,518,569,21,175,61,43,82,0,35,33,18,0,0
PL_0225033,Bogatynia,19926,3110,107,0,703,23,796,361,87,14,30,142,255,324,14,91,48,30,55,0,7,9,14,0,0
PL_0225043,Pieńsk,7400,1158,47,0,241,7,296,99,39,12,27,39,78,148,5,22,48,18,10,0,11,6,5,0,0
PL_0225052,Sulików,4652,648,23,0,146,4,142,56,15,0,7,14,58,111,2,11,26,11,3,0,4,11,4,0,0
PL_0225063,Węgliniec,7181,1747,153,0,357,19,346,182,43,20,22,73,115,206,7,41,88,17,8,0,11,25,14,0,0
PL_0225072,Zgorzelec,5967,842,40,0,198,5,218,98,25,1,13,22,70,79,1,14,27,10,7,0,1,4,9,0,0
PL_0226011,Wojcieszów,3227,487,25,0,84,3,88,85,18,4,5,25,33,55,2,15,18,6,3,0,5,11,2,0,0
PL_0226021,Złotoryja,13730,2738,94,0,534,19,224,689,102,8,144,94,201,284,7,186,61,9,46,0,12,18,6,0,0
PL_0226032,Pielgrzymka,3622,547,32,0,81,4,90,64,9,5,5,20,36,71,2,11,103,1,8,0,1,2,2,0,0
PL_0226043,Świerzawa,6242,955,47,0,154,11,209,143,14,0,32,34,55,114,1,18,76,13,8,0,6,17,3,0,0
PL_0226052,Zagrodno,4468,770,23,0,72,6,227,75,10,1,50,14,63,113,3,13,93,2,1,0,0,1,3,0,0
PL_0226062,Złotoryja,5387,805,24,0,114,7,175,96,29,4,76,10,43,133,2,22,45,1,17,0,2,3,2,0,0
PL_0261011,M. Jelenia Góra,71985,16581,421,0,4832,78,1332,2375,698,123,236,940,1397,2059,50,1245,328,90,204,0,37,108,28,0,0
PL_0262011,M. Legnica,83574,17653,421,0,3773,68,1406,2412,521,64,1688,838,1409,2571,62,1323,385,103,354,0,57,171,27,0,0
PL_0264011,M. Wrocław,505639,150284,1733,0,49950,372,7179,17234,8315,1921,4509,9027,15906,18441,350,10407,1001,443,1583,0,329,1395,189,0,0
PL_0401011,Aleksandrów Kujawski,10064,1675,63,0,310,6,153,191,19,10,13,56,333,210,8,147,135,21,0,0,0,0,0,0,0
PL_0401021,Ciechocinek,9405,2638,79,0,711,8,167,311,41,11,14,105,276,475,11,312,84,33,0,0,0,0,0,0,0
PL_0401031,Nieszawa,1662,347,22,0,49,4,51,38,3,3,2,19,27,42,0,35,50,2,0,0,0,0,0,0,0
PL_0401042,Aleksandrów Kujawski,7933,922,37,0,130,7,150,55,10,4,3,19,173,128,2,74,117,13,0,0,0,0,0,0,0
PL_0401052,Bądkowo,3695,583,20,0,30,8,207,52,6,3,3,17,73,35,3,18,101,7,0,0,0,0,0,0,0
PL_0401062,Koneck,2699,569,12,0,18,3,119,11,1,2,1,5,319,26,0,7,41,4,0,0,0,0,0,0,0
PL_0401072,Raciążek,2288,346,16,0,61,3,71,24,7,4,1,12,23,53,0,14,56,1,0,0,0,0,0,0,0
PL_0401082,Waganiec,3444,478,24,0,28,4,137,41,6,4,2,16,63,53,2,17,75,6,0,0,0,0,0,0,0
PL_0401092,Zakrzewo,2996,620,32,0,28,1,182,30,3,1,3,8,218,42,2,1,62,7,0,0,0,0,0,0,0
PL_0402011,Brodnica,21330,3783,100,0,953,24,336,351,69,5,20,132,324,681,12,485,223,68,0,0,0,0,0,0,0
PL_0402022,Bobrowo,4918,704,28,0,59,7,194,40,6,8,9,27,25,93,0,21,179,8,0,0,0,0,0,0,0
PL_0402032,Brodnica,4612,628,17,0,78,7,160,44,9,1,2,19,33,112,2,43,95,6,0,0,0,0,0,0,0
PL_0402042,Brzozie,2787,472,38,0,47,5,136,21,4,2,2,5,17,111,2,24,58,0,0,0,0,0,0,0,0
PL_0402053,Górzno,3005,485,16,0,71,5,101,27,9,1,4,6,18,115,4,28,70,10,0,0,0,0,0,0,0
PL_0402062,Bartniczka,3469,609,32,0,78,7,165,26,10,6,1,9,49,132,1,15,71,7,0,0,0,0,0,0,0
PL_0402073,Jabłonowo Pomorskie,7107,1148,50,0,113,17,244,72,10,11,8,34,83,258,11,35,192,10,0,0,0,0,0,0,0
PL_0402082,Osiek,3152,553,22,0,35,9,163,31,5,3,6,17,36,108,1,22,92,3,0,0,0,0,0,0,0
PL_0402092,Świedziebnia,3868,729,31,0,20,2,138,10,0,1,1,1,12,112,3,13,384,1,0,0,0,0,0,0,0
PL_0402102,Zbiczno,3531,495,15,0,52,4,107,35,5,3,3,23,24,94,2,34,91,3,0,0,0,0,0,0,0
PL_0403012,Białe Błota,8888,1460,32,0,424,7,127,145,28,5,25,45,175,247,8,106,77,9,0,0,0,0,0,0,0
PL_0403022,Dąbrowa Chełmińska,5157,671,41,0,115,4,99,100,18,3,10,11,53,99,8,49,50,11,0,0,0,0,0,0,0
PL_0403032,Dobrcz,6780,1146,60,0,188,16,335,100,12,6,18,74,56,114,16,43,105,3,0,0,0,0,0,0,0
PL_0403043,Koronowo,17936,2623,118,0,585,24,505,306,44,16,15,98,139,416,12,118,207,20,0,0,0,0,0,0,0
PL_0403052,Nowa Wieś Wielka,5688,747,41,0,195,8,67,68,15,3,29,44,52,78,8,80,54,5,0,0,0,0,0,0,0
PL_0403062,Osielsko,5523,1170,38,0,350,7,124,88,45,1,11,51,93,138,17,134,67,6,0,0,0,0,0,0,0
PL_0403072,Sicienko,6659,1150,75,0,197,6,208,76,29,6,8,44,84,179,14,60,153,11,0,0,0,0,0,0,0
PL_0403083,Solec Kujawski,12218,2265,100,0,578,22,227,251,71,8,25,109,257,339,10,175,72,21,0,0,0,0,0,0,0
PL_0404011,Chełmno,16663,2866,81,0,561,23,236,481,53,15,17,142,200,644,16,279,100,18,0,0,0,0,0,0,0
PL_0404022,Chełmno,3809,448,8,0,58,4,123,76,3,3,4,11,16,64,1,18,59,0,0,0,0,0,0,0,0
PL_0404032,Kijewo Królewskie,3289,488,24,0,32,3,127,58,4,4,7,10,27,98,5,21,62,6,0,0,0,0,0,0,0
PL_0404042,Lisewo,3985,535,17,0,53,7,133,71,21,0,2,13,32,85,7,33,58,3,0,0,0,0,0,0,0
PL_0404052,Papowo Biskupie,3280,440,26,0,49,7,122,62,2,0,2,16,22,49,4,18,53,8,0,0,0,0,0,0,0
PL_0404062,Stolno,3806,470,17,0,45,2,122,34,2,4,9,3,37,123,3,26,39,4,0,0,0,0,0,0,0
