gisco_id,name,registered,turnout,invalid,blank,FKGP,Centrum,MP,MSZP,SZDSZ,MIÉP,FIDESZ-MDF,RK,ÚB,MAVEP,MRP,SZDP
HU_0956,Budapest_I.,23354,19202,112,0,42,1195,240,5561,2515,1772,7765,0,0,0,0,0
HU_0317,Budapest_II.,73159,61867,293,0,163,3481,702,18948,8552,5611,24117,0,0,0,0,0
HU_1806,Budapest_III.,106007,84415,704,0,197,5278,1496,36953,8303,5897,25587,0,0,0,0,0
HU_0546,Budapest_IV.,81861,62498,591,0,137,3443,1127,31326,4991,3409,17474,0,0,0,0,0
HU_1339,Budapest_V.,26317,20924,186,0,56,1073,346,7176,3099,1816,7172,0,0,0,0,0
HU_1658,Budapest_VI.,36698,27128,297,0,74,1597,465,10357,3621,2033,8684,0,0,0,0,0
HU_2974,Budapest_VII.,50790,36491,495,0,129,1802,595,15552,4373,2664,10881,0,0,0,0,0
HU_2540,Budapest_VIII.,62302,41948,573,0,106,2230,743,17995,4056,3013,13232,0,0,0,0,0
HU_2958,Budapest_IX.,49986,36158,435,0,98,1902,625,15792,3546,2389,11371,0,0,0,0,0
HU_1070,Budapest_X.,63732,47062,359,0,93,2672,939,24505,3020,2523,12951,0,0,0,0,0
HU_1421,Budapest_XI.,113871,93621,718,0,281,5393,1599,36088,8896,7606,33040,0,0,0,0,0
HU_2469,Budapest_XII.,51936,43520,241,0,128,2276,580,13053,5626,4206,17410,0,0,0,0,0
HU_2429,Budapest_XIII.,89543,68200,543,0,148,3474,1457,32897,7889,4312,17480,0,0,0,0,0
HU_1633,Budapest_XIV.,96642,77137,664,0,248,4149,1567,33264,8878,5282,23085,0,0,0,0,0
HU_1131,Budapest_XV.,68862,53180,489,0,121,2935,979,26486,3690,3541,14939,0,0,0,0,0
HU_0820,Budapest_XVI.,57378,45980,409,0,141,2778,725,18993,3486,3850,15598,0,0,0,0,0
HU_0211,Budapest_XVII.,64200,49505,354,0,159,3329,858,22390,3475,2941,15999,0,0,0,0,0
HU_2928,Budapest_XVIII.,77751,59310,326,0,216,3405,979,29080,3952,3443,17909,0,0,0,0,0
HU_0401,Budapest_XIX.,52496,40429,342,0,93,2535,777,19895,2929,2198,11660,0,0,0,0,0
HU_0602,Budapest_XX.,53167,39256,502,0,120,2207,641,20072,2368,2203,11143,0,0,0,0,0
HU_1318,Budapest_XXI.,65367,48707,536,0,86,2725,1592,25494,3655,2218,12401,0,0,0,0,0
HU_1021,Budapest_XXII.,41993,33450,242,0,78,1968,422,14108,2617,2439,11576,0,0,0,0,0
HU_3413,Budapest_XXIII.,16854,12747,130,0,40,716,182,6338,937,697,3707,0,0,0,0,0
HU_1254,Abaliget,498,362,1,0,1,9,9,190,17,5,130,0,0,0,0,0
HU_0686,Adorjás,135,97,4,0,3,0,1,55,2,0,32,0,0,0,0,0
HU_1332,Almamellék,367,237,3,0,1,5,23,116,4,2,83,0,0,0,0,0
HU_2037,Almáskeresztúr,81,58,1,0,0,0,0,34,0,0,23,0,0,0,0,0
HU_1738,Alsómocsolád,255,176,1,0,0,1,9,45,7,2,111,0,0,0,0,0
HU_3327,Alsószentmárton,677,445,3,0,1,0,3,212,8,1,217,0,0,0,0,0
HU_2729,Apátvarasd,116,90,0,0,0,1,0,30,23,1,35,0,0,0,0,0
HU_0688,Aranyosgadány,257,188,5,0,6,7,5,82,1,7,75,0,0,0,0,0
HU_2581,Ág,143,99,7,0,0,1,3,58,4,0,26,0,0,0,0,0
HU_2858,Áta,172,117,2,0,2,2,1,62,7,3,38,0,0,0,0,0
HU_0540,Babarc,661,463,6,0,0,14,3,162,30,11,237,0,0,0,0,0
HU_0966,Babarcszõlõs,117,60,1,0,0,2,16,17,0,1,23,0,0,0,0,0
HU_0829,Bakonya,295,227,1,0,10,7,15,114,6,2,72,0,0,0,0,0
HU_2227,Bakóca,298,208,4,0,2,2,5,93,10,1,91,0,0,0,0,0
HU_0397,Baksa,607,402,0,0,3,5,15,265,15,7,92,0,0,0,0,0
HU_2046,Baranyahídvég,166,137,1,0,1,0,4,84,1,0,46,0,0,0,0,0
HU_2474,Baranyajenõ,370,207,0,0,2,3,4,122,11,7,58,0,0,0,0,0
HU_0548,Baranyaszentgyörgy,149,109,0,0,3,3,3,22,7,6,65,0,0,0,0,0
HU_1549,Basal,153,113,1,0,2,0,3,37,3,8,59,0,0,0,0,0
HU_0760,Bánfa,165,113,4,0,3,0,3,44,10,3,46,0,0,0,0,0
HU_2437,Bár,508,358,2,0,4,1,18,115,17,9,192,0,0,0,0,0
HU_1900,Belvárdgyula,334,246,2,0,4,4,3,120,6,1,106,0,0,0,0,0
HU_3192,Beremend,2234,1505,15,0,6,28,33,745,118,41,519,0,0,0,0,0
HU_1646,Berkesd,684,419,8,0,19,1,19,159,8,11,194,0,0,0,0,0
HU_3004,Besence,110,76,1,0,0,0,0,26,15,0,34,0,0,0,0,0
HU_1411,Bezedek,241,169,3,0,0,4,4,41,1,1,115,0,0,0,0,0
HU_1331,Bicsérd,747,525,7,0,12,20,7,252,10,6,211,0,0,0,0,0
HU_0489,Bikal,720,518,7,0,1,15,10,300,30,15,140,0,0,0,0,0
HU_0513,Birján,355,263,10,0,0,10,1,105,9,10,118,0,0,0,0,0
HU_2492,Bisse,201,126,2,0,2,4,4,63,9,4,38,0,0,0,0,0
HU_2089,Boda,339,241,2,0,6,3,3,97,8,9,113,0,0,0,0,0
HU_3300,Bodolyabér,241,152,3,0,0,0,6,74,1,3,65,0,0,0,0,0
HU_3215,Bogád,597,417,5,0,7,18,12,183,17,18,157,0,0,0,0,0
HU_2189,Bogádmindszent,333,249,4,0,0,3,0,107,3,5,127,0,0,0,0,0
HU_1069,Bogdása,255,161,1,0,0,1,0,75,3,5,76,0,0,0,0,0
HU_1311,Boldogasszonyfa,402,266,8,0,2,6,17,126,2,4,101,0,0,0,0,0
HU_0672,Borjád,345,258,2,0,2,4,1,89,21,5,134,0,0,0,0,0
HU_1436,Bosta,98,77,1,0,0,8,2,49,5,5,7,0,0,0,0,0
HU_1336,Botykapeterd,271,175,3,0,1,3,3,76,3,7,79,0,0,0,0,0
HU_3315,Bóly,2900,2156,16,0,3,79,7,696,193,59,1103,0,0,0,0,0
HU_2316,Bükkösd,997,607,15,0,3,37,19,230,20,47,236,0,0,0,0,0
HU_0753,Bürüs,77,55,0,0,1,1,1,17,3,1,31,0,0,0,0,0
HU_3061,Csarnóta,125,98,0,0,1,1,10,33,4,3,46,0,0,0,0,0
HU_1990,Csányoszró,579,396,3,0,3,7,8,164,14,4,193,0,0,0,0,0
HU_2159,Csebény,92,56,1,0,0,1,2,23,6,0,23,0,0,0,0,0
HU_2608,Cserdi,249,132,1,0,2,0,7,42,6,8,66,0,0,0,0,0
HU_0389,Cserkút,319,247,1,0,1,3,4,132,18,17,71,0,0,0,0,0
HU_1385,Csertõ,339,214,2,0,7,6,2,80,16,4,97,0,0,0,0,0
HU_2257,Csonkamindszent,136,103,4,0,17,0,1,33,3,4,41,0,0,0,0,0
HU_1108,Cún,207,145,0,0,1,3,2,75,1,1,62,0,0,0,0,0
HU_0777,Dencsháza,487,257,7,0,4,3,2,131,7,3,100,0,0,0,0,0
HU_1195,Dinnyeberki,92,58,0,0,3,1,3,10,3,15,23,0,0,0,0,0
HU_3237,Diósviszló,549,380,7,0,7,6,9,126,4,7,214,0,0,0,0,0
HU_2861,Drávacsehi,181,131,2,0,4,3,3,66,6,3,44,0,0,0,0,0
HU_2812,Drávacsepely,190,151,4,0,2,1,5,58,2,4,75,0,0,0,0,0
HU_1741,Drávafok,420,294,7,0,3,3,8,138,11,12,112,0,0,0,0,0
HU_3239,Drávaiványi,177,142,2,0,1,2,12,95,4,2,24,0,0,0,0,0
HU_0915,Drávakeresztúr,140,92,3,0,3,3,4,31,5,1,42,0,0,0,0,0
HU_2273,Drávapalkonya,231,149,5,0,1,1,11,71,8,3,49,0,0,0,0,0
HU_1238,Drávapiski,77,58,2,0,1,0,2,28,1,0,24,0,0,0,0,0
HU_2860,Drávaszabolcs,559,401,4,0,4,3,19,195,11,14,151,0,0,0,0,0
HU_3003,Drávaszerdahely,177,134,1,0,0,2,1,44,5,8,73,0,0,0,0,0
HU_2169,Drávasztára,410,294,8,0,1,2,7,138,0,6,132,0,0,0,0,0
HU_0918,Dunaszekcsõ,1848,1197,14,0,15,22,26,470,46,49,555,0,0,0,0,0
HU_2891,Egerág,787,539,9,0,1,30,8,246,19,18,208,0,0,0,0,0
HU_1649,Egyházasharaszti,261,184,1,0,2,3,1,63,3,5,106,0,0,0,0,0
HU_2740,Egyházaskozár,743,517,4,0,16,10,13,306,20,16,132,0,0,0,0,0
HU_0609,Ellend,205,160,1,0,9,6,9,58,1,8,68,0,0,0,0,0
HU_2827,Endrõc,345,226,3,0,0,0,5,102,9,1,106,0,0,0,0,0
HU_2582,Erdõsmárok,88,68,1,0,0,1,0,21,5,2,38,0,0,0,0,0
HU_1870,Erdõsmecske,360,204,3,0,0,5,8,60,35,5,88,0,0,0,0,0
HU_1349,Erzsébet,276,191,1,0,0,2,1,85,7,10,85,0,0,0,0,0
HU_1783,Fazekasboda,189,133,1,0,1,0,0,50,8,2,71,0,0,0,0,0
HU_0454,Feked,215,170,2,0,0,3,5,52,10,4,94,0,0,0,0,0
HU_1328,Felsõegerszeg,127,87,0,0,1,0,4,34,17,2,29,0,0,0,0,0
HU_0881,Felsõszentmárton,909,665,11,0,7,7,23,395,11,4,207,0,0,0,0,0
HU_0756,Garé,270,196,1,0,3,2,2,125,7,5,51,0,0,0,0,0
HU_1275,Gerde,408,262,3,0,2,5,3,92,7,0,150,0,0,0,0,0
HU_0285,Geresdlak,825,565,6,0,2,9,9,194,29,19,297,0,0,0,0,0
HU_1334,Gerényes,209,127,2,0,1,1,2,47,11,0,63,0,0,0,0,0
HU_1833,Gilvánfa,208,140,4,0,2,1,8,38,9,1,77,0,0,0,0,0
HU_3308,Gordisa,202,145,13,0,2,3,12,53,1,2,59,0,0,0,0,0
HU_3323,Gödre,814,515,7,0,9,5,6,168,22,11,287,0,0,0,0,0
HU_3043,Görcsöny,1354,924,13,0,7,29,22,498,49,22,284,0,0,0,0,0
HU_0963,Görcsönydoboka,374,239,6,0,2,10,3,84,6,2,126,0,0,0,0,0
HU_1831,Gyód,457,322,2,0,0,13,10,124,10,6,157,0,0,0,0,0
HU_2840,Gyöngyfa,105,63,0,0,1,0,4,26,0,1,31,0,0,0,0,0
HU_2266,Gyöngyösmellék,225,136,0,0,2,2,1,24,6,6,95,0,0,0,0,0
HU_2152,Harkány,2911,2228,12,0,27,62,43,690,76,132,1186,0,0,0,0,0
HU_2788,Hásságy,251,215,0,0,0,9,4,65,5,8,124,0,0,0,0,0
HU_3095,Hegyhátmaróc,188,135,1,0,0,0,4,78,5,1,46,0,0,0,0,0
HU_2102,Hegyszentmárton,366,221,1,0,1,5,7,62,3,2,140,0,0,0,0,0
HU_1719,Helesfa,368,190,5,0,0,1,10,67,4,14,89,0,0,0,0,0
HU_0712,Hetvehely,403,276,5,0,4,3,10,115,10,1,128,0,0,0,0,0
HU_0679,Hidas,1892,1248,12,0,3,35,15,469,52,57,605,0,0,0,0,0
HU_2793,Himesháza,999,722,7,0,6,20,9,237,37,14,392,0,0,0,0,0
HU_0328,Hirics,179,110,0,0,0,1,4,32,1,1,71,0,0,0,0,0
HU_3393,Hobol,816,539,4,0,1,13,12,219,26,6,258,0,0,0,0,0
HU_2996,Homorúd,620,384,4,0,18,3,8,104,14,12,221,0,0,0,0,0
HU_2307,Horváthertelend,68,53,1,0,0,8,4,16,3,0,21,0,0,0,0,0
HU_3083,Hosszúhetény,2554,1652,21,0,16,48,35,744,82,57,649,0,0,0,0,0
HU_3143,Husztót,61,48,2,0,0,0,0,27,2,0,17,0,0,0,0,0
HU_3306,Ibafa,192,126,0,0,4,6,1,59,2,2,52,0,0,0,0,0
HU_3193,Illocska,202,141,3,0,2,2,4,84,5,0,41,0,0,0,0,0
HU_2994,Ipacsfa,182,137,1,0,1,1,1,58,3,1,71,0,0,0,0,0
HU_0333,Ivánbattyán,125,109,2,0,0,2,2,71,3,1,28,0,0,0,0,0
HU_0334,Ivándárda,220,153,3,0,2,0,2,79,3,0,64,0,0,0,0,0
HU_0429,Kacsóta,242,153,3,0,0,0,11,71,6,4,58,0,0,0,0,0
HU_0696,Katádfa,126,70,2,0,2,2,4,21,1,3,35,0,0,0,0,0
HU_0641,Kákics,203,126,0,0,4,2,5,59,2,3,51,0,0,0,0,0
HU_0599,Kárász,324,244,2,0,7,14,4,83,28,7,99,0,0,0,0,0
HU_1746,Kásád,311,226,3,0,0,3,1,118,11,4,86,0,0,0,0,0
HU_1913,Kátoly,302,222,8,0,3,4,6,101,8,1,91,0,0,0,0,0
HU_0678,Kemse,60,50,0,0,0,1,0,12,0,2,35,0,0,0,0,0
HU_0383,Keszü,633,529,1,0,1,17,6,242,26,16,220,0,0,0,0,0
HU_1680,Kékesd,178,118,1,0,2,1,4,34,13,5,58,0,0,0,0,0
HU_1054,Kémes,446,328,2,0,2,5,4,168,12,6,129,0,0,0,0,0
HU_0857,Kétújfalu,571,394,2,0,0,10,4,166,7,7,198,0,0,0,0,0
HU_2055,Királyegyháza,818,465,8,0,4,10,11,207,13,9,203,0,0,0,0,0
HU_1890,Kisasszonyfa,172,126,2,0,1,0,2,75,1,1,44,0,0,0,0,0
HU_0572,Kisbeszterce,86,49,0,0,0,1,4,31,4,1,8,0,0,0,0,0
HU_2286,Kisbudmér,96,66,0,0,1,2,0,17,6,4,36,0,0,0,0,0
HU_1118,Kisdér,111,92,2,0,1,0,17,33,1,2,36,0,0,0,0,0
HU_3390,Kisdobsza,219,154,4,0,13,0,1,42,1,3,90,0,0,0,0,0
HU_0683,Kishajmás,174,122,3,0,0,0,4,75,7,0,33,0,0,0,0,0
HU_2702,Kisharsány,422,272,3,0,5,10,5,111,6,5,127,0,0,0,0,0
HU_1697,Kisherend,187,124,4,0,1,5,6,44,3,2,59,0,0,0,0,0
HU_1284,Kisjakabfalva,141,86,3,0,0,1,2,36,0,4,40,0,0,0,0,0
HU_1991,Kiskassa,235,173,2,0,1,3,4,115,3,1,44,0,0,0,0,0
HU_2161,Kislippó,257,201,1,0,1,0,4,130,7,3,55,0,0,0,0,0
HU_3321,Kisnyárád,191,159,1,0,1,0,3,89,9,4,52,0,0,0,0,0
HU_0865,Kisszentmárton,206,160,5,0,3,0,2,65,3,2,80,0,0,0,0,0
HU_1235,Kistamási,102,80,2,0,1,1,4,11,8,0,53,0,0,0,0,0
HU_0315,Kistapolca,163,106,0,0,0,2,2,54,3,1,44,0,0,0,0,0
HU_1074,Kistótfalu,287,201,0,0,0,2,3,125,5,1,65,0,0,0,0,0
HU_0954,Kisvaszar,249,166,0,0,0,1,8,53,5,2,97,0,0,0,0,0
HU_2640,Komló,23765,16742,158,0,47,606,734,9718,686,344,4447,0,2,0,0,0
HU_2422,Kovácshida,224,147,0,0,1,0,6,43,10,2,85,0,0,0,0,0
HU_1451,Kovácsszénája,60,51,1,0,0,0,2,30,1,2,15,0,0,0,0,0
HU_0633,Kozármisleny,3211,2453,9,0,18,112,39,1200,103,80,892,0,0,0,0,0
HU_0811,Kórós,175,115,3,0,9,0,7,27,0,3,66,0,0,0,0,0
HU_2524,Köblény,242,183,1,0,0,2,23,103,5,1,48,0,0,0,0,0
HU_0354,Kökény,447,352,6,0,0,10,19,177,11,5,124,0,0,0,0,0
HU_1789,Kölked,870,528,10,0,3,1,16,176,32,13,277,0,0,0,0,0
HU_1553,Kővágószőlős,1312,889,16,0,4,12,27,423,33,36,338,0,0,0,0,0
HU_0647,Lapáncsa,181,117,0,0,0,3,0,42,5,1,66,0,0,0,0,0
HU_3333,Lánycsók,2176,1475,13,0,4,46,18,555,42,37,760,0,0,0,0,0
HU_1760,Liget,333,218,4,0,1,8,6,137,15,1,46,0,0,0,0,0
HU_2297,Lippó,495,340,6,0,0,9,6,169,10,5,135,0,0,0,0,0
HU_1003,Liptód,211,130,4,0,0,6,2,43,7,5,63,0,0,0,0,0
HU_3138,Lothárd,214,151,1,0,1,3,9,84,9,5,39,0,0,0,0,0
HU_2462,Lovászhetény,248,131,1,0,0,7,13,60,13,3,34,0,0,0,0,0
HU_1886,Lúzsok,149,105,0,0,1,0,1,29,2,0,72,0,0,0,0,0
HU_2517,Magyarbóly,851,608,5,0,8,19,9,195,9,11,352,0,0,0,0,0
HU_2975,Magyaregregy,729,520,6,0,3,8,19,211,23,13,237,0,0,0,0,0
HU_0543,Magyarhertelend,552,435,1,0,2,3,6,224,16,11,172,0,0,0,0,0
HU_2354,Magyarlukafa,83,53,1,0,0,1,4,21,6,1,19,0,0,0,0,0
HU_0541,Magyarmecske,253,169,1,0,0,3,2,75,7,2,79,0,0,0,0,0
HU_2706,Magyarsarlós,268,207,3,0,3,8,2,79,11,2,99,0,0,0,0,0
HU_2260,Magyarszék,901,669,8,0,4,19,20,345,22,17,234,0,0,0,0,0
HU_0438,Magyartelek,180,148,0,0,1,2,2,113,0,6,24,0,0,0,0,0
HU_2786,Majs,916,608,7,0,3,12,12,234,19,7,314,0,0,0,0,0
HU_2992,Maráza,177,125,7,0,0,3,3,51,1,1,59,0,0,0,0,0
HU_1644,Markóc,62,44,3,0,2,0,5,10,0,1,23,0,0,0,0,0
HU_1521,Marócsa,105,85,2,0,1,0,14,47,3,0,18,0,0,0,0,0
HU_0222,Martonfa,160,133,0,0,1,3,0,75,19,2,33,0,0,0,0,0
HU_1505,Matty,301,212,5,0,2,1,5,59,5,4,131,0,0,0,0,0
HU_0681,Mágocs,2100,1330,15,0,3,38,34,570,50,41,579,0,0,0,0,0
HU_3392,Mánfa,681,536,5,0,3,17,47,255,26,17,166,0,0,0,0,0
HU_0945,Márfa,163,123,1,0,1,3,4,59,3,0,52,0,0,0,0,0
HU_1448,Máriakéménd,436,311,3,0,0,11,4,166,13,4,110,0,0,0,0,0
HU_2065,Márok,461,333,2,0,5,5,3,93,5,7,213,0,0,0,0,0
HU_3375,Máza,1126,846,15,0,4,11,10,463,47,8,288,0,0,0,0,0
HU_1344,Mecseknádasd,1482,1034,23,0,1,24,14,323,186,12,451,0,0,0,0,0
HU_1140,Mecsekpölöske,372,288,2,0,0,8,6,165,11,2,94,0,0,0,0,0
HU_3049,Mekényes,270,206,4,0,1,3,1,120,5,3,69,0,0,0,0,0
HU_0773,Merenye,261,163,1,0,2,1,12,49,2,2,94,0,0,0,0,0
HU_0347,Mezõd,138,103,2,0,0,4,3,45,14,2,33,0,0,0,0,0
HU_1628,Mindszentgodisa,802,576,4,0,1,11,14,299,24,9,214,0,0,0,0,0
HU_2395,Mohács,15771,11012,92,0,97,313,201,4402,567,308,5032,0,0,0,0,0
HU_2952,Molvány,177,117,0,0,6,3,10,37,5,3,53,0,0,0,0,0
HU_1602,Monyoród,159,116,3,0,0,0,6,58,16,1,32,0,0,0,0,0
HU_2954,Mozsgó,716,417,5,0,7,5,14,176,12,20,178,0,0,0,0,0
HU_0398,Nagybudmér,193,148,2,0,2,4,5,55,1,3,76,0,0,0,0,0
HU_1811,Nagycsány,126,96,3,0,1,2,4,44,3,2,37,0,0,0,0,0
HU_3389,Nagydobsza,510,328,4,0,12,4,13,133,15,8,139,0,0,0,0,0
HU_1285,Nagyhajmás,324,208,4,0,1,2,2,94,9,4,92,0,0,0,0,0
HU_0265,Nagyharsány,1325,883,9,0,3,27,19,339,12,19,455,0,0,0,0,0
HU_1094,Nagykozár,976,703,1,0,2,35,18,319,28,23,277,0,0,0,0,0
HU_1465,Nagynyárád,695,585,6,0,3,7,1,92,16,24,436,0,0,0,0,0
HU_1987,Nagypall,355,252,3,0,2,3,2,71,22,6,143,0,0,0,0,0
HU_2716,Nagypeterd,525,389,2,0,4,9,6,216,22,14,116,0,0,0,0,0
HU_2892,Nagytótfalu,280,185,3,0,3,1,8,59,4,14,93,0,0,0,0,0
HU_1419,Nagyváty,278,195,0,0,4,0,0,103,6,5,77,0,0,0,0,0
HU_1823,Nemeske,233,172,1,0,0,1,9,126,0,0,35,0,0,0,0,0
HU_2632,Nyugotszenterzsébet,159,92,0,0,0,0,3,57,2,2,28,0,0,0,0,0
HU_2068,Okorág,146,78,2,0,0,0,1,32,0,4,39,0,0,0,0,0
HU_0834,Okorvölgy,84,54,0,0,1,1,2,37,4,0,9,0,0,0,0,0
HU_1855,Olasz,530,376,6,0,1,14,2,156,23,16,158,0,0,0,0,0
HU_2170,Old,276,217,6,0,5,4,2,93,7,15,85,0,0,0,0,0
HU_1173,Orfû,611,429,7,0,6,24,10,180,33,9,160,0,0,0,0,0
HU_0448,Oroszló,273,219,0,0,1,3,9,130,24,3,49,0,0,0,0,0
HU_1264,Óbánya,137,95,3,0,0,0,0,16,28,3,45,0,0,0,0,0
HU_0378,Ócsárd,354,249,1,0,2,4,56,114,6,7,59,0,0,0,0,0
HU_1964,Ófalu,311,237,5,0,2,1,6,28,30,0,165,0,0,0,0,0
HU_1866,Ózdfalu,134,106,3,0,0,1,1,41,4,0,56,0,0,0,0,0
HU_2376,Palé,83,73,0,0,0,1,1,39,10,0,22,0,0,0,0,0
HU_0715,Palkonya,263,161,1,0,0,2,1,55,1,5,96,0,0,0,0,0
HU_1013,Palotabozsok,911,655,11,0,2,12,3,145,20,12,450,0,0,0,0,0
HU_1779,Patapoklosi,303,170,3,0,5,4,18,90,0,1,49,0,0,0,0,0
HU_0701,Páprád,167,130,0,0,0,2,3,38,6,5,76,0,0,0,0,0
HU_1611,Pellérd,1503,1055,4,0,1,29,12,567,49,33,360,0,0,0,0,0
HU_1286,Pereked,153,114,2,0,11,3,0,45,2,0,51,0,0,0,0,0
HU_3242,Peterd,150,93,4,0,0,0,4,24,7,2,52,0,0,0,0,0
HU_2976,Pettend,115,96,3,0,2,1,12,27,1,0,50,0,0,0,0,0
HU_1941,Pécs,128337,95928,908,0,348,4336,2055,46688,5714,3542,32337,0,0,0,0,0
HU_2151,Pécsbagota,81,60,1,0,3,3,3,37,0,1,12,0,0,0,0,0
HU_1538,Pécsdevecser,110,87,3,0,1,2,1,28,3,2,47,0,0,0,0,0
HU_2109,Pécsudvard,524,402,2,0,11,12,6,227,17,6,121,0,0,0,0,0
HU_1082,Pécsvárad,3249,2304,20,0,13,69,36,803,153,79,1131,0,0,0,0,0
HU_2350,Piskó,185,118,3,0,1,1,2,26,3,2,80,0,0,0,0,0
HU_1724,Pogány,818,597,1,0,2,43,9,259,23,17,243,0,0,0,0,0
HU_2226,Pócsa,141,110,2,0,0,0,1,33,2,1,71,0,0,0,0,0
HU_1151,Rádfalva,197,132,6,0,5,2,5,51,2,0,61,0,0,0,0,0
HU_2529,Regenye,141,110,3,0,0,4,3,76,5,0,19,0,0,0,0,0
HU_2485,Romonya,348,267,1,0,0,10,7,179,5,1,64,0,0,0,0,0
HU_0451,Rózsafa,310,173,2,0,5,3,8,101,5,1,48,0,0,0,0,0
HU_1805,Sámod,175,143,3,0,2,0,4,71,2,1,60,0,0,0,0,0
HU_2086,Sárok,126,99,0,0,0,0,2,41,2,0,54,0,0,0,0,0
HU_3216,Sásd,2922,2128,24,0,11,62,101,949,169,69,743,0,0,0,0,0
HU_3348,Sátorhely,564,434,6,0,0,1,9,213,3,13,189,0,0,0,0,0
HU_2874,Sellye,2551,1724,17,0,7,26,93,830,43,40,668,0,0,0,0,0
HU_0551,Siklós,8271,5873,57,0,55,176,112,2750,195,220,2308,0,0,0,0,0
HU_2320,Siklósbodony,104,77,5,0,0,0,8,21,1,0,42,0,0,0,0,0
HU_0880,Siklósnagyfalu,284,181,5,0,1,1,1,74,6,1,92,0,0,0,0,0
HU_2347,Somberek,1468,1023,27,0,8,15,10,300,68,13,582,0,0,0,0,0
HU_2380,Somogyapáti,407,235,4,0,10,3,4,144,5,9,56,0,0,0,0,0
HU_2507,Somogyhatvan,287,163,4,0,6,1,7,81,3,1,60,0,0,0,0,0
HU_2914,Somogyhárságy,398,283,7,0,0,3,23,126,12,1,111,0,0,0,0,0
HU_2128,Somogyviszló,207,118,2,0,0,2,4,65,7,2,36,0,0,0,0,0
HU_3171,Sósvertike,153,104,7,0,5,0,6,39,2,1,44,0,0,0,0,0
HU_0254,Sumony,378,240,5,0,1,1,22,101,12,4,94,0,0,0,0,0
HU_1507,Szabadszentkirály,616,409,3,0,5,13,6,165,13,14,190,0,0,0,0,0
HU_0847,Szajk,629,493,5,0,2,13,6,139,29,13,286,0,0,0,0,0
HU_0900,Szalatnak,355,262,2,0,3,4,6,137,12,3,95,0,0,0,0,0
HU_2225,Szalánta,916,647,12,0,7,20,2,292,10,32,272,0,0,0,0,0
HU_3403,Szaporca,221,167,5,0,8,1,3,53,1,11,85,0,0,0,0,0
HU_3106,Szava,262,185,9,0,5,1,5,83,3,4,75,0,0,0,0,0
HU_2750,Szágy,155,135,1,0,0,44,5,32,2,4,47,0,0,0,0,0
HU_0736,Szárász,59,43,3,0,0,0,0,27,4,1,8,0,0,0,0,0
HU_3376,Szászvár,2271,1622,16,0,14,43,77,879,93,21,479,0,0,0,0,0
HU_0301,Szebény,378,268,12,0,3,4,9,62,9,8,161,0,0,0,0,0
HU_0560,Szederkény,1467,1034,32,0,5,23,17,361,45,53,498,0,0,0,0,0
HU_1698,Szellõ,147,106,3,0,0,0,3,52,5,1,42,0,0,0,0,0
HU_0930,Szemely,339,222,7,0,2,6,27,108,7,5,60,0,0,0,0,0
HU_3200,Szentdénes,262,154,1,0,12,1,4,69,13,0,54,0,0,0,0,0
HU_3361,Szentegát,333,226,0,0,2,1,5,142,11,3,62,0,0,0,0,0
HU_0980,Szentkatalin,117,77,0,0,1,0,1,35,0,5,35,0,0,0,0,0
HU_1635,Szentlászló,691,488,5,0,2,8,25,224,20,4,200,0,0,0,0,0
HU_1586,Szentlõrinc,5586,3789,26,0,35,98,75,1714,125,116,1600,0,0,0,0,0
HU_1677,Székelyszabar,562,366,5,0,0,3,1,114,15,9,219,0,0,0,0,0
HU_2657,Szigetvár,9182,6416,49,0,86,164,160,3100,272,166,2419,0,0,0,0,0
HU_1983,Szilágy,252,171,3,0,23,0,1,74,4,6,60,0,0,0,0,0
HU_2471,Szilvás,132,103,5,0,4,2,4,32,1,4,51,0,0,0,0,0
HU_0552,Szörény,62,48,0,0,3,1,1,18,0,1,24,0,0,0,0,0
HU_2221,Szõke,124,89,3,0,1,3,15,39,1,1,26,0,0,0,0,0
HU_0769,Szõkéd,321,238,2,0,1,7,2,94,11,4,117,0,0,0,0,0
HU_1540,Szulimán,238,171,4,0,1,2,11,87,4,4,58,0,0,0,0,0
HU_1121,Szûr,264,190,1,0,1,2,2,68,6,1,109,0,0,0,0,0
HU_1563,Tarrós,101,82,2,0,1,1,2,41,14,3,18,0,0,0,0,0
HU_3207,Teklafalu,270,179,4,0,1,4,6,78,7,1,78,0,0,0,0,0
HU_1367,Tengeri,65,39,0,0,0,0,6,16,2,0,15,0,0,0,0,0
HU_2770,Tékes,220,147,0,0,0,1,4,98,11,1,32,0,0,0,0,0
HU_3274,Tésenfa,180,139,3,0,2,1,4,56,10,9,54,0,0,0,0,0
HU_2097,Téseny,249,179,4,0,1,4,6,77,3,2,82,0,0,0,0,0
HU_2242,Tormás,273,180,2,0,1,4,3,53,8,3,106,0,0,0,0,0
HU_0404,Tófû,126,99,0,0,0,0,1,32,1,8,57,0,0,0,0,0
HU_2699,Tótszentgyörgy,148,123,2,0,1,0,3,33,6,2,76,0,0,0,0,0
HU_0413,Töttös,503,295,9,0,3,4,7,94,11,5,162,0,0,0,0,0
HU_1858,Túrony,217,168,1,0,3,2,7,67,3,3,82,0,0,0,0,0
HU_0443,Udvar,150,127,2,0,0,0,0,34,10,0,81,0,0,0,0,0
