gisco_id,name,registered,turnout,invalid,blank,1 - SLD-UP,2 - AWSP,3 - UW,4 - Samoobrona,"5 - ""PiS""",6 - PSL,7 - PO,8 - ARS,9 - PWN,10 - LPR,11 - MnN,13 - PUG,14 - PPS,15 - NMnGŚl
PL_0201011,Bolesławiec,34097,16138,579,0,7986,542,909,967,1679,987,1427,60,0,1002,0,0,0,0
PL_0201022,Bolesławiec,8567,3350,190,0,1223,107,98,597,223,424,268,13,0,207,0,0,0,0
PL_0201032,Gromadka,4236,1681,109,0,699,41,49,192,105,254,105,9,0,118,0,0,0,0
PL_0201043,Nowogrodziec,10750,3853,232,0,1688,110,97,590,236,290,287,17,0,306,0,0,0,0
PL_0201052,Osiecznica,4817,1636,90,0,850,38,21,147,81,118,175,5,0,111,0,0,0,0
PL_0201062,Warta Bolesławiecka,5471,2092,153,0,932,57,37,327,122,176,142,6,0,140,0,0,0,0
PL_0202011,Bielawa,26650,11408,477,0,7176,548,214,756,420,193,1044,40,0,540,0,0,0,0
PL_0202021,Dzierżoniów,29627,13746,510,0,7776,511,428,914,693,292,1665,67,0,890,0,0,0,0
PL_0202031,Pieszyce,7767,3333,253,0,1657,86,41,241,88,208,341,6,0,412,0,0,0,0
PL_0202041,Piława Górna,5207,2252,149,0,996,60,38,213,58,225,316,10,0,187,0,0,0,0
PL_0202052,Dzierżoniów,7505,3261,198,0,1452,170,55,597,113,232,237,10,0,197,0,0,0,0
PL_0202062,Łagiewniki,5663,2745,200,0,745,47,34,416,41,574,531,11,0,146,0,0,0,0
PL_0202073,Niemcza,4942,2260,127,0,1182,70,54,243,81,152,185,27,0,139,0,0,0,0
PL_0203011,Głogów,56778,26593,1053,0,14152,1358,1426,2101,1704,716,2373,60,0,1650,0,0,0,0
PL_0203022,Głogów,3625,1645,103,0,674,71,42,228,68,105,195,2,0,157,0,0,0,0
PL_0203032,Jerzmanowa,2005,903,50,0,424,20,18,145,26,103,82,3,0,32,0,0,0,0
PL_0203042,Kotla,3022,1257,89,0,597,47,24,190,29,94,63,5,0,119,0,0,0,0
PL_0203052,Pęcław,1682,759,70,0,342,5,16,155,11,75,56,2,0,27,0,0,0,0
PL_0203062,Żukowice,2619,1021,56,0,405,22,17,171,25,232,41,4,0,48,0,0,0,0
PL_0204013,Góra,15830,6700,376,0,2878,312,125,1087,234,640,700,48,0,300,0,0,0,0
PL_0204022,Jemielno,2333,935,52,0,330,29,27,351,23,70,23,1,0,29,0,0,0,0
PL_0204032,Niechlów,3821,1600,108,0,627,63,40,379,128,126,78,7,0,44,0,0,0,0
PL_0204043,Wąsosz,5576,2181,160,0,982,54,47,407,78,197,165,9,0,82,0,0,0,0
PL_0205011,Jawor,19480,8653,367,0,4168,309,165,714,867,418,1042,21,0,582,0,0,0,0
PL_0205023,Bolków,8866,3767,171,0,1826,451,45,539,120,218,223,9,0,165,0,0,0,0
PL_0205032,Męcinka,3646,1367,57,0,541,48,11,272,88,200,65,4,0,81,0,0,0,0
PL_0205042,Mściwojów,3183,1527,63,0,600,15,13,255,33,368,58,5,0,117,0,0,0,0
PL_0205052,Paszowice,2953,1046,47,0,365,14,10,234,49,215,50,2,0,60,0,0,0,0
PL_0205062,Wądroże Wielkie,3129,1375,57,0,561,12,10,248,17,388,29,4,0,49,0,0,0,0
PL_0206011,Karpacz,4372,1914,73,0,987,45,92,121,208,57,251,7,0,73,0,0,0,0
PL_0206021,Kowary,9925,4260,188,0,2497,204,94,281,304,123,339,13,0,217,0,0,0,0
PL_0206031,Piechowice,5314,2350,93,0,1223,123,86,187,139,101,276,7,0,115,0,0,0,0
PL_0206041,Szklarska Poręba,6165,2748,95,0,1340,222,148,173,174,213,268,17,0,98,0,0,0,0
PL_0206052,Janowice Wielkie,3213,1276,66,0,710,37,47,111,95,56,112,2,0,40,0,0,0,0
PL_0206062,Jeżów Sudecki,4440,1734,64,0,832,90,37,126,170,125,193,10,0,87,0,0,0,0
PL_0206072,Mysłakowice,7671,2981,142,0,1489,82,82,271,250,167,353,10,0,135,0,0,0,0
PL_0206082,Podgórzyn,6152,2511,114,0,1222,84,90,218,173,142,300,9,0,159,0,0,0,0
PL_0206092,Stara Kamienica,3930,1501,62,0,754,43,29,150,82,165,177,7,0,32,0,0,0,0
PL_0207011,Kamienna Góra,18031,7720,309,0,4328,418,410,484,489,140,756,27,0,359,0,0,0,0
PL_0207022,Kamienna Góra,6310,2618,122,0,1268,92,60,253,217,150,275,6,0,175,0,0,0,0
PL_0207033,Lubawka,9406,4000,234,0,2317,175,71,386,159,148,330,23,0,157,0,0,0,0
PL_0207042,Marciszów,3719,1461,81,0,734,59,31,160,83,85,146,3,0,79,0,0,0,0
PL_0208011,Duszniki-Zdrój,4524,2036,84,0,990,196,83,184,88,67,243,12,0,89,0,0,0,0
PL_0208021,Kłodzko,24898,11130,471,0,4852,399,491,973,747,742,1368,55,0,1032,0,0,0,0
PL_0208031,Kudowa-Zdrój,8581,4097,219,0,1881,190,109,330,345,151,392,27,0,453,0,0,0,0
PL_0208041,Nowa Ruda,20767,9204,380,0,5458,353,337,754,349,184,840,91,0,458,0,0,0,0
PL_0208051,Polanica-Zdrój,5916,2690,144,0,1085,135,97,194,225,142,373,18,0,277,0,0,0,0
PL_0208063,Bystrzyca Kłodzka,16568,7884,431,0,2993,228,601,1542,348,505,604,45,0,587,0,0,0,0
PL_0208072,Kłodzko,13375,5546,377,0,1824,158,109,784,184,1394,363,38,0,315,0,0,0,0
PL_0208083,Lądek-Zdrój,7779,3353,206,0,1531,132,138,350,222,208,388,22,0,156,0,0,0,0
PL_0208092,Lewin Kłodzki,1560,586,33,0,220,81,12,81,22,44,61,2,0,30,0,0,0,0
PL_0208103,Międzylesie,6130,2611,171,0,1256,109,101,376,78,164,214,21,0,121,0,0,0,0
PL_0208112,Nowa Ruda,9896,3995,227,0,2192,154,99,463,125,204,315,27,0,189,0,0,0,0
PL_0208123,Radków,7311,2957,257,0,1211,148,52,402,128,177,309,20,0,253,0,0,0,0
PL_0208133,Stronie Śląskie,6091,2800,204,0,1569,60,78,227,116,185,271,11,0,79,0,0,0,0
PL_0208143,Szczytna,5851,2181,139,0,947,74,55,215,209,198,198,14,0,132,0,0,0,0
PL_0209011,Chojnów,10934,4722,240,0,2566,103,165,431,245,174,392,64,0,342,0,0,0,0
PL_0209022,Chojnów,7245,2981,172,0,1260,60,52,582,99,381,151,8,0,216,0,0,0,0
PL_0209032,Krotoszyce,2279,969,27,0,321,23,7,231,29,201,55,6,0,69,0,0,0,0
PL_0209042,Kunice,3520,1446,78,0,603,50,29,163,33,290,138,3,0,59,0,0,0,0
PL_0209052,Legnickie Pole,3789,1579,75,0,759,16,13,294,45,241,74,3,0,59,0,0,0,0
PL_0209062,Miłkowice,4820,2037,98,0,978,82,34,271,94,151,200,6,0,123,0,0,0,0
PL_0209073,Prochowice,5566,2284,117,0,892,71,33,261,109,491,187,4,0,119,0,0,0,0
PL_0209082,Ruja,2072,845,32,0,397,22,8,180,14,115,21,4,0,52,0,0,0,0
PL_0210011,Lubań,19051,8490,278,0,5159,256,125,661,531,188,725,69,0,498,0,0,0,0
PL_0210021,Świeradów-Zdrój,3844,1603,58,0,865,50,40,147,127,70,169,4,0,73,0,0,0,0
PL_0210033,Leśna,8177,3454,150,0,2015,140,42,388,149,156,258,18,0,138,0,0,0,0
PL_0210042,Lubań,4729,1852,113,0,1021,36,19,270,60,98,85,19,0,131,0,0,0,0
PL_0210052,Olszyna,5310,2195,123,0,1249,44,27,200,105,111,234,22,0,80,0,0,0,0
PL_0210062,Platerówka,1298,577,21,0,275,55,2,51,33,42,51,3,0,44,0,0,0,0
PL_0210072,Siekierczyn,3883,1802,132,0,877,60,31,207,81,126,123,10,0,155,0,0,0,0
PL_0211011,Lubin,63862,29265,1069,0,15188,1214,1014,1954,1997,768,4564,67,0,1430,0,0,0,0
PL_0211022,Lubin,7154,2861,172,0,1423,59,55,382,101,293,265,9,0,102,0,0,0,0
PL_0211032,Rudna,5154,2168,86,0,1159,63,40,282,46,169,211,7,0,105,0,0,0,0
PL_0211043,Ścinawa,8114,3486,197,0,1434,113,49,476,169,280,464,10,0,294,0,0,0,0
PL_0212013,Gryfów Śląski,8266,3479,157,0,2066,75,53,229,325,221,209,18,0,126,0,0,0,0
PL_0212023,Lubomierz,4632,1911,95,0,1151,70,24,176,67,107,110,7,0,104,0,0,0,0
PL_0212033,Lwówek Śląski,14159,5942,304,0,3003,379,226,612,332,313,497,23,0,253,0,0,0,0
PL_0212043,Mirsk,7259,2717,160,0,1408,73,39,262,256,162,231,10,0,116,0,0,0,0
PL_0212053,Wleń,3721,1493,73,0,742,76,20,139,76,119,107,6,0,135,0,0,0,0
PL_0213012,Cieszków,3501,1715,88,0,665,45,13,417,49,211,145,4,0,78,0,0,0,0
PL_0213022,Krośnice,6044,2636,153,0,1024,137,54,326,70,536,195,7,0,134,0,0,0,0
PL_0213033,Milicz,18445,8880,478,0,3918,375,217,1145,247,739,1255,35,0,471,0,0,0,0
PL_0214011,Oleśnica,29649,14005,463,0,6701,592,441,1160,1188,424,1809,41,0,1186,0,0,0,0
PL_0214023,Bierutów,7802,2949,170,0,1046,146,67,587,138,254,326,14,0,201,0,0,0,0
PL_0214032,Dobroszyce,4279,1546,86,0,486,54,46,242,96,208,165,8,0,155,0,0,0,0
PL_0214042,Dziadowa Kłoda,3318,1333,68,0,534,30,19,320,37,212,78,6,0,29,0,0,0,0
PL_0214053,Międzybórz,3645,1330,76,0,597,49,31,193,48,135,143,17,0,41,0,0,0,0
PL_0214062,Oleśnica,7921,2750,197,0,939,99,59,632,77,295,267,12,0,173,0,0,0,0
PL_0214073,Syców,12110,5078,290,0,2369,181,113,616,256,302,624,25,0,302,0,0,0,0
PL_0214083,Twardogóra,9492,3688,183,0,1817,220,70,411,132,174,429,17,0,235,0,0,0,0
PL_0215011,Oława,25088,12150,536,0,5138,1154,400,904,845,329,1823,51,0,970,0,0,0,0
PL_0215022,Domaniów,3916,1749,85,0,500,52,16,528,59,289,129,4,0,87,0,0,0,0
PL_0215033,Jelcz-Laskowice,16008,6519,346,0,2188,339,524,841,531,232,917,22,0,579,0,0,0,0
PL_0215042,Oława,9566,4010,264,0,1212,223,73,726,187,442,495,14,0,374,0,0,0,0
PL_0216013,Chocianów,9675,4307,221,0,1789,255,81,515,218,237,590,25,0,376,0,0,0,0
PL_0216022,Gaworzyce,2819,1260,91,0,493,31,37,182,49,212,64,4,0,97,0,0,0,0
PL_0216032,Grębocice,3849,1584,79,0,787,32,22,326,47,142,85,4,0,60,0,0,0,0
PL_0216043,Polkowice,19391,8119,446,0,4450,273,254,723,417,186,864,30,0,476,0,0,0,0
PL_0216053,Przemków,6715,2743,119,0,1441,107,45,349,114,143,245,17,0,163,0,0,0,0
PL_0216062,Radwanice,3143,1394,60,0,719,23,27,271,34,167,55,8,0,30,0,0,0,0
PL_0217012,Borów,4033,1953,116,0,551,60,27,436,51,389,140,3,0,180,0,0,0,0
PL_0217022,Kondratowice,3624,1434,85,0,621,52,19,286,43,109,127,4,0,88,0,0,0,0
PL_0217032,Przeworno,4086,1837,113,0,730,46,28,542,38,159,72,11,0,98,0,0,0,0
PL_0217043,Strzelin,17974,7999,363,0,3746,320,212,711,326,506,1070,26,0,719,0,0,0,0
PL_0217053,Wiązów,5756,2341,99,0,639,111,35,705,78,251,168,13,0,242,0,0,0,0
PL_0218012,Kostomłoty,5218,2189,175,0,966,51,25,312,73,324,105,10,0,148,0,0,0,0
PL_0218022,Malczyce,4519,1828,135,0,770,57,39,299,86,120,174,7,0,141,0,0,0,0
PL_0218032,Miękinia,8152,2830,176,0,975,130,64,377,209,224,425,10,0,240,0,0,0,0
PL_0218043,Środa Śląska,14753,5990,212,0,2835,229,158,735,248,411,678,26,0,458,0,0,0,0
PL_0218052,Udanin,4307,1747,124,0,694,41,23,406,43,216,84,7,0,109,0,0,0,0
PL_0219011,Świdnica,50042,23717,891,0,10808,1449,1014,1794,1296,694,4006,94,0,1671,0,0,0,0
PL_0219021,Świebodzice,18950,7800,287,0,3977,282,497,810,354,210,840,52,0,491,0,0,0,0
PL_0219032,Dobromierz,4221,1944,148,0,881,143,26,294,42,150,137,11,0,112,0,0,0,0
PL_0219043,Jaworzyna Śląska,7804,3248,184,0,1209,153,52,511,256,126,498,18,0,241,0,0,0,0
PL_0219052,Marcinowice,4784,1976,118,0,661,82,47,391,63,253,202,4,0,155,0,0,0,0
PL_0219063,Strzegom,21577,9473,490,0,4712,576,208,1274,303,416,934,37,0,523,0,0,0,0
PL_0219072,Świdnica,11467,4558,252,0,1890,154,102,832,144,373,420,14,0,377,0,0,0,0
PL_0219083,Żarów,9664,4789,248,0,1647,69,94,407,80,128,1893,9,0,214,0,0,0,0
PL_0220013,Oborniki Śląskie,13130,5437,222,0,2005,353,172,626,492,222,856,21,0,468,0,0,0,0
PL_0220022,Prusice,6780,2257,143,0,852,116,47,483,98,205,229,7,0,77,0,0,0,0
PL_0220033,Trzebnica,16470,7123,322,0,2619,406,272,1058,457,385,1090,23,0,491,0,0,0,0
PL_0220042,Wisznia Mała,5383,2103,89,0,621,61,76,428,158,137,345,26,0,162,0,0,0,0
PL_0220052,Zawonia,3888,1299,69,0,521,56,24,285,57,140,100,10,0,37,0,0,0,0
PL_0220063,Żmigród,11224,4579,298,0,1683,165,92,649,140,982,378,25,0,167,0,0,0,0
PL_0221011,Boguszów-Gorce,13921,5847,361,0,3497,154,81,428,269,170,556,29,0,302,0,0,0,0
PL_0221021,Jedlina-Zdrój,4171,1825,92,0,979,43,33,154,58,71,309,4,0,82,0,0,0,0
PL_0221031,Szczawno-Zdrój,5027,2571,90,0,1280,96,96,166,164,219,313,12,0,135,0,0,0,0
PL_0221042,Czarny Bór,3515,1416,75,0,627,46,13,231,40,158,119,5,0,102,0,0,0,0
PL_0221053,Głuszyca,7580,3033,168,0,1434,133,36,368,96,274,303,15,0,206,0,0,0,0
PL_0221063,Mieroszów,6051,2602,141,0,1539,94,52,251,65,118,271,9,0,62,0,0,0,0
PL_0221072,Stare Bogaczowice,3116,1367,94,0,520,40,27,304,30,217,70,9,0,56,0,0,0,0
PL_0221082,Walim,4588,1702,102,0,783,70,38,190,48,228,137,11,0,95,0,0,0,0
PL_0222013,Brzeg Dolny,13061,5826,280,0,2497,155,122,511,249,207,1496,26,0,283,0,0,0,0
PL_0222022,Wińsko,6664,2721,161,0,1116,97,53,603,78,250,167,8,0,188,0,0,0,0
PL_0222033,Wołów,18361,8236,425,0,3667,414,172,1077,357,597,1062,43,0,422,0,0,0,0
PL_0223012,Czernica,5526,2529,134,0,766,132,89,325,236,103,480,9,0,255,0,0,0,0
PL_0223022,Długołęka,13094,5685,298,0,1575,402,160,1182,431,329,729,25,0,554,0,0,0,0
PL_0223032,Jordanów Śląski,2209,966,51,0,279,31,11,279,36,140,90,6,0,43,0,0,0,0
PL_0223043,Kąty Wrocławskie,12872,5260,181,0,1654,203,115,755,333,924,617,50,0,428,0,0,0,0
PL_0223052,Kobierzyce,8817,3478,153,0,1125,126,136,709,251,269,424,18,0,267,0,0,0,0
PL_0223062,Mietków,2848,1225,43,0,435,35,12,226,53,287,78,5,0,51,0,0,0,0
PL_0223073,Sobótka,9296,3923,241,0,1585,164,96,501,193,450,422,17,0,254,0,0,0,0
PL_0223083,Święta Katarzyna,9459,4211,174,0,1298,155,139,509,363,366,639,25,0,543,0,0,0,0
PL_0223092,Żórawina,5787,2172,103,0,547,63,49,401,100,455,296,10,0,148,0,0,0,0
PL_0224013,Bardo,4427,1986,101,0,1052,72,33,217,56,122,193,8,0,132,0,0,0,0
PL_0224022,Ciepłowody,2476,927,46,0,358,14,17,261,18,93,55,3,0,62,0,0,0,0
PL_0224032,Kamieniec Ząbkowicki,6757,3184,221,0,1866,84,73,357,100,121,199,12,0,151,0,0,0,0
PL_0224042,Stoszowice,4307,2011,123,0,844,64,57,395,50,183,186,7,0,102,0,0,0,0
PL_0224053,Ząbkowice Śląskie,18859,8618,371,0,4178,383,296,979,361,538,881,37,0,594,0,0,0,0
PL_0224063,Ziębice,14814,6255,370,0,2716,161,121,1120,239,693,414,31,0,390,0,0,0,0
PL_0224073,Złoty Stok,3961,1799,83,0,880,76,136,199,60,80,181,8,0,96,0,0,0,0
PL_0225011,Zawidów,3446,1517,61,0,735,96,20,154,102,83,174,8,0,84,0,0,0,0
PL_0225021,Zgorzelec,28024,12923,522,0,6849,410,344,849,1126,635,1555,84,0,549,0,0,0,0
PL_0225033,Bogatynia,19741,7793,311,0,4459,225,148,632,481,298,877,33,0,329,0,0,0,0
PL_0225043,Pieńsk,7245,2717,125,0,1370,99,41,306,153,133,382,12,0,96,0,0,0,0
PL_0225052,Sulików,4544,1678,99,0,697,131,21,200,95,155,175,13,0,92,0,0,0,0
PL_0225063,Węgliniec,7038,3009,166,0,1672,280,47,188,141,132,300,16,0,67,0,0,0,0
PL_0225072,Zgorzelec,5712,2007,106,0,978,76,39,300,98,140,178,27,0,65,0,0,0,0
PL_0226011,Wojcieszów,3157,1257,70,0,660,35,19,118,38,59,191,11,0,56,0,0,0,0
PL_0226021,Złotoryja,13442,6011,232,0,3336,172,119,432,383,304,625,27,0,381,0,0,0,0
PL_0226032,Pielgrzymka,3516,1516,104,0,543,23,13,185,52,420,111,4,0,61,0,0,0,0
PL_0226043,Świerzawa,6086,2522,124,0,1390,65,46,299,109,228,150,14,0,97,0,0,0,0
PL_0226052,Zagrodno,4362,1808,116,0,688,59,10,345,65,300,91,9,0,125,0,0,0,0
PL_0226062,Złotoryja,5252,2028,58,0,864,73,37,325,74,243,168,8,0,178,0,0,0,0
PL_0261011,M. Jelenia Góra,72129,33529,945,0,17940,1065,1601,1928,3157,1174,3938,104,0,1677,0,0,0,0
PL_0262011,M. Legnica,82647,37118,1119,0,19896,1713,1086,2451,2969,1360,3671,97,0,2756,0,0,0,0
PL_0263011,Wałbrzych,106507,44857,1434,0,26907,1649,1330,3535,2131,1045,4306,281,0,2239,0,0,0,0
PL_0264011,M. Wrocław,499220,252670,5607,0,92651,13446,16104,13135,33274,4869,52351,1051,0,20182,0,0,0,0
PL_0401011,Aleksandrów Kujawski,9918,4270,253,0,2368,148,86,254,354,158,363,4,0,265,0,7,10,0
PL_0401021,Ciechocinek,9722,5431,159,0,2550,264,109,263,438,276,650,12,0,699,0,6,5,0
PL_0401031,Nieszawa,1678,823,65,0,369,110,10,64,38,95,35,2,0,28,0,1,6,0
PL_0401042,Aleksandrów Kujawski,7537,2621,198,0,980,104,26,446,184,269,176,6,0,218,0,5,9,0
PL_0401052,Bądkowo,3693,1746,76,0,678,62,11,396,63,355,44,3,0,48,0,7,3,0
PL_0401062,Koneck,2724,1098,68,0,342,21,8,260,154,177,27,4,0,33,0,3,1,0
PL_0401072,Raciążek,2192,949,36,0,345,28,17,202,46,129,61,5,0,78,0,1,1,0
PL_0401082,Waganiec,3401,1218,111,0,484,73,7,177,44,189,63,2,0,59,0,6,3,0
PL_0401092,Zakrzewo,2970,1374,86,0,470,50,9,243,142,298,26,5,0,40,0,2,3,0
PL_0402011,Brodnica,20575,9662,372,0,4345,290,202,790,519,447,1844,26,0,794,0,21,12,0
PL_0402022,Bobrowo,4752,1970,107,0,745,57,17,410,49,384,66,8,0,117,0,8,2,0
PL_0402032,Brodnica,4262,1505,84,0,479,34,21,302,59,262,151,3,0,101,0,6,3,0
PL_0402042,Brzozie,2715,1292,108,0,438,50,39,250,58,145,86,1,0,108,0,6,3,0
PL_0402053,Górzno,2897,1170,72,0,344,57,17,210,58,154,102,4,0,143,0,4,5,0
PL_0402062,Bartniczka,3416,1509,104,0,422,83,9,271,59,310,97,2,0,147,0,3,2,0
PL_0402073,Jabłonowo Pomorskie,6941,2973,146,0,1104,100,28,418,123,672,142,13,0,212,0,7,8,0
PL_0402082,Osiek,3098,1182,47,0,391,46,6,212,39,311,54,1,0,66,0,7,2,0
PL_0402092,Świedziebnia,3807,1622,68,0,286,36,3,180,19,869,69,3,0,85,0,3,1,0
PL_0402102,Zbiczno,3389,1291,91,0,495,81,20,205,44,164,93,2,0,88,0,6,2,0
PL_0403012,Białe Błota,7665,3020,161,0,1351,128,59,271,310,135,342,6,0,251,0,6,0,0
PL_0403022,Dąbrowa Chełmińska,4842,1758,114,0,682,69,28,331,100,149,137,5,0,138,0,5,0,0
PL_0403032,Dobrcz,6464,2699,163,0,1131,78,42,562,109,277,162,7,0,168,0,0,0,0
PL_0403043,Koronowo,17239,7318,457,0,3314,472,88,1256,368,447,455,17,0,432,0,12,0,0
PL_0403052,Nowa Wieś Wielka,5249,1813,105,0,863,89,37,180,133,122,157,4,0,118,0,5,0,0
PL_0403062,Osielsko,4665,2125,155,0,841,83,56,247,150,125,273,4,0,183,0,8,0,0
PL_0403072,Sicienko,6100,2531,292,0,1017,92,47,380,98,251,156,6,0,187,0,5,0,0
PL_0403083,Solec Kujawski,11708,5004,363,0,2516,226,80,349,403,162,530,17,0,350,0,8,0,0
PL_0404011,Chełmno,16476,7048,370,0,3687,163,145,494,332,289,602,18,0,923,0,13,12,0
PL_0404022,Chełmno,3616,1241,112,0,343,20,14,260,30,315,37,5,0,98,0,3,4,0
PL_0404032,Kijewo Królewskie,3167,1409,104,0,460,30,16,339,61,189,36,2,0,164,0,5,3,0
PL_0404042,Lisewo,3892,1502,87,0,522,38,10,346,45,226,91,6,0,122,0,5,4,0
PL_0404052,Papowo Biskupie,3153,1244,96,0,527,51,11,250,34,141,45,3,0,76,0,4,6,0
PL_0404062,Stolno,3657,1372,111,0,490,18,16,276,35,171,60,4,0,180,0,5,6,0
PL_0404072,Unisław,4921,2080,139,0,766,76,46,423,123,160,149,8,0,177,0,9,4,0
PL_0405011,Golub-Dobrzyń,9609,4523,237,0,2225,163,67,405,228,321,521,7,0,336,0,9,4,0
PL_0405022,Ciechocin,2823,1205,76,0,318,34,6,228,51,368,40,2,0,72,0,8,2,0
PL_0405032,Golub-Dobrzyń,5947,2286,105,0,862,70,22,554,62,304,114,2,0,174,0,9,8,0
PL_0405043,Kowalewo Pomorskie,8353,3525,225,0,1420,214,48,643,126,354,209,12,0,257,0,10,7,0
PL_0405052,Radomin,3100,1366,70,0,546,28,5,362,23,216,24,3,0,82,0,3,4,0
PL_0405062,Zbójno,3313,1250,86,0,362,26,15,242,33,389,27,3,0,58,0,8,1,0
PL_0406012,Grudziądz,7101,2506,149,0,930,78,35,482,108,297,263,8,0,150,0,2,4,0
PL_0406022,Gruta,4883,2052,123,0,630,39,10,749,79,212,92,5,0,104,0,7,2,0
PL_0406033,Łasin,6471,2653,160,0,1135,65,62,639,80,221,147,0,0,129,0,7,8,0
PL_0406043,Radzyń Chełmiński,3617,1615,99,0,539,52,9,532,73,140,66,3,0,96,0,3,3,0
PL_0406052,Rogóźno,3027,994,81,0,311,30,9,331,48,98,49,7,0,27,0,3,0,0
PL_0406062,Świecie nad Osą,3270,1313,83,0,436,39,11,513,36,121,39,2,0,28,0,2,3,0
PL_0407011,Inowrocław,61935,30740,1186,0,18867,1927,551,1806,1689,760,2305,75,0,1545,0,29,0,0
PL_0407022,Dąbrowa Biskupia,4001,1513,89,0,647,49,12,285,63,241,42,5,0,77,0,3,0,0
PL_0407033,Gniewkowo,11209,4687,289,0,2476,165,65,537,172,381,278,16,0,301,0,7,0,0
PL_0407042,Inowrocław,8128,3123,147,0,1396,124,36,585,94,436,134,7,0,157,0,7,0,0
PL_0407053,Janikowo,10244,4524,220,0,2456,227,74,466,188,403,233,8,0,240,0,9,0,0
PL_0407063,Kruszwica,15192,6863,379,0,2956,333,81,939,235,1166,326,22,0,413,0,13,0,0
PL_0407073,Pakość,7600,3348,206,0,1575,87,32,422,181,509,153,14,0,169,0,0,0,0
PL_0407082,Rojewo,3308,1461,88,0,436,61,10,257,51,390,38,5,0,122,0,3,0,0
PL_0407092,Złotniki Kujawskie,6606,2876,231,0,1211,93,31,427,82,543,140,11,0,107,0,0,0,0
PL_0408011,Lipno,11494,4618,233,0,2461,273,57,329,258,266,525,2,0,201,0,7,6,0
PL_0408022,Bobrowniki,2170,706,46,0,264,27,15,141,37,80,44,2,0,47,0,2,1,0
PL_0408032,Chrostkowo,2446,770,45,0,229,26,8,187,32,180,29,3,0,30,0,1,0,0
PL_0408043,Dobrzyń nad Wisłą,6120,2534,160,0,950,90,21,419,144,561,95,4,0,82,0,6,2,0
PL_0408052,Kikół,5276,1709,138,0,567,50,25,303,91,348,95,5,0,80,0,4,3,0
PL_0408062,Lipno,8256,2462,124,0,966,65,20,471,78,453,105,9,0,146,0,13,12,0
PL_0408073,Skępe,5777,1924,91,0,896,61,16,233,103,205,150,29,0,129,0,6,5,0
PL_0408082,Tłuchowo,3435,1119,63,0,354,20,17,226,53,226,81,8,0,70,0,0,1,0
PL_0408092,Wielgie,4881,1649,106,0,671,54,14,224,41,307,100,3,0,113,0,8,8,0
PL_0409012,Dąbrowa,3495,1730,106,0,848,25,17,273,27,315,46,5,0,63,0,5,0,0
PL_0409022,Jeziora Wielkie,3816,1686,86,0,794,39,24,278,39,299,63,6,0,54,0,4,0,0
PL_0409033,Mogilno,18911,9296,718,0,3953,277,235,1034,501,1610,441,39,0,479,0,9,0,0
PL_0409043,Strzelno,9424,4565,271,0,2360,217,54,499,140,517,241,20,0,243,0,3,0,0
PL_0410013,Kcynia,10149,4521,332,0,1735,117,52,700,183,903,205,7,0,258,0,29,0,0
PL_0410023,Mrocza,6443,2825,188,0,1312,138,65,400,105,247,145,6,0,207,0,12,0,0
PL_0410033,Nakło nad Notecią,25455,11054,643,0,5623,838,246,1017,687,488,806,29,0,664,0,13,0,0
PL_0410042,Sadki,5144,2328,165,0,943,127,50,403,102,263,101,8,0,158,0,8,0,0
PL_0410053,Szubin,16145,7303,377,0,2892,185,136,528,204,2233,374,13,0,350,0,11,0,0
PL_0411011,Radziejów,4952,2329,127,0,1288,96,40,179,125,155,153,0,0,133,0,8,25,0
PL_0411022,Bytoń,2975,1315,66,0,517,49,8,304,46,251,33,2,0,35,0,4,0,0
PL_0411032,Dobre,4353,1998,183,0,782,47,9,243,37,566,50,9,0,64,0,6,2,0
PL_0411042,Osięciny,6442,3016,196,0,1272,45,15,518,92,709,60,2,0,74,0,29,4,0
PL_0411053,Piotrków Kujawski,7554,3125,197,0,1557,108,25,496,81,337,106,5,0,150,0,12,51,0
PL_0411062,Radziejów,3423,1436,84,0,534,39,23,280,40,308,48,4,0,61,0,12,3,0
PL_0411072,Topólka,4044,1774,119,0,907,42,9,332,40,225,23,5,0,58,0,3,11,0
PL_0412011,Rypin,12690,5341,236,0,2642,259,67,287,266,535,724,12,0,300,0,4,9,0
PL_0412022,Brzuze,4168,1529,66,0,698,69,13,247,39,251,59,2,0,79,0,1,5,0
PL_0412032,Rogowo,3769,995,63,0,354,33,12,142,20,182,89,4,0,89,0,4,3,0
PL_0412042,Rypin,5537,1808,89,0,597,43,12,263,30,605,88,5,0,73,0,2,1,0
PL_0412052,Skrwilno,4777,1664,76,0,452,46,12,243,70,418,219,6,0,114,0,4,4,0
PL_0412062,Wąpielsk,3287,1234,81,0,442,19,2,263,28,266,65,2,0,63,0,1,2,0
PL_0413013,Kamień Krajeński,4986,2338,162,0,920,80,36,451,89,248,140,5,0,205,0,2,0,0
PL_0413023,Sępólno Krajeńskie,11839,5265,323,0,2306,151,77,580,196,687,561,15,0,363,0,6,0,0
PL_0413032,Sośno,3770,1744,133,0,618,40,22,348,31,375,70,9,0,90,0,8,0,0
PL_0413043,Więcbork,9836,4709,249,0,1896,166,74,607,199,483,395,12,0,619,0,9,0,0
PL_0414012,Bukowiec,3741,1586,88,0,623,23,16,342,42,236,61,3,0,147,0,5,0,0
