gisco_id,name,registered,turnout,invalid,blank,N-VA,Open VLD,CD&V,Vooruit,VB (1979),Groen,SD&P,PTB/PVDA,PP (2009),ROSSEM,B.U.B.,PVGW,DéFI,PS,MR,LE,PTB-GO,Ecolo,R!,FPN,La Droite,WDA,LO,RW,P+,NATION,R.W.F.,FW,NWA,MGJOD,LDD,VLC,PP [Parti Pensionnés],ISLAM,CIM,VPB,GC,Égalitaires !,P-Lib,Agora Erasmus,La Lutte,MOVE
BE_57027,Estaimpuis,0,5046,497,0,0,0,0,0,0,0,0,0,154,0,2,0,51,2252,785,550,121,349,62,75,49,8,18,13,8,31,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_56085,Estinnes,0,5159,347,0,0,0,0,0,0,0,0,0,234,0,7,0,73,1963,1041,772,208,184,96,78,63,23,16,15,2,9,16,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_85009,Étalle,0,3745,310,0,0,0,0,0,0,0,0,0,153,0,9,0,68,711,950,1009,53,400,42,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21005,Etterbeek,0,17728,859,0,335,392,241,234,125,0,0,612,250,0,0,0,1839,3281,4883,1625,0,2276,359,0,57,0,0,0,0,30,0,0,0,0,0,0,0,203,0,0,51,15,38,16,7,0
BE_63023,Eupen,0,11522,1534,0,0,0,0,0,0,0,0,0,347,0,17,0,80,1717,2731,2321,113,1977,119,0,249,36,0,0,0,42,12,5,0,0,0,26,31,163,2,0,0,0,0,0,0,0
BE_21006,Evere,0,18337,1121,0,516,595,309,226,242,0,0,526,505,0,0,0,2078,5020,3301,1485,0,1289,371,0,94,0,0,0,0,235,0,0,0,0,0,0,0,297,0,0,42,37,24,14,10,0
BE_44019,Evergem,0,24411,1145,0,7587,3370,4648,2930,1569,2040,23,736,212,96,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64076,Faimes,0,2640,146,0,0,0,0,0,0,0,0,0,122,0,6,0,58,752,782,385,131,156,27,0,28,16,0,0,0,9,7,1,0,0,0,4,8,2,0,0,0,0,0,0,0,0
BE_52018,Farciennes,0,5817,706,0,0,0,0,0,0,0,0,0,275,0,10,0,81,2778,459,378,340,168,284,116,38,39,18,9,46,20,13,18,15,6,0,0,0,0,0,0,0,0,0,0,0,0
BE_82009,Fauvillers,0,1478,117,0,0,0,0,0,0,0,0,0,78,0,4,0,21,161,344,513,31,164,16,0,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_92138,Fernelmont,0,5147,322,0,0,0,0,0,0,0,0,0,201,0,14,0,136,918,1296,1338,161,512,105,0,46,0,0,0,0,34,28,10,7,0,0,0,0,0,0,19,0,0,0,0,0,0
BE_61019,Ferrières,0,3347,160,0,0,0,0,0,0,0,0,0,145,0,6,0,75,766,1036,507,160,340,20,0,39,33,0,0,0,2,17,2,0,0,0,3,30,1,5,0,0,0,0,0,0,0
BE_64025,Fexhe-le-Haut-Clocher,0,2245,158,0,0,0,0,0,0,0,0,0,109,0,2,0,44,624,676,244,149,131,28,0,32,18,0,0,0,3,5,2,0,0,0,7,10,0,3,0,0,0,0,0,0,0
BE_62120,Flémalle,0,16332,1002,0,0,0,0,0,0,0,0,0,971,0,22,0,353,6311,2176,1312,1887,1105,343,0,287,279,0,0,0,69,33,30,0,0,0,23,74,42,13,0,0,0,0,0,0,0
BE_62038,Fléron,0,10385,608,0,0,0,0,0,0,0,0,0,641,0,25,0,174,3319,2033,1418,765,619,172,0,149,124,0,0,0,47,24,22,0,0,0,15,75,151,4,0,0,0,0,0,0,0
BE_52021,Fleurus,0,13774,1175,0,0,0,0,0,0,0,0,0,770,0,8,0,285,5390,2064,1238,854,723,507,271,118,81,54,22,42,70,31,40,21,10,0,0,0,0,0,0,0,0,0,0,0,0
BE_51019,Flobecq / Vloesberg,0,2355,189,0,0,0,0,0,0,0,0,0,90,0,3,0,25,840,727,186,62,155,31,15,8,7,3,3,2,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
BE_92045,Floreffe,0,5349,383,0,0,0,0,0,0,0,0,0,235,0,12,0,138,1274,1112,830,284,757,133,0,68,0,0,0,0,38,42,13,15,0,0,0,0,0,0,15,0,0,0,0,0,0
BE_93022,Florennes,0,7790,761,0,0,0,0,0,0,0,0,0,368,0,11,0,338,1975,1767,1359,281,465,202,0,96,0,0,0,0,68,39,18,16,0,0,0,0,0,0,26,0,0,0,0,0,0
BE_85011,Florenville,0,5573,459,0,0,0,0,0,0,0,0,0,110,0,22,0,61,1940,1194,1160,116,358,74,0,59,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_52022,Fontaine-lÉvêque,0,10143,974,0,0,0,0,0,0,0,0,0,548,0,3,0,168,4129,1665,620,580,464,387,182,109,62,48,53,29,39,25,30,23,5,0,0,0,0,0,0,0,0,0,0,0,0
BE_21007,Forest / Vorst,0,23076,1271,0,358,354,215,269,177,0,0,1119,294,0,0,0,2036,6065,4758,1894,0,2998,493,0,62,0,0,0,0,103,0,0,0,0,0,0,0,422,0,0,106,29,29,13,11,0
BE_92048,Fosses-la-Ville,0,6717,605,0,0,0,0,0,0,0,0,0,359,0,11,0,196,1874,1467,891,364,485,215,0,106,0,0,0,0,44,35,19,18,0,0,0,0,0,0,28,0,0,0,0,0,0
BE_73109,Voeren / Fourons,0,1365,93,0,567,182,277,72,74,72,0,16,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_53028,Frameries,0,13528,1384,0,0,0,0,0,0,0,0,0,889,0,12,0,214,5648,1443,1395,666,541,520,235,104,67,72,25,206,43,29,12,16,7,0,0,0,0,0,0,0,0,0,0,0,0
BE_51065,Frasnes-lez-Anvaing,0,7861,499,0,0,0,0,0,0,0,0,0,225,0,6,0,98,1993,3325,782,138,484,69,42,65,40,18,16,8,29,9,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0
BE_56029,Froidchapelle,0,2995,523,0,0,0,0,0,0,0,0,0,158,0,1,0,40,872,779,211,90,125,55,59,24,16,9,4,3,5,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23023,Galmaarden / Gammerages,0,6202,254,0,1820,1374,1550,454,294,319,0,73,17,15,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21008,Ganshoren,0,12506,737,0,521,681,302,251,194,0,0,324,340,0,0,0,1084,2781,2602,1174,0,852,306,0,67,0,0,0,0,54,0,0,0,0,0,0,0,175,0,0,23,12,21,3,2,0
BE_44020,Gavere,0,9333,488,0,2673,2465,1390,992,361,721,14,143,47,19,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91054,Gedinne,0,3182,191,0,0,0,0,0,0,0,0,0,62,0,5,0,35,780,1538,219,58,195,46,0,24,0,0,0,0,5,13,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0
BE_13008,Geel,0,27200,1215,0,9871,2146,6302,2632,1672,2042,0,946,256,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64029,Geer,0,2172,176,0,0,0,0,0,0,0,0,0,72,0,6,0,48,603,597,312,135,146,19,0,21,18,0,0,0,9,6,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
BE_24028,Geetbets,0,4423,271,0,1195,1019,742,722,230,149,0,65,4,21,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_92142,Gembloux,0,16711,1186,0,0,0,0,0,0,0,0,0,540,0,54,0,506,3623,3988,3767,507,1814,261,0,172,0,0,0,0,67,96,41,28,0,0,0,0,0,0,61,0,0,0,0,0,0
BE_25031,Genappe / Genepiën,0,10078,540,0,0,0,0,0,0,0,0,0,434,0,28,0,403,2055,3770,1194,242,1031,125,0,123,0,0,0,0,38,46,0,23,0,0,8,0,0,0,0,0,0,0,0,0,18
BE_71016,Genk,0,41698,2335,0,10786,2653,8972,8352,2522,2476,0,3162,306,93,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44021,Gent / Gand,0,165762,7190,0,34679,26757,20594,31426,8459,26005,145,7664,2024,410,292,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_41018,Geraardsbergen / Grammont,0,23314,1350,0,6687,4338,3128,4373,1577,1060,62,433,164,66,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_52025,Gerpinnes,0,8630,494,0,0,0,0,0,0,0,0,0,613,0,5,0,212,2488,2159,1276,372,427,206,114,61,58,23,26,25,28,19,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0
BE_92054,Gesves,0,4754,302,0,0,0,0,0,0,0,0,0,166,0,32,0,143,928,1570,540,224,662,70,0,42,0,0,0,0,13,15,9,25,0,0,0,0,0,0,13,0,0,0,0,0,0
BE_71017,Gingelom,0,6073,411,0,1396,866,1052,1680,232,270,0,100,31,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_35005,Gistel,0,9333,510,0,2125,1726,1688,1746,364,597,0,110,0,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0
BE_24137,Glabbeek,0,3895,171,0,1121,834,772,473,141,286,0,69,2,15,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23024,Gooik,0,6814,308,0,1971,1777,1706,333,311,302,0,56,15,9,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82037,Gouvy,0,3300,243,0,0,0,0,0,0,0,0,0,121,0,10,0,27,514,675,1269,123,230,41,0,30,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62118,Grâce-Hollogne,0,12888,936,0,0,0,0,0,0,0,0,0,812,0,26,0,279,4638,1876,1127,1526,700,271,0,216,181,0,0,0,56,28,19,0,0,0,23,64,105,5,0,0,0,0,0,0,0
BE_25037,Grez-Doiceau / Graven,0,8145,690,0,0,0,0,0,0,0,0,0,193,0,12,0,325,1398,3485,724,181,868,88,0,78,0,0,0,0,23,35,0,12,0,0,9,0,0,0,0,0,0,0,0,0,24
BE_23025,Grimbergen,0,23001,1049,0,5830,5798,3016,2395,1103,1979,0,370,129,57,148,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13010,Grobbendonk,0,8237,364,0,3214,1183,1232,825,529,563,0,216,75,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_25118,Hélécine,0,2260,137,0,0,0,0,0,0,0,0,0,86,0,8,0,67,604,715,351,51,147,35,0,24,0,0,0,0,16,7,0,4,0,0,1,0,0,0,0,0,0,0,0,0,7
BE_61028,Héron,0,3446,243,0,0,0,0,0,0,0,0,0,172,0,6,0,109,1048,786,455,161,312,42,0,37,36,0,0,0,9,3,1,0,0,0,15,8,2,1,0,0,0,0,0,0,0
BE_24033,Haacht,0,10096,453,0,3014,2074,1514,1216,410,1148,0,176,18,51,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_41024,Haaltert,0,13221,614,0,4950,2463,1944,1378,850,668,48,180,70,27,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_85046,Habay,0,5316,432,0,0,0,0,0,0,0,0,0,183,0,18,0,104,800,1486,1687,74,391,80,0,45,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71020,Halen,0,6884,433,0,1988,808,1849,937,368,330,0,97,54,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23027,Halle / Hal,0,24563,1386,0,7292,4919,3123,3510,1150,1979,0,463,133,98,115,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71069,Ham,0,7525,404,0,2478,793,1641,969,558,434,0,155,55,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_56086,Ham-sur-Heure-Nalinnes,0,9711,603,0,0,0,0,0,0,0,0,0,477,0,7,0,171,2723,3151,1049,377,600,187,106,59,54,27,16,19,21,34,12,16,2,0,0,0,0,0,0,0,0,0,0,0,0
BE_42008,Hamme,0,17911,1029,0,5807,2284,3601,2198,1380,1084,13,297,114,65,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61024,Hamoir,0,2705,185,0,0,0,0,0,0,0,0,0,163,0,8,0,48,678,785,315,148,197,36,0,47,34,0,0,0,5,26,4,0,0,0,4,18,2,2,0,0,0,0,0,0,0
BE_91059,Hamois,0,4753,354,0,0,0,0,0,0,0,0,0,132,0,10,0,106,1053,1595,596,223,515,65,0,52,0,0,0,0,11,18,3,5,0,0,0,0,0,0,15,0,0,0,0,0,0
BE_72037,Hamont-Achel,0,7396,486,0,2422,703,2061,706,401,429,0,135,40,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64034,Hannut / Hannuit,0,10891,779,0,0,0,0,0,0,0,0,0,419,0,21,0,257,2377,4361,1217,311,750,113,0,87,72,0,0,0,24,37,7,0,0,0,8,40,8,3,0,0,0,0,0,0,0
BE_34013,Harelbeke,0,20234,1061,0,4792,2077,3830,4958,950,1516,0,405,0,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0
BE_71022,Hasselt,0,54184,2323,0,17234,5974,10066,9488,2253,4777,0,1361,494,158,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91142,Hastière,0,3992,420,0,0,0,0,0,0,0,0,0,154,0,11,0,87,1446,775,433,156,235,75,0,96,0,0,0,0,12,44,18,12,0,0,0,0,0,0,18,0,0,0,0,0,0
BE_91064,Havelange,0,3409,213,0,0,0,0,0,0,0,0,0,76,0,8,0,63,650,952,658,208,442,59,0,41,0,0,0,0,6,18,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0
BE_72038,Hechtel-Eksel,0,8310,403,0,2392,2103,1497,830,413,454,0,139,54,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73022,Heers,0,5343,375,0,1247,928,1072,1163,259,196,0,65,16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12014,Heist-op-den-Berg,0,30622,1446,0,11149,2965,5421,4032,2092,1998,0,1107,302,86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11018,Hemiksem,0,7257,259,0,2634,595,1101,1079,639,544,0,312,64,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_53039,Hensies,0,4351,377,0,0,0,0,0,0,0,0,0,147,0,6,0,48,2293,569,348,125,169,103,65,22,20,14,3,11,7,12,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
BE_84029,Herbeumont,0,1242,95,0,0,0,0,0,0,0,0,0,40,0,3,0,19,223,307,457,24,44,10,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24038,Herent,0,14436,480,0,4391,2498,2506,1791,487,1859,0,333,28,40,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13011,Herentals,0,20130,1018,0,7300,1803,3648,2433,1250,1709,0,625,221,83,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13012,Herenthout,0,6500,333,0,2299,573,1618,537,366,398,0,182,156,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71024,Herk-de-Stad / Herck-la-Ville,0,9242,516,0,2851,1275,1729,1771,382,499,0,108,74,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23032,Herne,0,4803,190,0,990,1118,1677,334,126,254,0,41,6,6,21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13013,Herselt,0,10535,585,0,4127,992,2110,875,808,621,0,263,81,66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62051,Herstal,0,20879,1361,0,0,0,0,0,0,0,0,0,1207,0,26,0,396,6727,2878,1632,4035,1057,420,0,275,232,0,0,0,93,38,25,0,0,0,41,105,317,14,0,0,0,0,0,0,0
BE_73028,Herstappe,0,73,2,0,8,28,11,13,1,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63035,Herve,0,11833,668,0,0,0,0,0,0,0,0,0,657,0,16,0,208,2060,3903,2528,457,849,119,0,137,87,0,0,0,19,14,6,0,0,0,35,55,12,3,0,0,0,0,0,0,0
BE_41027,Herzele,0,12974,670,0,3719,3572,1856,1483,614,710,16,208,76,24,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71070,Heusden-Zolder,0,21905,1028,0,6779,1842,3977,5123,1246,1339,0,351,127,66,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_33039,Heuvelland,0,5540,407,0,1321,804,1252,719,272,419,0,105,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0
BE_24041,Hoegaarden,0,5981,248,0,1412,1601,1016,592,208,653,0,115,7,39,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23033,Hoeilaart,0,6228,208,0,1158,2514,760,369,120,581,0,88,31,4,38,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73032,Hoeselt,0,7003,406,0,2379,929,1578,728,419,363,0,130,48,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24043,Holsbeek,0,7021,249,0,1948,1444,1403,797,240,739,0,159,17,13,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_53083,Honnelles,0,3569,286,0,0,0,0,0,0,0,0,0,117,0,1,0,51,1329,710,500,129,192,77,58,27,13,18,4,9,11,17,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0
BE_36006,Hooglede,0,7329,445,0,2196,881,1788,839,289,582,0,75,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0
BE_13014,Hoogstraten,0,11442,495,0,4287,1817,2615,573,472,932,0,148,80,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45062,Horebeke,0,1492,66,0,416,454,235,120,40,127,1,22,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_83028,Hotton,0,3708,286,0,0,0,0,0,0,0,0,0,162,0,12,0,47,1078,739,973,116,176,62,0,42,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82014,Houffalize,0,3467,209,0,0,0,0,0,0,0,0,0,171,0,15,0,47,547,772,1305,82,218,53,0,40,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72039,Houthalen-Helchteren,0,20700,1240,0,5768,1645,4121,4423,1300,1188,0,794,135,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_32006,Houthulst,0,7023,539,0,1696,772,1797,1114,395,282,0,92,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0
BE_91072,Houyet,0,3174,235,0,0,0,0,0,0,0,0,0,78,0,6,0,73,772,1034,478,114,258,49,0,37,0,0,0,0,2,18,4,9,0,0,0,0,0,0,7,0,0,0,0,0,0
BE_11021,Hove,0,5943,104,0,2584,822,880,368,200,755,0,178,39,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24045,Huldenberg,0,6427,265,0,1693,1919,1037,533,182,583,0,100,17,11,21,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13016,Hulshout,0,7586,433,0,2606,647,1762,735,638,419,0,223,78,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61031,Huy / Hoei,0,16761,1279,0,0,0,0,0,0,0,0,0,849,0,28,0,375,5578,2852,1549,1090,2089,211,0,245,152,0,0,0,45,67,12,0,0,0,219,93,22,6,0,0,0,0,0,0,0
BE_35006,Ichtegem,0,9242,546,0,2185,1541,1672,1679,369,606,0,115,0,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0
BE_33011,Ieper / Ypres,0,25170,1561,0,6098,2927,6134,4306,1094,1813,0,430,0,98,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0
BE_25043,Incourt,0,3452,152,0,0,0,0,0,0,0,0,0,132,0,14,0,122,805,1374,324,102,333,38,0,31,0,0,0,0,5,12,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4
BE_36007,Ingelmunster,0,7957,462,0,2296,759,2028,1169,388,446,0,122,0,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0
BE_25044,Ittre / Itter,0,4548,250,0,0,0,0,0,0,0,0,0,172,0,22,0,178,1252,1458,422,146,478,61,0,39,0,0,0,0,21,18,0,21,0,0,3,0,0,0,0,0,0,0,0,0,7
BE_21009,Ixelles / Elsene,0,30095,1342,0,572,626,316,417,160,0,0,1574,397,0,0,0,2775,6159,7743,2057,0,4640,533,0,120,0,0,0,0,49,0,0,0,0,0,0,0,310,0,0,157,37,66,26,19,0
BE_36008,Izegem,0,20045,1051,0,6626,1665,3668,3457,1131,1392,0,372,0,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0
BE_31012,Jabbeke,0,12537,638,0,3392,1520,3072,1593,558,1075,0,158,0,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0
BE_63038,Jalhay,0,5806,345,0,0,0,0,0,0,0,0,0,437,0,6,0,119,814,2301,914,176,519,35,0,59,35,0,0,0,7,11,1,0,0,0,6,21,0,0,0,0,0,0,0,0,0
BE_92140,Jemeppe-sur-Sambre,0,17372,1698,0,0,0,0,0,0,0,0,0,899,0,38,0,773,5826,2877,1607,1147,1162,664,0,233,0,0,0,0,136,86,66,52,0,0,0,0,0,0,108,0,0,0,0,0,0
BE_21010,Jette,0,25254,1454,0,923,916,574,687,385,0,0,741,578,0,0,0,2069,5721,4769,2882,0,2236,583,0,108,0,0,0,0,62,0,0,0,0,0,0,0,422,0,0,49,37,30,16,12,0
BE_25048,Jodoigne / Geldenaken,0,9163,523,0,0,0,0,0,0,0,0,0,293,0,24,0,270,1783,4288,705,189,802,129,0,78,0,0,0,0,28,26,0,12,0,0,5,0,0,0,0,0,0,0,0,0,8
BE_62060,Juprelle,0,6015,289,0,0,0,0,0,0,0,0,0,348,0,8,0,153,1410,1610,1105,364,370,91,0,100,55,0,0,0,23,15,7,0,0,0,8,26,31,2,0,0,0,0,0,0,0
BE_53044,Jurbise / Jurbeke,0,6673,243,0,0,0,0,0,0,0,0,0,195,0,5,0,123,1877,3031,389,186,340,101,60,29,34,14,7,9,7,14,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
BE_11022,Kalmthout,0,11614,359,0,4579,953,2472,965,600,1081,0,452,115,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23038,Kampenhout,0,7977,314,0,2577,2077,1275,577,352,592,0,107,15,21,25,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23039,Kapelle-op-den-Bos,0,6950,258,0,2433,1298,1087,948,321,453,0,98,9,21,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11023,Kapellen,0,17824,465,0,7503,3376,1654,1495,1106,1408,0,586,175,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_43007,Kaprijke,0,4651,261,0,1382,779,1092,400,206,351,4,123,36,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13017,Kasterlee,0,13419,559,0,5199,1137,3682,832,687,904,0,267,101,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24048,Keerbergen,0,8911,285,0,3098,2487,1233,718,337,569,0,111,16,26,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63040,Kelmis / La Calamine,0,4761,740,0,0,0,0,0,0,0,0,0,110,0,12,0,41,792,1067,1123,75,430,65,0,134,24,0,0,0,23,4,2,0,0,0,48,13,55,3,0,0,0,0,0,0,0
